record_id,candidate,design_dimension,independent_source_id,source_packet_id,DOI,UT,publication_year,system_relevance,study_type,traceability,entailment,direction,semantic_review_multiplier,semantic_review_status,included_in_ds
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,doi:10.1039/d3ta01967e,source_packet_403b83b1820dfc33,10.1039/d3ta01967e,WOS:001063921500001,2023,PBA_only,experimental,abstract_DOI_UT,contextual,support,1,human_accepted,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1039/d3ta01967e,source_packet_403b83b1820dfc33,10.1039/d3ta01967e,WOS:001063921500001,2023,PBA_only,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,doi:10.1039/d3ta01967e,source_packet_403b83b1820dfc33,10.1039/d3ta01967e,WOS:001063921500001,2023,PBA_only,experimental,abstract_DOI_UT,contextual,support,1,human_accepted,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1039/d3ta01967e,source_packet_403b83b1820dfc33,10.1039/d3ta01967e,WOS:001063921500001,2023,PBA_only,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,doi:10.1039/d3ta01967e,source_packet_403b83b1820dfc33,10.1039/d3ta01967e,WOS:001063921500001,2023,PBA_only,experimental,abstract_DOI_UT,contextual,support,1,human_accepted,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1039/d3ta01967e,source_packet_403b83b1820dfc33,10.1039/d3ta01967e,WOS:001063921500001,2023,PBA_only,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1039/d3ta01967e,source_packet_403b83b1820dfc33,10.1039/d3ta01967e,WOS:001063921500001,2023,PBA_only,experimental,exact_chunk_DOI_UT,full,support,1,human_accepted,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,doi:10.1039/d3ta01967e,source_packet_403b83b1820dfc33,10.1039/d3ta01967e,WOS:001063921500001,2023,PBA_only,experimental,abstract_DOI_UT,contextual,support,1,human_accepted,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,doi:10.1039/d3ta01967e,source_packet_403b83b1820dfc33,10.1039/d3ta01967e,WOS:001063921500001,2023,PBA_only,experimental,exact_chunk_DOI_UT,full,support,1,human_accepted,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,doi:10.1039/d3ta01967e,source_packet_403b83b1820dfc33,10.1039/d3ta01967e,WOS:001063921500001,2023,PBA_only,experimental,abstract_DOI_UT,contextual,support,1,human_accepted,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,doi:10.1039/d3ta01967e,source_packet_403b83b1820dfc33,10.1039/d3ta01967e,WOS:001063921500001,2023,PBA_only,experimental,exact_chunk_DOI_UT,partial,support,1,human_accepted,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1039/d3ta01967e,source_packet_403b83b1820dfc33,10.1039/d3ta01967e,WOS:001063921500001,2023,PBA_only,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,doi:10.1039/d3ta01967e,source_packet_403b83b1820dfc33,10.1039/d3ta01967e,WOS:001063921500001,2023,PBA_only,experimental,abstract_DOI_UT,contextual,support,1,human_accepted,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,wet_chemical_synthesis,doi:10.1039/d3ta01967e,source_packet_403b83b1820dfc33,10.1039/d3ta01967e,WOS:001063921500001,2023,PBA_only,experimental,exact_chunk_DOI_UT,overreach,support,1,human_accepted,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,direct_PBA_UOR,experimental,identified_record,none,not_addressed,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,direct_PBA_UOR,experimental,identified_record,none,not_addressed,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,direct_PBA_UOR,experimental,identified_record,none,not_addressed,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,direct_PBA_UOR,experimental,identified_record,none,not_addressed,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,wet_chemical_synthesis,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,foundational,review,identified_record,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,foundational,review,identified_record,none,not_addressed,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,foundational,review,identified_record,none,not_addressed,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,foundational,review,identified_record,none,not_addressed,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,foundational,review,identified_record,none,not_addressed,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,foundational,review,identified_record,none,not_addressed,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,foundational,review,identified_record,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,foundational,review,identified_record,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,foundational,review,identified_record,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,foundational,review,identified_record,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,foundational,review,identified_record,none,not_addressed,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,foundational,review,identified_record,none,not_addressed,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,wet_chemical_synthesis,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,foundational,review,identified_record,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1021/acs.jpcc.3c04283,source_packet_e9fc695c1074c76c,10.1021/acs.jpcc.3c04283,WOS:001040362600001,2023,UOR_only,experimental,abstract_DOI_UT,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,doi:10.1021/acs.jpcc.3c04283,source_packet_e9fc695c1074c76c,10.1021/acs.jpcc.3c04283,WOS:001040362600001,2023,UOR_only,experimental,identified_record,none,not_addressed,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1021/acs.jpcc.3c04283,source_packet_e9fc695c1074c76c,10.1021/acs.jpcc.3c04283,WOS:001040362600001,2023,UOR_only,experimental,abstract_DOI_UT,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,doi:10.1021/acs.jpcc.3c04283,source_packet_e9fc695c1074c76c,10.1021/acs.jpcc.3c04283,WOS:001040362600001,2023,UOR_only,experimental,abstract_DOI_UT,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1021/acs.jpcc.3c04283,source_packet_e9fc695c1074c76c,10.1021/acs.jpcc.3c04283,WOS:001040362600001,2023,UOR_only,experimental,abstract_DOI_UT,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,doi:10.1021/acs.jpcc.3c04283,source_packet_e9fc695c1074c76c,10.1021/acs.jpcc.3c04283,WOS:001040362600001,2023,UOR_only,experimental,abstract_DOI_UT,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1021/acs.jpcc.3c04283,source_packet_e9fc695c1074c76c,10.1021/acs.jpcc.3c04283,WOS:001040362600001,2023,UOR_only,experimental,exact_chunk_DOI_UT,partial,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1021/acs.jpcc.3c04283,source_packet_e9fc695c1074c76c,10.1021/acs.jpcc.3c04283,WOS:001040362600001,2023,UOR_only,experimental,exact_chunk_DOI_UT,partial,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,doi:10.1021/acs.jpcc.3c04283,source_packet_e9fc695c1074c76c,10.1021/acs.jpcc.3c04283,WOS:001040362600001,2023,UOR_only,experimental,identified_record,none,not_addressed,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,doi:10.1021/acs.jpcc.3c04283,source_packet_e9fc695c1074c76c,10.1021/acs.jpcc.3c04283,WOS:001040362600001,2023,UOR_only,experimental,abstract_DOI_UT,contextual,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1021/acs.jpcc.3c04283,source_packet_e9fc695c1074c76c,10.1021/acs.jpcc.3c04283,WOS:001040362600001,2023,UOR_only,experimental,exact_chunk_DOI_UT,partial,support,0.9674014658411585,machine_unreviewed,yes
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,doi:10.1021/acs.jpcc.3c04283,source_packet_e9fc695c1074c76c,10.1021/acs.jpcc.3c04283,WOS:001040362600001,2023,UOR_only,experimental,identified_record,none,not_addressed,0.9674014658411585,machine_unreviewed,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,direct_PBA_UOR,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,direct_PBA_UOR,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,direct_PBA_UOR,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,direct_PBA_UOR,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,direct_PBA_UOR,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,wet_chemical_synthesis,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,direct_PBA_UOR,experimental,abstract_DOI_UT,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,direct_PBA_UOR,experimental,abstract_DOI_UT,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,direct_PBA_UOR,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,direct_PBA_UOR,experimental,abstract_DOI_UT,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,direct_PBA_UOR,experimental,abstract_DOI_UT,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,direct_PBA_UOR,experimental,abstract_DOI_UT,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,direct_PBA_UOR,experimental,exact_chunk_DOI_UT,partial,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,direct_PBA_UOR,experimental,abstract_DOI_UT,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,direct_PBA_UOR,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,direct_PBA_UOR,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,direct_PBA_UOR,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,direct_PBA_UOR,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,direct_PBA_UOR,experimental,abstract_DOI_UT,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,direct_PBA_UOR,experimental,abstract_DOI_UT,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,direct_PBA_UOR,experimental,exact_chunk_DOI_UT,partial,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,wet_chemical_synthesis,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,direct_PBA_UOR,experimental,exact_chunk_DOI_UT,partial,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_A7A85EDE9F6153F4,source_packet_cddc6a8f2d4af6fb,,,,direct_PBA_UOR,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,wos:WOS_A7A85EDE9F6153F4,source_packet_cddc6a8f2d4af6fb,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,wos:WOS_A7A85EDE9F6153F4,source_packet_cddc6a8f2d4af6fb,,,,direct_PBA_UOR,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,wos:WOS_A7A85EDE9F6153F4,source_packet_cddc6a8f2d4af6fb,,,,direct_PBA_UOR,experimental,identified_record,none,not_addressed,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_A7A85EDE9F6153F4,source_packet_cddc6a8f2d4af6fb,,,,direct_PBA_UOR,experimental,identified_record,contextual,support,1,human_accepted,yes
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_A7A85EDE9F6153F4,source_packet_cddc6a8f2d4af6fb,,,,direct_PBA_UOR,experimental,identified_record,none,not_addressed,1,human_accepted,yes
