record_id,candidate,design_dimension,claim_id,included_after_human_review
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,pba_structural_compatibility,claim_b0a9d3269d795f48,True
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,alkaline_stability_corrosion,claim_13ef5cb198178a94,True
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,alkaline_stability_corrosion,claim_3c0cf5f0c6353c29,True
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,wet_chemical_synthesis,claim_7a4826bd31012e86,True
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,substitution_and_synergy,claim_08d88c049f97999a,True
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,alkaline_stability_corrosion,claim_d7cbe34da80e5bcb,True
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,uor_activity,claim_a07b96470c2aaeeb,True
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,uor_activity,claim_d8081198bc12ae63,True
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,substitution_and_synergy,claim_ffcb198b2a22f861,True
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,uor_activity,claim_2f80774b82152196,True
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,pba_structural_compatibility,claim_540c7f3867e78874,True
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,uor_activity,claim_fa8049ee17647a3e,True
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,alkaline_stability_corrosion,claim_f01caebcbc65834c,True
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,alkaline_stability_corrosion,claim_ba46bad3bffebafd,True
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,uor_activity,claim_5a324cc66b29d428,True
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,uor_activity,claim_281a60a33dcabdb6,True
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,pba_structural_compatibility,claim_01d777964725bd44,True
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,wet_chemical_synthesis,claim_c66aa70a2d3ddb7c,True
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,alkaline_stability_corrosion,claim_c7ca4b8fccfa84fb,True
run_4c59c2c3497dce9e,Fe-Co-Ni-Mn-Cu,uor_activity,claim_8cdf6eb463b4a5ff,True
run_4c59c2c3497dce9e,Fe-Co-Ni-Mn-Cu,uor_activity,claim_c2eb12efa093a234,True
run_4c59c2c3497dce9e,Fe-Co-Ni-Mn-Cu,substitution_and_synergy,claim_a2ae853c58733a5e,True
run_4c59c2c3497dce9e,Fe-Co-Ni-Mn-Cu,uor_activity,claim_2d4cb500e13bfa59,True
run_4c59c2c3497dce9e,Fe-Co-Ni-Mn-Cu,wet_chemical_synthesis,claim_a72dbd4c47fdd2e3,True
run_4c59c2c3497dce9e,Fe-Co-Ni-Mn-Cu,substitution_and_synergy,claim_9e3477d34276b41b,True
run_4c59c2c3497dce9e,Fe-Co-Ni-Mn-Cu,pba_structural_compatibility,claim_645d36b11dc531f1,True
run_4c59c2c3497dce9e,Fe-Co-Ni-Mn-Cu,uor_activity,claim_f9bf81b288ab5861,True
run_4c59c2c3497dce9e,Fe-Co-Ni-Mn-Cu,uor_activity,claim_5acc02c1317b60ec,True
run_4c59c2c3497dce9e,Fe-Co-Ni-Mn-Cu,alkaline_stability_corrosion,claim_f8a385fb7cfb0b48,True
run_4c59c2c3497dce9e,Fe-Co-Ni-Mn-Cu,wet_chemical_synthesis,claim_3a06798d782bfba3,True
run_4c59c2c3497dce9e,Fe-Co-Ni-Mn-Cu,wet_chemical_synthesis,claim_c559ef73b43703ea,True
run_4c59c2c3497dce9e,Fe-Co-Ni-Mn-Cu,pba_structural_compatibility,claim_2b692213ca556b5a,True
run_4c59c2c3497dce9e,Fe-Co-Ni-Mn-Cu,substitution_and_synergy,claim_e4fba4e044847088,True
run_777dbcb559ff5378,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_48e7227d8c0569ce,True
run_777dbcb559ff5378,Fe-Co-Ni-Mn-Zn,uor_activity,claim_e88f690676f89c57,True
run_777dbcb559ff5378,Fe-Co-Ni-Mn-Zn,substitution_and_synergy,claim_604d26f98da88a11,True
run_777dbcb559ff5378,Fe-Co-Ni-Mn-Zn,uor_activity,claim_4a155c989c59f13b,True
run_777dbcb559ff5378,Fe-Co-Ni-Mn-Zn,uor_activity,claim_afe686a21c380491,True
run_777dbcb559ff5378,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_fda86bf7c636f089,True
run_777dbcb559ff5378,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_65b55d712d92d4c6,True
run_777dbcb559ff5378,Fe-Co-Ni-Mn-Zn,substitution_and_synergy,claim_dd665317bc3f5f43,True
run_777dbcb559ff5378,Fe-Co-Ni-Mn-Zn,substitution_and_synergy,claim_34720439e1f47394,True
run_777dbcb559ff5378,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,claim_022402de77263bad,True
run_777dbcb559ff5378,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_8c0878be3807078c,True
run_777dbcb559ff5378,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_cfd9a12434fcc3f4,True
run_777dbcb559ff5378,Fe-Co-Ni-Mn-Zn,uor_activity,claim_b7b8a302edbe7280,True
run_777dbcb559ff5378,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,claim_5198f699f313aa21,True
run_5ca33401d63c3d35,Fe-Co-Ni-Mn-Zn,uor_activity,claim_df893ffe8e62e3a9,True
run_5ca33401d63c3d35,Fe-Co-Ni-Mn-Zn,substitution_and_synergy,claim_627edf75664adb81,True
run_5ca33401d63c3d35,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,claim_a5f1037c19d33e71,True
run_5ca33401d63c3d35,Fe-Co-Ni-Mn-Zn,uor_activity,claim_1c52acaff994a448,True
run_5ca33401d63c3d35,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_c7b9e02e2266ac76,True
run_5ca33401d63c3d35,Fe-Co-Ni-Mn-Zn,uor_activity,claim_542ae4a364ed7998,True
run_5ca33401d63c3d35,Fe-Co-Ni-Mn-Zn,substitution_and_synergy,claim_bfc36074d54b689a,True
run_5ca33401d63c3d35,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_ec9ae835b11d1d51,True
run_5ca33401d63c3d35,Fe-Co-Ni-Mn-Zn,uor_activity,claim_56de2f5c88e4943d,True
run_5ca33401d63c3d35,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_4bb1eb1ffa4a6abe,True
run_5ca33401d63c3d35,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_264bab5512e3c30f,True
run_5ca33401d63c3d35,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_2a081ff0130bde10,True
run_5ca33401d63c3d35,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_5fceb986adb49520,True
run_5ca33401d63c3d35,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_65c288ffc7a1348c,True
run_0b5d48cea00b1796,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_37b3b23988477b82,True
run_0b5d48cea00b1796,Fe-Co-Ni-Mn-Zn,uor_activity,claim_c0dbba3e001d2ccc,True
run_0b5d48cea00b1796,Fe-Co-Ni-Mn-Zn,uor_activity,claim_1820bb80bcbd613b,True
run_0b5d48cea00b1796,Fe-Co-Ni-Mn-Zn,uor_activity,claim_b6c79f5ecbdd9d03,True
run_0b5d48cea00b1796,Fe-Co-Ni-Mn-Zn,cost_environment,claim_99ea45580d6520b0,True
run_0b5d48cea00b1796,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_79ad29ab8b8f2151,True
run_0b5d48cea00b1796,Fe-Co-Ni-Mn-Zn,uor_activity,claim_4799d1caee9499b0,True
run_0b5d48cea00b1796,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_765230107dffd971,True
run_0b5d48cea00b1796,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_f4da5b49e521a960,True
run_0b5d48cea00b1796,Fe-Co-Ni-Mn-Zn,uor_activity,claim_32342dee38379fba,True
run_0b5d48cea00b1796,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_c1e9307bdd0cfe88,True
run_0b5d48cea00b1796,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,claim_4ee35a17aa48f1e8,True
run_910853e06b9095bf,Fe-Co-Ni-Mn-Zn,uor_activity,claim_715e8f86287469c8,True
run_910853e06b9095bf,Fe-Co-Ni-Mn-Zn,uor_activity,claim_9dd0f5dee29ba9fd,True
run_910853e06b9095bf,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_10ed61eae81812cf,True
run_910853e06b9095bf,Fe-Co-Ni-Mn-Zn,substitution_and_synergy,claim_f06528f85cb5832d,True
run_910853e06b9095bf,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_2c1d07ea31d66db3,True
run_910853e06b9095bf,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_7c3080059ff08fdc,True
run_910853e06b9095bf,Fe-Co-Ni-Mn-Zn,uor_activity,claim_e3aa2b18fa0574a7,True
run_910853e06b9095bf,Fe-Co-Ni-Mn-Zn,uor_activity,claim_c4d5910ad7cac4b0,True
run_910853e06b9095bf,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_be193aec2086c330,True
run_910853e06b9095bf,Fe-Co-Ni-Mn-Zn,uor_activity,claim_5b76f157810030fe,True
run_910853e06b9095bf,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_b04b477b351a2c65,True
run_910853e06b9095bf,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,claim_6c88a4f8dd30bd98,True
run_910853e06b9095bf,Fe-Co-Ni-Mn-Zn,uor_activity,claim_87d702b490401eb0,True
run_e7c1abb4133eacd1,Fe-Ni-Mn-Cu-Zn,pba_structural_compatibility,claim_c2f56c1e79193d22,True
run_e7c1abb4133eacd1,Fe-Ni-Mn-Cu-Zn,alkaline_stability_corrosion,claim_dbb39faa7e1c97b0,True
run_e7c1abb4133eacd1,Fe-Ni-Mn-Cu-Zn,uor_activity,claim_5ac1fa338f052000,True
run_e7c1abb4133eacd1,Fe-Ni-Mn-Cu-Zn,uor_activity,claim_799c8b5b471ddfa4,True
run_e7c1abb4133eacd1,Fe-Ni-Mn-Cu-Zn,uor_activity,claim_5b83b84d71422ccd,True
run_e7c1abb4133eacd1,Fe-Ni-Mn-Cu-Zn,substitution_and_synergy,claim_fe468c8f027bc22a,True
run_e7c1abb4133eacd1,Fe-Ni-Mn-Cu-Zn,uor_activity,claim_ca56df616fccfbd1,True
run_e7c1abb4133eacd1,Fe-Ni-Mn-Cu-Zn,alkaline_stability_corrosion,claim_d45722eb1fecd37d,True
run_e7c1abb4133eacd1,Fe-Ni-Mn-Cu-Zn,alkaline_stability_corrosion,claim_a6715408122e16fe,True
run_e7c1abb4133eacd1,Fe-Ni-Mn-Cu-Zn,uor_activity,claim_b5c53cb447a91bd6,True
run_e7c1abb4133eacd1,Fe-Ni-Mn-Cu-Zn,wet_chemical_synthesis,claim_ee68dd2e6037ab00,True
run_e7c1abb4133eacd1,Fe-Ni-Mn-Cu-Zn,cost_environment,claim_d842206d036d380f,True
run_dfe4e7ab7feb5520,Fe-Co-Ni-Mn-Zn,uor_activity,claim_3da8f2232b2af4d1,True
run_dfe4e7ab7feb5520,Fe-Co-Ni-Mn-Zn,uor_activity,claim_60d08ec2f1963727,True
run_dfe4e7ab7feb5520,Fe-Co-Ni-Mn-Zn,uor_activity,claim_9cdfe3bd5f10f7ab,True
run_dfe4e7ab7feb5520,Fe-Co-Ni-Mn-Zn,substitution_and_synergy,claim_81183003fc8738cc,True
run_dfe4e7ab7feb5520,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_e219c9f241c81ec4,True
run_dfe4e7ab7feb5520,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_566d6cc7293e34a9,True
run_dfe4e7ab7feb5520,Fe-Co-Ni-Mn-Zn,uor_activity,claim_94e72d652b30a16c,True
run_dfe4e7ab7feb5520,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_0e42ca0e5ed3d1d4,True
run_dfe4e7ab7feb5520,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_97fde6df30261ea4,True
run_dfe4e7ab7feb5520,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_42b2ddf3b05c2d12,True
run_dfe4e7ab7feb5520,Fe-Co-Ni-Mn-Zn,uor_activity,claim_17805ea371062769,True
run_dfe4e7ab7feb5520,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,claim_2aa967f5a98db7a2,True
run_ff292d61b6376df8,Fe-Co-Ni-Mn-Zn,uor_activity,claim_db7c4e35185ee7df,True
run_ff292d61b6376df8,Fe-Co-Ni-Mn-Zn,uor_activity,claim_2568099f2036d3a9,True
run_ff292d61b6376df8,Fe-Co-Ni-Mn-Zn,uor_activity,claim_adcca55b862f341f,True
run_ff292d61b6376df8,Fe-Co-Ni-Mn-Zn,substitution_and_synergy,claim_210aae1b673a745b,True
run_ff292d61b6376df8,Fe-Co-Ni-Mn-Zn,uor_activity,claim_66ed736f26747cd6,True
run_ff292d61b6376df8,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_c3f61637a0a300f2,True
run_ff292d61b6376df8,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_dbfd4c63ef4c3536,True
run_ff292d61b6376df8,Fe-Co-Ni-Mn-Zn,uor_activity,claim_54659a54da85a901,True
run_ff292d61b6376df8,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_e3d81c81a394e809,True
run_ff292d61b6376df8,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_5ed61b35a696b6fe,True
run_ff292d61b6376df8,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,claim_eb08bdc26b4b235f,True
run_ff292d61b6376df8,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_fcc8610462b6b72d,True
run_ff292d61b6376df8,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,claim_863f1d7d4acd2a70,True
run_9750be7218796f0e,Fe-Co-Ni-Mn-Zn,uor_activity,claim_b274a36d0f6c936f,True
run_9750be7218796f0e,Fe-Co-Ni-Mn-Zn,uor_activity,claim_23fbf8e3d0db5e00,True
run_9750be7218796f0e,Fe-Co-Ni-Mn-Zn,uor_activity,claim_1745d3a30c68aa1a,True
run_9750be7218796f0e,Fe-Co-Ni-Mn-Zn,uor_activity,claim_a951353e0723c1a6,True
run_9750be7218796f0e,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_00af6574b0fb2f86,True
run_9750be7218796f0e,Fe-Co-Ni-Mn-Zn,uor_activity,claim_3161b41b9f3acad1,True
run_9750be7218796f0e,Fe-Co-Ni-Mn-Zn,uor_activity,claim_462c0c24a331f846,True
run_9750be7218796f0e,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_2f947e5a9ed84cab,True
run_9750be7218796f0e,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_b968b781408b1170,True
run_9750be7218796f0e,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_bc6822f94e38639a,True
run_9750be7218796f0e,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_52a229b52e0752a2,True
run_9750be7218796f0e,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,claim_4c060faf31662cd4,True
run_7fd29e5e06251830,Fe-Co-Ni-Mn-Zn,uor_activity,claim_93221f7aca433938,True
run_7fd29e5e06251830,Fe-Co-Ni-Mn-Zn,uor_activity,claim_ef905438452b106f,True
run_7fd29e5e06251830,Fe-Co-Ni-Mn-Zn,substitution_and_synergy,claim_5b8abb64d403e9f7,True
run_7fd29e5e06251830,Fe-Co-Ni-Mn-Zn,uor_activity,claim_32b4eeb4c9fd6f89,True
run_7fd29e5e06251830,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_9bab9d9c4b18f613,True
run_7fd29e5e06251830,Fe-Co-Ni-Mn-Zn,uor_activity,claim_700479667a56db1c,True
run_7fd29e5e06251830,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_0f90e14d2d06b205,True
run_7fd29e5e06251830,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_17def306979e0b31,True
run_7fd29e5e06251830,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_54e1eacf8b403d0d,True
run_7fd29e5e06251830,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_904bb9198ef05e91,True
run_7fd29e5e06251830,Fe-Co-Ni-Mn-Zn,uor_activity,claim_69cc9680ffc19a4f,True
run_7fd29e5e06251830,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_a4045c220736cbe7,True
run_7fd29e5e06251830,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,claim_b7d43f0514d15d10,True
run_af7ea8733bc97d35,Fe-Co-Ni-Mn-Zn,uor_activity,claim_5c8c0a4d5e3ac1cd,True
run_af7ea8733bc97d35,Fe-Co-Ni-Mn-Zn,uor_activity,claim_f0765e96ea6af369,True
run_af7ea8733bc97d35,Fe-Co-Ni-Mn-Zn,substitution_and_synergy,claim_abf1c52eb26f5765,True
run_af7ea8733bc97d35,Fe-Co-Ni-Mn-Zn,uor_activity,claim_5a1efa9fdcab8f97,True
run_af7ea8733bc97d35,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_c754a845a4a6de55,True
run_af7ea8733bc97d35,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_8a8fc10e51d37afe,True
run_af7ea8733bc97d35,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_ba6f1aff62f4328c,True
run_af7ea8733bc97d35,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,claim_79db68f58a8c4fd4,True
run_af7ea8733bc97d35,Fe-Co-Ni-Mn-Zn,uor_activity,claim_0c2d32b8acd07fab,True
run_af7ea8733bc97d35,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_e5db0a412ffab177,True
run_af7ea8733bc97d35,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,claim_53dfd163b8af0a08,True
run_09cb718c41fd3a33,Fe-Co-Ni-Mn-Zn,uor_activity,claim_faa562e785590b5e,True
run_09cb718c41fd3a33,Fe-Co-Ni-Mn-Zn,uor_activity,claim_876fa2a0a3f373e5,True
run_09cb718c41fd3a33,Fe-Co-Ni-Mn-Zn,substitution_and_synergy,claim_268fcd9e2e2eec49,True
run_09cb718c41fd3a33,Fe-Co-Ni-Mn-Zn,uor_activity,claim_e74a0095de705c17,True
run_09cb718c41fd3a33,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_22312d38c6aac351,True
run_09cb718c41fd3a33,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_f2623c735eedf934,True
run_09cb718c41fd3a33,Fe-Co-Ni-Mn-Zn,uor_activity,claim_4f01b87f6a0c47d2,True
run_09cb718c41fd3a33,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_b707e5f577386959,True
run_09cb718c41fd3a33,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_fcc6cfea529c8506,True
run_09cb718c41fd3a33,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_4d901e5db48346b6,True
run_09cb718c41fd3a33,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_a0a8ab86b3ff0486,True
run_09cb718c41fd3a33,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,claim_4d0c87c2d17ae44a,True
run_020148402fc4a275,Fe-Co-Ni-Mn-Zn,uor_activity,claim_91878616dcbb3e30,True
run_020148402fc4a275,Fe-Co-Ni-Mn-Zn,uor_activity,claim_ab520faea8edf020,True
run_020148402fc4a275,Fe-Co-Ni-Mn-Zn,substitution_and_synergy,claim_7dad60b051fa8665,True
run_020148402fc4a275,Fe-Co-Ni-Mn-Zn,uor_activity,claim_de06d66b079a67c7,True
run_020148402fc4a275,Fe-Co-Ni-Mn-Zn,uor_activity,claim_ae85a186d53c29d3,True
run_020148402fc4a275,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_69b919f3f65534bb,True
run_020148402fc4a275,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_4bc04856620c960d,True
run_020148402fc4a275,Fe-Co-Ni-Mn-Zn,uor_activity,claim_5251430f70513328,True
run_020148402fc4a275,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_b19255d3490623ae,True
run_020148402fc4a275,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_99a3a6d4dacd6581,True
run_020148402fc4a275,Fe-Co-Ni-Mn-Zn,uor_activity,claim_8ac896473fc295d2,True
run_020148402fc4a275,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,claim_8411d9e806d97eb7,True
run_5bd3e94ad1b2be23,Fe-Co-Ni-Mn-Zn,uor_activity,claim_baf3ec9bf1427af7,True
run_5bd3e94ad1b2be23,Fe-Co-Ni-Mn-Zn,uor_activity,claim_7e95983234bbf840,True
run_5bd3e94ad1b2be23,Fe-Co-Ni-Mn-Zn,uor_activity,claim_17d4920a1a614e41,True
run_5bd3e94ad1b2be23,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_722f38ada85bd496,True
run_5bd3e94ad1b2be23,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_becfcb99f399b47a,True
run_5bd3e94ad1b2be23,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_41f0ad5b670b310d,True
run_5bd3e94ad1b2be23,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,claim_70fcbd016b89428d,True
run_5bd3e94ad1b2be23,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,claim_6191361a2a27b9e3,True
run_5bd3e94ad1b2be23,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,claim_82a2413e05912444,True
run_5bd3e94ad1b2be23,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,claim_bfc26f7c775a315d,True
run_94b6811a613c1128,Fe-Co-Ni-Mn-Zn,uor_activity,claim_c6399d7ec78fe67f,True
run_94b6811a613c1128,Fe-Co-Ni-Mn-Zn,uor_activity,claim_bb887f0145d3f3ce,True
