PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Corps, KL; Schlenker, CW				Corps, Kathryn L.; Schlenker, Cody W.			Ultrafast Spectroscopy Reveals Electron-Transfer Cascade That Improves Hydrogen Evolution with Carbon Nitride Photocatalysts	JOURNAL OF THE AMERICAN CHEMICAL SOCIETY												Solar hydrogen generation from water represents a Compelling component of a future sustainable energy portfolio. Recently, chemically robust heptazine-based polymers known as graphitic carbon nitrides (g-c(3)N(4)) have emerged as promising photocatalysts for hydrogen evolution using-visible light while withstanding harsh chemical environments. However, since g-C3N4 electron-transfer dynamics are poorly understood, rational design rules for improving activity remain unclear. Here, we use visible and near-infrared femtosecond transient absorption (TA) spectroscopy to reveal an electron-transfer cascade that correlates with A near-doubling in photocatalytic activity from 2050 to 3810 mu mol(-1) g(-1) when we infuse a suspension of bulk g-C3N4 with 10% mass loading of chemically exfoliated carbon nitride. TA spectroscopy indicates that exfoliated carbon nitride quenches photogenerated electrons on g-C3N4 at rates approaching the molecular diffusion limit. The TA signal for photogenerated electrons on g-C3N4 decays with a time constant of 1/k(e)' 660 ps in the mixture versus 1/k(e) = 4.1 ns in g-C3N4 alone. Our TA measurements suggest that the charge generation efficiency in g-C3N4 is greater than 65%. Exfoliated carbon nitride, which liberates only trace hydrogen levels when photoexcited directly, does not appear to, independently sustain appreciable long-lived charge generation. Thus, the activity enhancement in the two-component infusion evidently results from a cooperative effect in which charge is generated on g-C3N4, followed by electron transfer to exfoliated carbon nitride containing photocatalytic chain terminations. This correlation between electron transfer and photocatalytic activity, provides new insight into structural modifications for controlling charge separation dynamics and activity of carbon-based photocatalysts.						Corp, Kathryn/0000-0002-2015-386X; Schlenker, Cody/0000-0003-3103-402X													0002-7863					JUN 14	2017	139	23					7904	7912		10.1021/jacs.7b02869	http://dx.doi.org/10.1021/jacs.7b02869								28535670					WOS:000403631200037
J	Dionisi-Vici, C; Diodato, D; Torre, G; Picca, S; Pariante, R; Picardo, SG; Di Meo, I; Rizzo, C; Tiranti, V; Zeviani, M; De Goyet, JD				Dionisi-Vici, Carlo; Diodato, Daria; Torre, Giuliano; Picca, Stefano; Pariante, Rosanna; Picardo, Sergio Giuseppe; Di Meo, Ivano; Rizzo, Cristiano; Tiranti, Valeria; Zeviani, Massimo; De Goyet, Jean De Ville			Liver transplant in ethylmalonic encephalopathy: a new treatment for an otherwise fatal disease	BRAIN												Ethylmalonic encephalopathy is a fatal mitochondrial disorder caused by mutations in ETHE1, which encodes an enzyme involved in hydrogen sulphide catabolism. Dionisi-Vici et al. perform the first liver transplant in an affected infant, obtaining sustained neurological and biochemical improvements. This intervention may counter the otherwise progressive disease course.Ethylmalonic encephalopathy is a fatal mitochondrial disorder caused by mutations in ETHE1, which encodes an enzyme involved in hydrogen sulphide catabolism. Dionisi-Vici et al. perform the first liver transplant in an affected infant, obtaining sustained neurological and biochemical improvements. This intervention may counter the otherwise progressive disease course.Ethylmalonic encephalopathy is a fatal, rapidly progressive mitochondrial disorder caused by ETHE1 mutations, whose peculiar clinical and biochemical features are due to the toxic accumulation of hydrogen sulphide and of its metabolites, including thiosulphate. In mice with ethylmalonic encephalopathy, liver-targeted adeno-associated virus-mediated ETHE1 gene transfer dramatically improved both clinical course and metabolic abnormalities. Reasoning that the same achievement could be accomplished by liver transplantation, we performed living donor-liver transplantation in an infant with ethylmalonic encephalopathy. Unlike the invariably progressive deterioration of the disease, 8 months after liver transplantation, we observed striking neurological improvement with remarkable achievements in psychomotor development, along with dramatic reversion of biochemical abnormalities. These results clearly indicate that liver transplantation is a viable therapeutic option for ETHE1 disease.					Rizzo, Cristiano/AAA-6155-2020; de Ville de Goyet, Jean/I-6913-2019; Zeviani, Massimo/AAU-2632-2021; de Ville de Goyet, Jean/A-1708-2014; Dionisi-Vici, Carlo/K-2045-2018; Diodato, Daria/K-2639-2016; Tiranti, Valeria/J-8233-2016; Di Meo, Ivano/H-7840-2014	Zeviani, Massimo/0000-0002-9067-5508; de Ville de Goyet, Jean/0000-0001-7681-6178; Dionisi-Vici, Carlo/0000-0002-0007-3379; Diodato, Daria/0000-0003-3607-8523; Tiranti, Valeria/0000-0002-3584-7338; Di Meo, Ivano/0000-0002-4616-5623													0006-8950	1460-2156				APR	2016	139		4				1045	1051		10.1093/brain/aww013	http://dx.doi.org/10.1093/brain/aww013								26917598					WOS:000374234900016
J	Wang, WB; Wen, QL; Liu, YW; Zhai, TY				Wang Wenbin; Wen Qunlei; Liu Youwen; Zhai Tianyou			Research Progress of Surface and Interface Chemistry Regulate Two-dimensional Materials for Electrocatalytic Biomass Conversion	ACTA CHIMICA SINICA												Electrocatalytic biomass conversion, which utilizing the electrical energy generated by intermittent energy, drive biomass into high value-added organic chemicals, and usually can be coupled with water splitting for the production of high-purity hydrogen. It has the potential to significantly decrease fossil fuel consumption, optimize energy structure and solve environmental issues. However, because biomass possess multiple groups and its conversion involves multiple electrons, electrocatalvtic biomass conversion suffer from low conversion efficiency, bad selectivity and poor stability. Surface and interface chemistry engineering, such as regulating intrinsic structure, generating vacancies, introducing heteroatom, and constructing synergistic interface, can design and modify two-dimensional electrocatalysts to optimize their electronic structure and geometric structure, and effectively improve the electrocatalytic efficiency, selectivity and stability. This review provides an overview of recent advances about the role of surface and interface chemistry played on electrocatalvtic biomass conversion of two-dimensional materials. In addition, the authors also give some perspectives on the challenges and prospects in this field.					Liu, Youwen/AAU-5884-2020; Zhai, Tianyou/D-2882-2009	Zhai, Tianyou/0000-0003-0985-4806; Wang, Wenbin/0000-0002-4810-9166													0567-7351					NOV 15	2020	78	11					1185	1199		10.6023/A20060265	http://dx.doi.org/10.6023/A20060265													WOS:000595611900014
J	Lv, Y; Zhang, LY; Xiao, Q; Ye, XT; Zhang, PG; Yang, DL; Shang, YY				Lv, Ye; Zhang, Linyan; Xiao, Qi; Ye, Xintong; Zhang, Penggang; Yang, Donglei; Shang, Yangyang			Recent advances of Ni-based electrocatalyst for driving selective electrooxidation of 5-hydroxymethylfurfural into 2,5-furandicarbox-ylic acid	INTERNATIONAL JOURNAL OF HYDROGEN ENERGY												The selective electrooxidation of 5-hydroxymethylfurfural (HMF) to 2,5-furandicarboxylic acid (FDCA) is of great significance in replacing terephthalic acid for the production of high-performance polymeric materials. This necessitates the development of advanced electrocatalysts. Ni-based nanomaterials, known for their unique electronic structure and high intrinsic activity, show great promise for the selective electrooxidation of HMF to FDCA. To provide guidance for the further development of advanced HMF electrocatalysts, we present a comprehensive review of recent progress in this field, focusing on HMFOR mechanisms, effective engineering strategies (e.g., morphology design, defect engineering, interface engineering, and strain engineering) for improving electrocatalytic performance, and representative Ni-based catalysts used for HMFOR. Finally, we offer a conclusion and highlight the challenging issues that need to be addressed, providing researchers with direction for future endeavors.					gao, shaoyan/HPG-2952-2023														0360-3199	1879-3487				JUN 27	2024	72						149	165		10.1016/j.ijhydene.2024.05.372	http://dx.doi.org/10.1016/j.ijhydene.2024.05.372		MAY 2024											WOS:001246539200001
J	Wu, YF; Song, XH; Cai, FF; Xiao, GM				Wu, Yuanfeng; Song, Xianghai; Cai, Fufeng; Xiao, Guomin			Synthesis of glycerol carbonate from glycerol and diethyl carbonate over Ce-NiO catalyst: The role of multiphase Ni	JOURNAL OF ALLOYS AND COMPOUNDS												A series of Ce-NiO catalysts prepared by co-precipitation method were tested for glycerol trans-esterification with diethyl carbonate (DEC) to produce glycerol carbonate (GC). The microstructural and physicochemical properties of the catalysts were determined by XRD, XPS, SEM, EDX, CO2-TPD, N-2-adsorption, FT-IR, and TG-DTG. The results showed that the particle size (100-350 nm) of the Ce-NiO was smaller than that of pure NiO (400-900 nm), suggesting addition of Ce in the catalyst synthesis could lessen the aggregation or facilitate the dispersion of NiO particles. The highest catalyst activity was observed over the Ce-NiO catalyst with Ce/Ni atomic ratio of 0.2 and calcined at 400 degrees C. 94.14% of glycerol conversion and 90.95% selectivity to GC were obtained over this catalyst under the optimum conditions (5 wt.% catalyst of glycerol, 85 degrees C, 8 h, glycerol/DEC ratio of 1:3). This catalyst can be reused up to three cycles with a slight decrease in its catalytic activity. It was found the well dispersed NiO particles and the strong basic sites derived from the substitution of Ce4+ by Ni2+ in the CeO2 lattices synergistically promoted the glycerol conversion. (C) 2017 Elsevier B.V. All rights reserved.					Wu, Yuanfeng/O-4599-2016; Song, Xianghai/IQW-3337-2023	Cai, Fufeng/0000-0002-0196-7788; Wu, Yuanfeng/0000-0002-8634-7931													0925-8388	1873-4669				OCT 5	2017	720						360	368		10.1016/j.jallcom.2017.05.292	http://dx.doi.org/10.1016/j.jallcom.2017.05.292													WOS:000404692100044
J	Liu, TD; Du, GB; Wu, YC; Liu, C; Yang, HX; Ni, KL; Yin, CY; Ran, X; Gao, W; Yang, L				Liu, Tongda; Du, Guanben; Wu, Yingchen; Liu, Chang; Yang, Hongxing; Ni, Kelu; Yin, Chunyan; Ran, Xin; Gao, Wei; Yang, Long			Activated wood surface and functionalized cellulose co-building strong chemical wood bonding performance	CARBOHYDRATE POLYMERS												Herein, an activated wood surface rich in -CHO groups was constructed by spraying a sodium periodate aqueous solution on a natural wood surface. Besides, microcrystalline cellulose was functionalized to obtain aminated cellulose, which was dissolved in an aqueous solution and used as a specific adhesive. Subsequently, an ultra -strong wood bonding interface was co-constructed with the activated wood surface and aminated cellulose, which was formed by a chemical covalent reaction between aldehyde groups at the activated wood interface and amino groups on aminated cellulose. The dry, hot-water, and boiling-water lap shear strengths of the plywood specimens were 1.47, 1.07, and 1.08 MPa, respectively. The boiling-water strength of the plywood made from the activated wood surface achieved increased to 1.08 MPa from 0 MPa of the plywood constructed on the nonac-tivated wood surface. The chemical crosslinking reaction and bonding mechanism between the adhesive and activated wood surface were clarified by density functional theory calculations, attenuated total reflectan-ce-Fourier-transform infrared spectroscopy, and X-ray photoelectron spectroscopy. The results showed that chemical bonding (aminal N-C-N and imine C--N) at the bonding interface played an important part in improving the water resistance and bonding strength. This work provides new concepts for designing durable and moisture-resistant wood products.					Chang, Liu/JTU-3058-2023	liu, tong da/0000-0002-5563-6925; Liu, Chang/0000-0002-1549-4627													0144-8617	1879-1344				APR 1	2023	305								120573	10.1016/j.carbpol.2023.120573	http://dx.doi.org/10.1016/j.carbpol.2023.120573		JAN 2023						36737209					WOS:000925616800001
J	Cheng, XM; Xiao, XX; Yin, Y; Wang, JT; Qiao, WM; Ling, LC				Cheng, Xiaomin; Xiao, Xixi; Yin, Yan; Wang, Jitong; Qiao, Wenming; Ling, Licheng			Ammonia-Free Selective Catalytic Reduction of NO at Low Temperature on Melamine Impregnated MnOx-CeO2/Carbon Aerogels	INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH												Ammonia selective catalytic reduction (NH3-SCR), the most applied technology for abating emissions of NOx, frequently suffers from serious leakage of NH3 and high operating temperatures. In order to overcome these limitations, melamine impregnated MnOx-CeO2/carbon aerogels were synthesized by the incipient wetness impregnation method for low-temperature NH3-free SCR of NO. The combination of carbon aerogels with highly interconnected mesoporous structures and uniform dispersed MnOx-CeO2 can not only promote the chemisorption of nitrogen oxides but also increase the amounts of active metal sites and surface chemisorbed oxygen. Moreover, the impregnated melamine as reductant instead of NH3 is effective to eliminate NO, avoiding the secondary pollution derived from the escape of NH3. Therefore, the catalyst 400-12(Mn-Ce)/QS-15mel exhibits outstanding activity with 100% steady state NOx conversion for 7 h at 185 degrees C. Mechanism analysis indicates that melamine-SCR is accompanied by the variation of -NH2 and the generation of adsorbed HNCO, which could further participate in the reduction of NO without any byproducts. This work gives an in-depth understanding of the reactivity and mechanism of melamine-SCR and offers a novel route for the design of highly efficient catalysts.						Qiao, Wenming/0000-0002-8114-684X													0888-5885					SEP 15	2021	60	36					13233	13242		10.1021/acs.iecr.1c03010	http://dx.doi.org/10.1021/acs.iecr.1c03010		SEP 2021											WOS:000697282700007
J	Sirvio, JA; Kantola, AM; Amma, A				Sirvio, Juho Antti; Kantola, Anu Maria; Amma, Ari			Cellulose nanofibers from nonbleached and hydrogen peroxide bleached acidic thiourea treated sawdust	JOURNAL OF CLEANER PRODUCTION												Here a single-step acidic thiourea delignification without and with sequential hydrogen peroxide bleaching were used as a pre-treatment for producing low-lignin-containing cellulose nanofibers (LCNF) and bleached cellulose nanofibers (BCNF), respectively. Without bleaching, LCNF contained 7 wt% lignin, resulting in a slightly yellowish color in both the water dispersion and film. Despite low gravimetric yield of nanosize fibers, 23 wt% after microfluidization, the LCNF films exhibited notable mechanical strength, with a tensile strength of 174 MPa and a modulus of 11 GPa. Upon introducing an additional bleaching step, the color was eliminated, reducing the lignin content to 3 wt%. This adjustment also led to a significant increase in the gravimetric yield of nanofibers, reaching 78 wt%. The BCNF films demonstrated even higher mechanical performance, with a tensile strength of 207 MPa and a modulus of 12 GPa. LCNF film exhibited a higher contact angle (approximate to 70 degrees) than BCNF (approximate to 60 degrees), presumably due to the higher lignin content of the nonbleached pulp. Furthermore, hot pressing of the films at 150 degrees C for 18 min substantially enhanced the wet strength of the films by over 50%, attributed to the residual lignin.					; Kantola, Anu/N-5847-2014	Sirvio, Juho/0000-0002-7404-3340; Kantola, Anu/0000-0003-1945-9201													0959-6526	1879-1786				OCT 15	2023	423								138824	10.1016/j.jclepro.2023.138824	http://dx.doi.org/10.1016/j.jclepro.2023.138824													WOS:001150021000001
J	Sirviö, JA; Visanko, M				Sirvio, Juho Antti; Visanko, Miikka			Anionic wood nanofibers produced from unbleached mechanical pulp by highly efficient chemical modification	JOURNAL OF MATERIALS CHEMISTRY A												Chemical modification of lignocellulosic materials, especially as a pre-treatment in nanocellulose production, has mainly been conducted with lignin-free bleached cellulose pulps. However, non-bleached pulp exhibits several advantages over bleached pulp, namely excluding of the use of hazardous bleaching chemicals, higher yield, and lower cost. In this study, the chemical modification of lignocellulose (groundwood pulp, GWP) with a high lignin content (27.4 wt%) was investigated using a deep eutectic solvent (DES) as a reaction medium. A low-melting DES was easily obtained within one hour by mixing triethylmethylammonium chloride (TEMACl) and imidazole at room temperature. Carboxylated GWP was obtained by adding succinic anhydride to the DES. Under mild reaction conditions (2 h at 70 degrees C), carboxylic acid contents of 1.88-3.34 mmol g(-1) were obtained depending on the anhydride dosage used (5-20 mmol/1 g of pulp) with excellent yield (over 90%). The GWP was more reactive in the pre-treatment step, measuring carboxylic acid contents higher than those of bleached cellulose pulps treated under identical reaction conditions (containing less than 0.5 wt% lignin). After deprotonation of the carboxylic acid groups, highly anionic wood nanofibers (AWNFs) were produced using a microfluidizer. Vacuum filtration was applied in the preparation of self-standing films, which had good mechanical properties and were transparent. The fabricated AWNFs have many potential uses-for instance, in sustainable water purification because of their adjustable surface charge.						Sirvio, Juho/0000-0002-7404-3340; Visanko, Miikka/0000-0001-7480-064X													2050-7488	2050-7496				NOV 7	2017	5	41					21828	21835		10.1039/c7ta05668k	http://dx.doi.org/10.1039/c7ta05668k													WOS:000413734800024
J	Argüello, DS; Saavedra, LC; Mendoza, S; Oliva, M; Rodríguez-Castellón, E; Bálsamo, N; Eimer, G; Crivello, M				Sofia Arguello, Dalma; Cabana Saavedra, Lady Catalina; Marina Mendoza, Sandra; Ivan Oliva, Marcos; Rodriguez-Castellon, Enrique; Florentina Balsamo, Nancy; Alejandra Eimer, Griselda; Elsie Crivello, Monica			Layered double hydroxides modified by transition metals for sustainable glycerol valorization to glycerol carbonate	CATALYSIS TODAY												The surplus of glycerol generated as a by-product in biodiesel production increased interest in the investigation of the catalytic conversion of this platform molecule into valuable chemical products, such as glycerol carbonate. Therefore, the catalytic transesterification of glycerol and dimethyl carbonate for the synthesis of glycerol carbonate was studied using Cu-Zn-Mg-Al mixed oxide catalysts with different Cu-Zn atomic ratios. Layered double hydroxides were the precursors materials to obtain multi metallic oxides. They were synthesized by coprecipitation. The materials were physico-chemically characterized by XRD, MP-AES, N2 sorption, SEM, XPS and TPDCO2. The addition of Cu and Zn to the Mg and Al matrix improved the catalytic behaviour of the solid materials. First, the highest glycerol carbonate yield was reached with the catalyst with the highest Zn load at 70 degrees C for 90 min. This result was taken as a basis to modify parameters and find the optimal reaction conditions. They were a temperature of 85 degrees C, a reaction time of 270 min, a DMC:glycerol molar ratio of 2:1, solvent free and 7.5 wt% of catalyst. The highest yield obtained (82%) was attributable to the synergistic effect of the Cu-Zn load promoted by an adequate distribution of basicity and textural properties. The reuses of the best catalyst were also investigated.					Rodriguez-Castellon, Enrique/W-5093-2018	Oliva, Marcos ivan/0009-0009-4710-3959; Arguello, Dalma Sofia/0000-0001-8641-3284													0920-5861	1873-4308				FEB 1	2024	427								114415	10.1016/j.cattod.2023.114415	http://dx.doi.org/10.1016/j.cattod.2023.114415		OCT 2023											WOS:001094279200001
J	Du, YL; Liu, XZ; Wu, X; Cheng, QQ; Ci, C; Huang, W				Du, Yali; Liu, Xuezhen; Wu, Xu; Cheng, Qiangqiang; Ci, Chao; Huang, Wei			Tunable Fabrication of NiAl-LDHs Containing Acid Activity Sites as Green Catalyst for Acetalization of Furfural to Furfural Diethyl Acetal	CHEMISTRYSELECT												NiAl-LDHs with different acid-base activity sites were fabricated by tuning the synthetic pH. NiAl-LDH was introduced into acetalization of furfural to furfural diethyl acetal for the first time. As the result showed that carbonate form LDH (marked as NiAl-CO3-LDH) obtained at basic pH presented inert activity as for the absence of appropriate acid activity sites. However, while at acidic pH ambience, nitrate form LDH (marked as NiAl-NO3-LDH) was produced. NiAl-NO3-LDH expressed preferable acid catalytic property with fine acid activity sites, when setting reaction time of 30 minutes, the equilibrium conversion of furfural was up to 78.5% and the selectivity of furfural diethyl acetal was nearly 100%. Besides, it could be recycled several times and showed stable activity without structural change. Different from the BrOnsted acidity catalysts, this is an excellent result ever achieved for the synthesis of furfural diethyl acetal on the Lewis acidic catalyst.					wu, xu/JXM-9983-2024	Wu, Xu/0000-0002-4997-2148													2365-6549					JUL 23	2018	3	27					7996	8002		10.1002/slct.201800302	http://dx.doi.org/10.1002/slct.201800302													WOS:000439756200046
J	Chen, GZ; Ren, LQ; Wang, JY; Liu, F; Liu, GX; Li, H; Zhang, P; Jia, ZK				Chen, Guangzhou; Ren, Liangqi; Wang, Junying; Liu, Fu; Liu, Gaoxiang; Li, Hui; Zhang, Peng; Jia, Zhikuan			Optimizing fertilization depth can promote sustainable development of dryland agriculture in the Loess Plateau region of China by improving crop production and reducing gas emissions	PLANT AND SOIL												Aims Fertilization methods have affected the development of dryland agriculture. There is a need to understand the impacts of different fertilizer application depths on crop production and gas emissions to facilitate the sustainable development of dryland agriculture. Methods A field experiment was conducted for two years (2019-2020) in a dryland agroecosystem in the Loess Plateau region of China. Five fertilizer placement depths were tested comprising 0 cm (FD0), 5 cm (FD5), 15 cm (FD15), 25 cm (FD25), and 35 cm (FD35). N-P-K fertilizer was applied to all treatments as base fertilizer at the same rate. After sowing, the gas emission fluxes were measured 17 consecutive times. We systematically analyzed the effects of different fertilization depths on the summer maize (Zhengdan 958) yield, ammonia (NH3) volatilization, and greenhouse gas emissions (nitrous oxide (N2O), carbon dioxide (CO2), and methane (CH4)). Results The results showed that the NH3 volatilization, N2O emissions, CO2 emissions, and global warming potential (GWP) decreased as the fertilization depth increased. Compared with the traditional fertilization depth (FD5), deep fertilization at 15 cm clearly reduced the NH3 volatilization, N2O emissions, CO2 emissions, GWP, and greenhouse gas intensity. In addition, compared with FD25 or FD35, FD15 increased the capacity of the soil to absorb CH4. Critically, compared with the traditional fertilization depth, FD15 can effectively improve the summer maize biomass yield (4.2%) and grain yield (18.1%) at the final harvest. Conclusion FD15 can promote the sustainable development of dryland agriculture in the Loess Plateau region of China by improving crop production and reducing gas emissions.					zhang, pengshuai/HGF-2832-2022; Liu, Gaoxiang/LFR-7711-2024; Liu, Feihua/IQT-2241-2023	Zhang, Peng/0000-0001-6739-8373													0032-079X	1573-5036				JUN	2024	499	1-2			SI		73	89		10.1007/s11104-022-05795-6	http://dx.doi.org/10.1007/s11104-022-05795-6		NOV 2022											WOS:000886832000001
J	Elsener, M; Nuguid, RJG; Kröcher, O; Ferri, D				Elsener, Martin; Nuguid, Rob Jeremiah G.; Krocher, Oliver; Ferri, Davide			HCN production from formaldehyde during the selective catalytic reduction of NOx with NH3 over V2O5/WO3-TiO2	APPLIED CATALYSIS B-ENVIRONMENTAL												Raw exhaust gases may contain notable levels of formaldehyde that can negatively impact the efficiency of after -treatment systems. In the selective catalytic reduction (SCR) of NOx over V2O5/WO3-TiO2, formaldehyde was found to react with NH3 to produce HCN at concentrations above the threshold limit value set by environmental/ safety organizations. Due to this side reaction, NH3 is consumed parasitically and the NOx conversion decreases by up to 15 %, even after compensating for the fraction of lost NH3. Under similar conditions, the non-reducible TiO2 support also produced HCN moderately, thereby showing that redox sites promote the reaction but are not a necessary condition. To understand the chemistry responsible for HCN formation, the roles of reaction temperature, water, and oxygen were investigated. Our results suggest a new pathway for HCN production through the direct reaction of formaldehyde and NH3, which is active at high temperature and does not proceed through the formate route previously proposed.					Kröcher, Oliver/B-2889-2014; Ferri, Davide/KCL-5205-2024	Ferri, Davide/0000-0002-9354-5231; Nuguid, Rob Jeremiah/0000-0003-2351-0751													0926-3373	1873-3883				FEB	2021	281								119462	10.1016/j.apcatb.2020.119462	http://dx.doi.org/10.1016/j.apcatb.2020.119462													WOS:000591344500008
J	Shaabani, A; Afshari, R				Shaabani, Ahmad; Afshari, Ronak			Magnetic Ugi-functionalized graphene oxide complexed with copper nanoparticles: Efficient catalyst toward Ullman coupling reaction in deep eutectic solvents	JOURNAL OF COLLOID AND INTERFACE SCIENCE												Herein, we report the direct synthesis of carboxamide-functionalized graphene oxide (carboxamide-f-GO) for the development of new nanocatalysts, with highly dispersed particles, through covalent functionalization with a facile and direct strategy. This surface functionalization was carried out through a one-pot sequential four-component Ugi reaction. Subsequently, the Ugi-ligand decorated on the surface of the graphene oxide sheets coordinated with copper nanoparticles (Cu NPs) and finally covered with magnetic nanoparticles. The synthesized nanocatalyst was characterized by Fourier transform infrared (FT-IR), proton nuclear magnetic resonance spectroscopy ((HNMR)-H-1), X-ray powder diffraction (XRD), scanning electron microscopy (SEM), energy-dispersive X-ray spectroscopy (EDX), dynamic light scattering (DLS), thermogravimetric analysis (TGA) and atomic force microscopy (AFM). The carboxamido nitrogen in Ugi-ligand showed high affinity toward complexation with Cu NPs and has a profound effect on the reactivity of the copper center in this nanocatalyst. The catalytic activity of nanocatalyst was investigated in Ullmann cross-coupling reaction for practical and direct access to corresponding N-aryl amines in a deep eutectic solvent as a green and recyclable media. The results showed the capability of this designed catalytic system through N-arylation of N-heterocycles and aniline derivatives with high yields in short reaction times. In addition, both of the nanocatalyst and deep eutectic solvent were easily recovered and reused for five consecutive runs. (C) 2017 Elsevier Inc. All rights reserved.					Afshari, Ronak/Q-1022-2019; Shaabani, Ahmad/AAJ-1109-2020	Afshari, Ronak/0000-0003-4688-4406; shaabani, ahmad/0000-0002-0304-4434													0021-9797	1095-7103				JAN 15	2018	510						384	394		10.1016/j.jcis.2017.09.089	http://dx.doi.org/10.1016/j.jcis.2017.09.089								28964946					WOS:000414823800042
J	Jeon, SW; Song, I; Lee, H; Kim, J; Byun, Y; Koh, DJ; Kim, D				Jeon, Se Won; Song, Inhak; Lee, Hwangho; Kim, Joonwoo; Byun, Youngchul; Koh, Dong Jun; Kim, Do Heui			Enhanced SO2 resistance of V2O5/WO3-TiO2 catalyst physically mixed with alumina for the selective catalytic reduction of NOx with NH3	CHEMICAL ENGINEERING JOURNAL												Selective catalytic reduction with NH3 (NH3-SCR) is an effective NOx removal technology in the industry. Vanadia supported on tungsten titania (V2O5/WO3-TiO2) is most widely utilized for NH3-SCR because of its high tolerance to sulfur. Although it exhibits stable performance under SO2 in the stream, there are still unsolved sulfur poisoning issues under low-temperature operations due to the accumulation of ammonium bisulfate (ABS). In this study, we introduce a hybrid catalyst comprising V2O5/WO3-TiO2 physically mixed with alumina (VWTi + Al), which exhibited superior stability during SO2 aging compared to conventional vanadia catalysts. The improved sulfur tolerance originates from the direct migration of in-situ formed ABS from the vanadia domain to the alumina domain through physical contact rather than gas-phase SO2 adsorption on alumina. Interestingly, the mixed alumina maintains superior affinity to ABS as well as reusability after repetitive SO2 aging and regeneration. In addition, the protection ability, i.e. affinity to ABS, of mixed alumina closely related to its surface properties including acidity and pore size. The present study suggests that the hybrid catalyst can be an applicable catalyst to NOx removal process in stationary sources and a breakthrough for the decrease of pollutants emission.					Byun, Youngchul/H-5705-2011	Jeon, Se Won/0000-0002-1295-8545													1385-8947	1873-3212				APR 1	2022	433		3						133836	10.1016/j.cej.2021.133836	http://dx.doi.org/10.1016/j.cej.2021.133836		FEB 2022											WOS:000773425200004
J	Blume, F; Sprengart, P; Deska, J				Blume, Fabian; Sprengart, Petra; Deska, Jan			Lipase-Induced Oxidative Furan Rearrangements	SYNLETT												Lipase B from Candida antarctica catalyzes the oxidative ring expansion of furfuryl alcohols using aqueous hydrogen peroxide to yield functionalized pyranones under mild conditions. The method further allows for the preparation of corresponding piperidinone derivatives by enzymatic rearrangement of N-protected furfurylamines.					Deska, Jan/M-2091-2013	Deska, Jan/0000-0003-4622-2365													0936-5214	1437-2096				JUN	2018	29	10								10.1055/s-0036-1591889	http://dx.doi.org/10.1055/s-0036-1591889													WOS:000433554100005
J	Liu, HF; Wu, X; Li, ZS; Wang, Q; Liu, D; Liu, GH				Liu, Huifeng; Wu, Xing; Li, Zongshan; Wang, Qing; Liu, Dan; Liu, Guohua			Responses of soil methanogens, methanotrophs, and methane fluxes to land-use conversion and fertilization in a hilly red soil region of southern China	ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH												Changes in land-uses and fertilization are important factors regulating methane (CH4) emissions from paddy soils. However, the responses of soil CH4 emissions to these factors and the underlying mechanisms remain unclear. The objective of this study was to explore the effects of land-use conversion from paddies to orchards and fertilization on soil CH4 fluxes, and the abundance and community compositions of methanogens and methanotrophs. Soil CH4 fluxes were quantified by static chamber and gas chromatography technology. Abundance and community structures of methanogens and methanotrophs (based on mcrA and pmoA genes, respectively) were determined by quantitative real-time PCR (qPCR), and terminal restriction fragment length polymorphism (TRFLP), cloning and sequence analysis, respectively. Results showed that land-use conversion from paddies to orchards dramatically decreased soil CH4 fluxes, whereas fertilization did not distinctly affect soil CH4 fluxes. Furthermore, abundance of methanogens and methanotrophs were decreased after converting paddies to orchards. Fertilization decreased the abundance of these microorganisms, but the values were not statistically significant. Moreover, land-use conversion had fatal effects on some members of the methanogenic archaea (Methanoregula and Methanosaeta), increased type II methanotrophs (Methylocystis and Methylosinus), and decreased type I methanotrophs (Methylobacter and Methylococcus). However, fertilization could only significantly affect type I methanotrophs in the orchard plots. In addition, CH4 fluxes from paddy soils were positively correlated with soil dissolved organic carbon contents and methanogens abundance, whereas CH4 fluxes in orchard plots were negatively related to methanotroph abundance. Therefore, our results suggested that land-use conversion from paddies to orchards could change the abundance and community compositions of methanogens and methanotrophs, and ultimately alter the soil CH4 fluxes. Overall, our study shed insight on the underlying mechanisms of how land-use conversion from paddies to orchards decreased CH4 emissions.					Liu, Guohua/A-8327-2013; Wu, Xing/AAM-5688-2020														0944-1344	1614-7499				MAR	2017	24	9					8731	8743		10.1007/s11356-017-8628-y	http://dx.doi.org/10.1007/s11356-017-8628-y								28213705					WOS:000399162900080
