PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Chi, XY; Gao, LL; Zhang, YJ; Zhang, XT; Hu, TP				Chi, Xiaoyu; Gao, Lingling; Zhang, Yujuan; Zhang, Xiutang; Hu, Tuoping			Nickel nanocrystals anchored nitrogen-doped carbon derived from eggshell membrane as an efficient catalyst for the electrocatalytic oxidation of urea	APPLIED SURFACE SCIENCE												The urea oxidation is an effective method to treat wastewater containing urea and energy production. Here, an eggshell membrane (ESM) was immersed in a solution of nickel salts to form Ni(II)@ESM, which was freeze-dried and pyrolyzed to prepare the optimal Ni-N@C-400 composite. The Ni-N@C-400 composite is mesoporous network-interlaced structure, in which Ni nanocrystals are anchored on nitrogen-doped carbon. Furthermore, electrochemical tests show that Ni-N@C-400 composite has the current density (j) of 10 mA cm-2 for urea oxidation reaction (UOR) at a potential of 1.37 V vs RHE, and its performance is comparable to those reported in some literatures, which is mainly due to that the mesoporous structure of the composite facilitates the penetration of electrolyte and electron transfer, the presence of pyrrole/pyridine nitrogen in the composite provides active sites for UOR. In addition, the Ni-N@C-400 sample showed a j retention rate of 96% after a long 12 h CA cycling test, which exceeds that of commercial Pt/C, and is mainly attributed to the fact that the Ni nanocrystals are anchored on nitrogen-doped carbon to avoid shedding of the active components. Based on the excellent UOR performance, Ni-N@C-400 composite is expected to be a potential inexpensive UOR electrocatalyst.																			0169-4332	1873-5584				JAN 30	2023	609								155457	10.1016/j.apsusc.2022.155457	http://dx.doi.org/10.1016/j.apsusc.2022.155457		OCT 2022											WOS:000881087300002
J	Sridhar, V; Park, H				Sridhar, Vadahanambi; Park, Hyun			Coordination Polymer Framework-Derived Ni-N-Doped Carbon Nanotubes for Electro-Oxidation of Urea	MATERIALS												Electrochemical oxidation of urea (UOR) is critical in the removal of urea from wastewater and energy conservation and storage. Nickel-based catalysts are widely used for urea-ORR, but in all cases, the nickel must be hybridized with carbon materials to improve its conductivity. In this manuscript, we demonstrate the synthesis of a nickel-decorated carbon nanotube (Ni-NCNT) by simple microwave pyrolysis of Dabco (1,4-diazabicyclo[2.2.2]octane)-based coordination polymer frameworks (CPF). The surface structure, morphology and chemical composition of Ni-NCNT were characterized by Raman spectrum, scanning electron microscopy (SEM), transmission electron microscopy (TEM), X-ray photoelectron spectroscopy and energy-dispersive X-ray spectroscopy (EDS) analysis. SEM studies showed micrometer-long bamboo-shaped CNTs with nickel nanoparticles anchored to the walls and inside the nanotubes. A structural study by TEM and Raman spectra showed that carbon nanotubes are rich in defects due to the presence of nitrogen, and this was confirmed by energy-dispersive X-ray spectroscopy (EDS) maps. When applied as electrocatalysts in urea oxidation reactions (UOR), our newly developed Ni-NCNT shows excellent electrocatalytic activity and stability, making it a versatile catalyst in energy generation and mitigating water contamination.					Sridhar, V/B-4660-2010	Vadahanambi, Sridhar/0000-0003-0543-0125; Vadahanambi, Sridhar/0009-0006-3732-9696; Park, Hyun/0000-0001-5510-3670														1996-1944				MAR	2022	15	6							2048	10.3390/ma15062048	http://dx.doi.org/10.3390/ma15062048								35329497					WOS:000774997700001
J	Fang, ZY; Liang, XL; Lu, LH; Chen, W				Fang, Zhongying; Liang, Xiaolong; Lu, Lehui; Chen, Wei			Oxygen-Containing Anions Promote the Electrocatalytic Activity of Ni(OH)2/NiOOH for The Urea Oxidation	PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION												The electrocatalytic oxidation of urea (EOU) is an important half-reaction in water splitting, urea fuel cells, and urea wastewater treatment. The anions of nickel-based catalysts can be leached severely in the oxidation potential range. Therefore, the influence of anion on the electrocatalytic performance of Ni(OH)(2)/NiOOH for urea oxidation has not been systematically studied. The present experimental results show that the structure reconstruction of catalyst is a complicated process, specifically including deep penetration by alkaline electrolyte, leaching-induced oxidation by phosphorus or sulfur anions, transformation or cracking of the original structure, and formation of an amorphous layer on the surface. The reconstructed NF-NiPx-R or NF-NiSx-R has a three-layer core-shell structure, with a nickel foam skeleton in the innermost layer, an amorphous NiP(x )or NiSx layer in the middle layer, the outermost layer of oxygen-containing anion (POx or SOx) coordinated Ni(OH)(2). In the prepared catalyst, the Ni(OH)(2)/NiOOH redox is the real catalytic species for the urea oxidation. It is found that the oxygen-containing anion can enhance the catalytic performance of the Ni(OH)(2)/NiOOH redox, and POx anion has the best enhancing effect. It is found that the urea molecules are oxidized on the electrocatalyst surface mainly through an indirect pathway.					Liang, Xiaolong/GQI-1099-2022; Chen, Wei/N-1876-2019	Chen, Wei/0000-0001-5700-0114													0934-0866	1521-4117				JAN	2024	41	1								10.1002/ppsc.202300103	http://dx.doi.org/10.1002/ppsc.202300103		SEP 2023											WOS:001060903400001
J	Singh, RK; Rajavelu, K; Montag, M; Schechter, A				Singh, Ramesh K.; Rajavelu, Kalaiyarasi; Montag, Michael; Schechter, Alex			Advances in Catalytic Electrooxidation of Urea: A Review	ENERGY TECHNOLOGY												The urea oxidation reaction (UOR) is technologically important for the development of a renewable energy infrastructure. Urea electrolysis (UE) can be used to produce hydrogen much more cost-effectively than water electrolysis, as it theoretically requires 93% less energy. Urea can also be used as fuel in direct urea fuel cells (DUFCs), instead of H-2, and thus serve as an efficient hydrogen carrier. This review addresses the UOR in neutral, acidic, and alkaline electrolytes, with special emphasis on the latter. Recent developments in Ni-based catalysts for urea oxidation (UO) in alkaline electrolytes are discussed in detail, highlighting proposed reaction mechanisms and intermediates, based on experimental and computational results. Various catalytic designs used to mitigate the UO kinetic barriers, including the use of transition metal oxides and alloys, as well as tailored surface support materials, and discuss their application in UE and DUFCs are presented. The significant challenges impeding advances in urea electrocatalysis, in addition to emerging research areas in this field, are also discussed.					Montag, Michael/AAV-8163-2021; Schechter, Alex/A-7218-2019; Singh, Ramesh Kumar/I-4215-2017	Schechter, Alex/0000-0002-3464-1936; Singh, Ramesh Kumar/0000-0001-5718-8938; Montag, Michael/0000-0001-6700-1727													2194-4288	2194-4296				AUG	2021	9	8							2100017	10.1002/ente.202100017	http://dx.doi.org/10.1002/ente.202100017		JUN 2021											WOS:000656920800001
J	Sari, FNI; Sihotang, SM; Li, SY; Shen, YH; Ting, JM				Sari, Fitri Nur Indah; Sihotang, Stevens Marsaor; Li, Siang-Yun; Shen, Yun-Hwei; Ting, Jyh-Ming			(NiFeCu)3S2@(NiFeCu)O Core-Shelled Heterostructure Having Dual- Anion Vacancies for Stable, High-Efficiency Urea Oxidation Reaction	ACS SUSTAINABLE CHEMISTRY & ENGINEERING												In response to the need of stable high-efficiency electrocatalyst for urea oxidation reaction (UOR), a defect-rich (NiFeCu)3S2@(NiFeCu)O core shelled heterostructure is presented. The core-shelled heterostructure consists of sulfur vacancy (Vs) in the crystalline core and oxygen vacancy (Vo) in the amorphous shell. The Vs enhances the charge transfer, and the Vo contributes to the mass transfer. The unique heterostructure requires only 1.37 and 1.38 V versus reversible hydrogen electrode at 100 and 180 mA cm-2, respectively, and exhibits outstanding cycle stability without potential decay after 12,000 cycles. The structural stability is also contributed by the in situ formation of Cu2O and CuO which was investigated via in situ Raman. The defect-rich (NiFeCu)3S2@(NiFeCu)O core-shelled heterostructure also shows excellent bifunctionality with an electrolyzer cell voltage of 1.47 V at 10 mA cm-2 and 180 h stability. This novel electrocatalyst is highly promising for hydrogen production and also wastewater treatment from urea decomposition.					Ting, Jyh-Ming/AGD-2964-2022; Sari, Fitri/M-7058-2014														2168-0485					JAN 23	2023	11	3					1207	1220		10.1021/acssuschemeng.2c06849	http://dx.doi.org/10.1021/acssuschemeng.2c06849		JAN 2023											WOS:000916245100001
J	Cao, QH; Yuan, YH; Wang, KL; Huang, W; Zhao, YJ; Sun, XJ; Ding, R; Lin, WW; Liu, EH; Gao, P				Cao, Qiuhan; Yuan, Yahui; Wang, Kaili; Huang, Wen; Zhao, Yongjie; Sun, Xiujuan; Ding, Rui; Lin, Weiwei; Liu, Enhui; Gao, Ping			Phase and crystallinity regulations of Ni(OH)2 by vanadium doping boost electrocatalytic urea oxidation reaction	JOURNAL OF COLLOID AND INTERFACE SCIENCE												Direct urea fuel cell (DUFC) and overall urea splitting system have attracted considerable attention as promising choice for energy conversion. Whereas, the anodic half reaction of electrocatalytic urea oxidation reaction (UOR) in these systems awfully limited their practical application due to the complex 6 electron transfer process. Herein, vanadium doped nickel (V-Ni(OH)(2)) with highly efficient electrocatalytic activity toward UOR was developed by a simple coprecipitation method. The introducing of V not only promotes the phase transforming from inactive beta-Ni(OH)(2) to highly active alpha-Ni(OH)(2), but also simultaneously modulates the electron environment of Ni, facilitating high valence species Ni3+ generation in low overpotential, enhancing the electrocatalytic activity potent of each Ni3+ site and speeding up the electrocatalytic reaction. The optimal V-Ni(OH)(2) catalyst exhibits a summit current density of 241 mA cm(-2) at 1.6 V vs. RHE, a Tafel slope of 32.15 mV dec(-1), outperforming beta-Ni(OH)(2) and most catalysts that tested on glassy carbon electrode. Furthermore, the assembled direct urea hydrogen peroxide fuel cell (DUPFC) offers a maximum power density of 13.4 mW cm(-2) at 20 ?. This work provides an example of combing phase-regulation and electron modulation method for effective UOR electrocatalysts design.@2022 Elsevier Inc. All rights reserved.					Ding, Rui/AAC-1446-2019; Sun, Xiujuan/B-1273-2019														0021-9797	1095-7103				JUL 15	2022	618						411	418		10.1016/j.jcis.2022.03.054	http://dx.doi.org/10.1016/j.jcis.2022.03.054		MAR 2022						35364542					WOS:000806639200002
J	Feng, SY; Yang, LJ; Deng, PL; Wang, JL; Xu, RD; Liu, XL; Wang, WB; Tian, XL; Wu, ZF				Feng, Suyang; Yang, Linjing; Deng, Peilin; Wang, Junli; Xu, Ruidong; Liu, Xueliang; Wang, Wenbin; Tian, Xinlong; Wu, Zhifu			Hierarchical self-supported NiSe2/TiN@Ni12P5 on nickel foam for the urea oxidation reaction	INTERNATIONAL JOURNAL OF HYDROGEN ENERGY												The development of high-performance, low-cost, and non-noble metal catalysts for the urea oxidation reaction (UOR) as an alternative to oxygen evolution reaction (OER) has received much attention but remains a huge challenge. In this work, NiSe2/TiN@Ni12P5/NF catalysts with a stalactite structure were prepared by chemical vapor deposition to obtain the integrated electrode Ni12P5/NF on the nickel foam (NF), and subsequently NiSe2/TiN was formed on the Ni12P5/NF surface by the hydrothermal method. The designed catalyst delivers an ultra-low potential of 1.270 Vat 10 mA cm-2, and a Tafel slope of 33.3 mV dec-1 for UOR. Furthermore, the catalyst only shows a 1.7% decrease in potential after an 80-h stability test, which demonstrates its excellent stability. The prepared NiSe2/TiN@Ni12P5/ NF shows a high specific surface area, and the strengthening effect between TiN and NiSe2, endowing the catalyst a high activity and durability. (c) 2022 Hydrogen Energy Publications LLC. Published by Elsevier Ltd. All rights reserved.					yang, linjing/JHT-7421-2023; Deng, Peilin/LGZ-5293-2024; Wang, Junli/I-6562-2013; Tian, Xinlong/C-4239-2018	Tian, Xinlong/0000-0001-8388-5198; Wu, Zhifu/0000-0002-1871-084X													0360-3199	1879-3487				OCT 29	2022	47	87					36814	36822		10.1016/j.ijhydene.2022.08.182	http://dx.doi.org/10.1016/j.ijhydene.2022.08.182		OCT 2022											WOS:000880306800005
J	Hameed, RMA; Medany, SS				Hameed, R. M. Abdel; Medany, Shymaa S.			Enhanced electrocatalytic activity of NiO nanoparticles supported on graphite planes towards urea electro-oxidation in NaOH solution	INTERNATIONAL JOURNAL OF HYDROGEN ENERGY												Nickel oxide nanoparticles are fabricated onto graphite planes [NiO/Gt] by chemical precipitation of Ni(OH)(2) particles with consecutive calcination at 400 degrees C. The formed electrocatalysts are characterized using X-ray diffraction (XRD) and Transmission electron microscopy (TEM). TEM images demonstrate the deposition of NiO nanoparticles on graphite surface through their crystallite lattice fringes with spacing values of 2.45 angstrom (111), 2.10 angstrom (200) and 1.48 angstrom (220). The electrocatalytic activity of NiO/Gt electrocatalyst is examined towards urea electro-oxidation in NaOH solution using cyclic voltammetry, chronoamperometry and electrochemical impedance spectroscopy. Urea oxidation peak current density is observed at NiO/Gt electrocatalyst containing 15 wt% NiO [NiO/Gt-15] at a potential value of +640 mV (Ag/AgC1) with a current density value of 17.63 mA cm(-2). The loading amount of NiO in the prepared electrocatalyst significantly affects its electrocatalytic performance. NiO/Gt-15 exhibits the highest urea oxidation current density with the desired stability. The lower Tafel slope, charge transfer resistance and the higher exchange current density and diffusion coefficient values of urea molecules at NiO/Gt-15 surface elect its application as a promising electrocatalyst material during urea oxidation reaction in fuel cells. (C) 2017 Hydrogen Energy Publications LLC. Published by Elsevier Ltd. All rights reserved.					Medany, Shymaa S./GPS-9238-2022	Medany, Shymaa S./0000-0002-7367-671X													0360-3199	1879-3487				SEP 21	2017	42	38					24117	24130		10.1016/j.ijhydene.2017.07.236	http://dx.doi.org/10.1016/j.ijhydene.2017.07.236													WOS:000412612300017
J	Li, M; Wu, XD; Liu, K; Zhang, YF; Jiang, XC; Sun, DM; Tang, YW; Huang, K; Fu, GT				Li, Meng; Wu, Xiaodong; Liu, Kun; Zhang, Yifan; Jiang, Xuechun; Sun, Dongmei; Tang, Yawen; Huang, Kai; Fu, Gengtao			Nitrogen vacancies enriched Ce-doped Ni3N hierarchical nanosheets triggering highly-efficient urea oxidation reaction in urea-assisted energy-saving electrolysis	JOURNAL OF ENERGY CHEMISTRY												Urea oxidation reaction (UOR), which has favorable thermodynamic energy barriers compared with oxygen evolution reaction (OER), can provide more cost-effective electrons for the renewable energy systems, but is trapped by its sluggish UOR kinetics and intricate reaction intermediates formation/desorption process. Herein, we report a novel and effective electrocatalyst consisting of carbon cloth supported nitrogen vacancies-enriched Ce-doped Ni3N hierarchical nanosheets (Ce-Ni3N@CC) to optimize the flat-footed UOR kinetics, especially the stiff rate-determine CO2 desorption step of UOR. Upon the introduction of valance state variable Ce, the resultant nitrogen vacancies enriched Ce-Ni3N@CC exhibits an enhanced UOR performance where the operation voltage requires only 1.31 V to deliver the current density of 10 mA cm(-2), which is superior to that of Ni3N@CC catalyst (1.36 V) and other counterparts. Density functional theory (DFT) results demonstrate that the incorporation of Ce in Ni3N lowers the formation energy of nitrogen vacancies, resulting in rich nitrogen vacancies in Ce-Ni3N@CC. Moreover, the nitrogen vacancies together with Ce doping optimize the local charge distribution around Ni sites, and balance the adsorption energy of CO2 in the rate-determining step (RDS), as well as affect the initial adsorption structure of urea, leading to the superior UOR catalytic performance of Ce-Ni3N@CC. When integrating the Ce-Ni3N catalyst in UOR//HER and UOR//CO2R flow electrolyzer, both of them perform well with low operation voltage and robust long-term stability, proofing that the thermodynamically favorable UOR can act as a suitable substitute anodic reaction compared with that of OER. Our findings here not only provide a novel UOR catalyst but also offer a promising design strategy for the future development of energy-related devices. (C) 2022 Science Press and Dalian Institute of Chemical Physics, Chinese Academy of Sciences. Published by ELSEVIER B.V. and Science Press. All rights reserved.					Huang, Kai/AAO-7709-2021; Wu, Xiaodong/KCY-1170-2024; Fu, Gengtao/C-5977-2013; Li, Meng/JLL-8358-2023	Wu, Xiaodong/0000-0001-9703-0326; Fu, Gengtao/0000-0003-0411-645X; Li, Meng/0009-0009-5040-9262													2095-4956					JUN	2022	69						506	515		10.1016/j.jechem.2022.01.031	http://dx.doi.org/10.1016/j.jechem.2022.01.031		MAR 2022											WOS:000813929300013
J	Zhang, Q; Sun, MS; Yao, MQ; Zhu, J; Yang, SD; Chen, L; Sun, BL; Zhang, JC; Hu, WC; Zhao, P				Zhang, Qian; Sun, Maosong; Yao, Mengqi; Zhu, Jie; Yang, Sudong; Chen, Lin; Sun, Baolong; Zhang, Jicai; Hu, Wencheng; Zhao, Peng			Interfacial engineering of an FeOOH@Co3O4 heterojunction for efficient overall water splitting and electrocatalytic urea oxidation	JOURNAL OF COLLOID AND INTERFACE SCIENCE												Constructing heterostructure is an efficient method to provide more active sites and optimize electronic structure for improving the oxygen evolution reaction (OER) and urea oxidation reaction (UOR) performance. Herein, the 3D FeOOH@Co3O4 heterostructure was constructed using FeOOH layer (10-20 nm) coated on the surface of Co(3)O(4 )nanoneedles through the strong hydrolysis of Fe3+. The FeOOH@Co3O4 heterostructure not only retains the nanoneedle structure with open frameworks, but also improves the specific surface area and expedites the charge transfer. The FeOOH@Co3O4-240 heterostructure affords a remarkable OER performance with low overpotential of 228 mV at 10 mA center dot cm(-2) in 1 M KOH solution. The symmetrical urea electrolyzer using FeOOH@Co3O4-240 as both anode and cathode delivers 10 mA/cm(2) at 1.43 V. Density functional theory (DFT) calculations unveil that the FeOOH@Co3O4-240 heterostructure could adjust the electronic structure and strengthen the conductivity. This work offered a facile strategy for designing heterojunction catalysts in an economic way. (C) 2022 Elsevier Inc. All rights reserved.					Zhang, Jicai/E-9176-2012; YAO, MENGQI/V-1248-2019	zhang, qian/0009-0006-1619-928X													0021-9797	1095-7103				OCT	2022	623						617	626		10.1016/j.jcis.2022.05.070	http://dx.doi.org/10.1016/j.jcis.2022.05.070		MAY 2022						35598488					WOS:000805103000001
J	Hopsort, G; Do Carmo, DP; Latapie, L; Loubière, K; Serrano, KG; Tzedakis, T				Hopsort, Guillaume; Do Carmo, Diana Pereira; Latapie, Laure; Loubiere, Karine; Serrano, Karine Groenen; Tzedakis, Theodore			Progress toward a better understanding of the urea oxidation by electromediation of Ni<SUP>(III)</SUP>/Ni<SUP>(II)</SUP> system in alkaline media	ELECTROCHIMICA ACTA												Current treatments of wastewater containing urea are energy intensive and release significant quantities of gaseous nitrous oxide. The anodic oxidation of urea by electromediation of Ni-(III)/Ni-(II) system in alkaline media is a promising alternative: the nitrogenous pollution is decreased while producing hydrogen at the cathode. Firstly, this study aims to deeply investigate the phenomena occurring at the interface, between electrode and electrolyte, in particular by proposing an original methodology enabling to separately study both steps,i.e. the Ni-(II) electro-oxidation and the subsequent indirect heterogeneous urea oxidation. Indeed, the variation the potential scan rate, enables (i) to study the effect of the operating parameters (concentration, temperature, angular velocity of a rotating disk electrode) on the rate of each mechanism step, and to (ii) determine key parameters of the overall process (activation energy, diffusion coefficient, anodic charge transfer coefficient and heterogeneous electron transfer rate constant). In a second time, results of urea electrolysis exhibiting high (similar to 80%) urea conversions, carried out at laboratory scale (1.4 g of urea) are discussed. The effect of some operating parameters (alkalinity, temperature, presence of an anionic separator or not) is examined, thanks to a set of analytical methods developed to establish complete mass balances of the products on the liquid phase. Cyanate, ammonium, carbonate and nitrite ions are identified to represent more than 80 % of the destroyed urea. Their respective quantities appear to be dependent of the operating conditions. This study constitutes an essential preliminary step before designing urea electrochemical process operating at larger scale.					Serrano, Karine/IZD-9781-2023; Hopsort, Guillaume/IUN-1721-2023; Groenen Serrano, Karine/O-9974-2016	Laure, Latapie/0009-0008-9640-6211; Hopsort, Guillaume/0000-0002-5619-9667; Loubiere, Karine/0000-0001-6245-2844; Groenen Serrano, Karine/0000-0002-1423-6159; Tzedakis, Theo/0000-0002-9222-4487													0013-4686	1873-3859				FEB 20	2023	442								141898	10.1016/j.electacta.2023.141898	http://dx.doi.org/10.1016/j.electacta.2023.141898		JAN 2023											WOS:000963166800001
J	Xu, XJ; Xu, LL; Wei, XT; Huang, MH; Toghan, A				Xu, Xiujuan; Xu, Liangliang; Wei, Xiaotong; Huang, Minghua; Toghan, Arafat			Unravelling the mechanistic pathway of the Ni5P4/NiSe heterojunction for catalyzing the urea-rich water oxidation	MATERIALS TODAY PHYSICS												Designing cost-effective and high-active urea oxidation reaction (UOR) catalysts through interface engineering is highly imperative for the hydrogen economy. Unfortunately, the majority of reported studies focus on empirical exploration and seldom elucidate the modulation principle of interface engineering on the electronic structure for optimizing the catalytic UOR activity, hindering the rational construction of high-performance catalysts. In response, the Ni5P4/NiSe nanoplates with abundant interfaces are experimentally fabricated on the macroporous Ni foam substrate. The density functional theory (DFT) predictions decipher accelerated charge transmission at the Ni5P4/NiSe interfacial area, accompanied by the formation of a moderate d-band center. Subsequently, the dehydrogenation dynamics of the Ni5P4/NiSe heterojunction is effectively improved during the stepwise UOR process. As expected, the elaborate Ni5P4/NiSe exhibits outstanding UOR activity under tough environments (6.0 M KOH with urine or 0.5 M urea), further corroborating its prospects as excellent UOR catalysts for industrial applications.					Toghan, Arafat/ABC-5724-2022	Toghan, Arafat/0000-0002-1423-1147													2542-5293					AUG	2023	36								101148	10.1016/j.mtphys.2023.101148	http://dx.doi.org/10.1016/j.mtphys.2023.101148		JUN 2023											WOS:001032675600001
J	Wei, LT; Zhang, L; Li, LB; Su, JZ				Wei, Liting; Zhang, Lei; Li, Lubing; Su, Jinzhan			Tuning built-in potential of NiP/NiFe LDH p-n junction towards efficient electrocatalytic water and urea oxidation	INTERNATIONAL JOURNAL OF HYDROGEN ENERGY												Oxygen evolution reaction (OER) and urea oxidation reaction (UOR) are critical half-reactions to realize sustainable hydrogen production. However, the sluggish dynamics derived from the multi-electron pathways necessitate the exploration for efficient catalysts. Herein, a p-n junction nanorod array composed of Mo doped NiP nanorod and ultrathin NiFe LDH nanosheets (NiMoP/NiFe LDH) is proposed to regulate charge distribution of interface for triggering decomposition of water and urea. The p-n junction with a powerful built-in potential (EBI) E BI ) of 1.2 V at the interface facilitates the adsorption and fracture of chemical group in water and urea molecules. Consequently, the heterostructured electrode demonstrates exceptional electrochemical performance with ultralow potentials of 1.43 and 1.33 V (vs. RHE) at 10 mA cm- 2 for OER and UOR, respectively. The overall urea electrolysis driven by NiMoP/NiFe LDH needs only 1.51 V to deliver 100 mA cm-- 2 . This work demonstrates a promising strategy to regulate the E BI of semiconductor heterostructure for energy conversion and sewage treatment.					Su, Jinzhan/E-9997-2013	Su, Jinzhan/0000-0003-1757-4900													0360-3199	1879-3487				SEP 11	2024	82						64	72		10.1016/j.ijhydene.2024.07.370	http://dx.doi.org/10.1016/j.ijhydene.2024.07.370		JUL 2024											WOS:001288855800001
J	Zhou, SL; Shi, Y; Dai, Y; Zhan, TR; Lai, JP; Wang, L				Zhou, Shuanglong; Shi, Yue; Dai, Yu; Zhan, Tianrong; Lai, Jianping; Wang, Lei			Continuous-flow electrosynthesis of urea and oxalic acid by CO2-nitrate reduction and glycerol oxidation	CHINESE JOURNAL OF CATALYSIS												Urea and oxalic acid are critical component in various chemical manufacturing industries. However, achieving simultaneous generation of urea and oxalic acid in a continuous-flow electrolyzer is a challenge. Herein, we report a continuous-flow electrolyzer equipped with 9-square centimeter-effective area gas diffusion electrodes (GDE) which can simultaneously catalyze the glycerol oxidation reaction in the anode region and the reduction reaction of CO2 and nitrate in the cathode region, producing oxalic acid and urea at both the anode and cathode, respectively. The current density at low cell voltage (0.9 V) remained above 18.7 mA cm-2 for 10 consecutive electrolysis cycles (120 h in total), and the Faraday efficiency of oxalic acid (67.1%) and urea (70.9%) did not decay. Experimental and theoretical studies show that in terms of the formation of C-N bond at the cathode, Pd-sites can provide protons for the hydrogenation process of CO2 and NO3-, Cu-sites can promote the generation of *COOH and Bi-sites can stabilize *COOH. In addition, in terms of glycerol oxidation, the introduction of Cu and Bi into Pd metallene promotes the oxidation of hydroxyl groups and the cleavage of C-C bond in glycerol molecules, respectively. Published by Elsevier B.V. All rights reserved.					Wang, Lei/B-2342-2019; Lai, Jianping/E-3583-2015; Zhan, Tianrong/IAO-8402-2023														0253-9837	1872-2067				AUG	2024	63						270	281		10.1016/S1872-2067(24)60085-9	http://dx.doi.org/10.1016/S1872-2067(24)60085-9		AUG 2024											WOS:001301490700001
J	Li, JX; Du, XQ; Zhang, XS; Wang, ZP				Li, Jiaxin; Du, Xiaoqiang; Zhang, Xiaoshuang; Wang, Zhipeng			Fe7Se8@Fe2O3 heterostructure nanosheets as bifunctional electrocatalyst for urea electrolysis	INTERNATIONAL JOURNAL OF HYDROGEN ENERGY												Water electrolysis for producing hydrogen is considered to be the most feasible means to develop new green energy. Compared with above, urea electrolysis can improve energy conversion efficiency by introducing urea, and can also be used for purification of waste-water rich in urea. In this paper, a bifunctional electrocatalyst with heterostructure, namely Fe7Se8@Fe2O3 nanosheets supported on nickel foam, were synthesized for the first time through typical hydrothermal and partial oxidation processes. Iron cation promotes electron transfer and adjusts electron structure under the synergistic action of selenium and oxygen anion, thus achieving excellent catalytic activity of urea electrolysis. In an alkaline solution of 1 M KOH with 0.5 M urea, the Fe7Se8@Fe2O3/NF catalyst can drive the current density of 10 mA cm(-2) with requiring only potential of 1.313 V and overpotential of 141 mV for urea oxidation reaction (UOR) and hydrogen evolution reaction (HER), respectively. What is noteworthy is that Fe7Se8@Fe2O3/NF heterostructure is used as bifunctional electrocatalyst to form urea electrolyzer device, which only needs potential of 1.55 V to drive current density of 10 mA cm(-2), which is one of the best catalytic activities reported so far, and the electrode couple showed remarkable stability for 15 h. Density functional theory shows that the Fe7Se8@Fe2O3/NF material exhibits the minimum Gibbs free energy for the adsorption of hydrogen. This work provides a new method for exploring novel and environmentally friendly bifunctional electrocatalysts for urea electrolysis. (c) 2022 Hydrogen Energy Publications LLC. Published by Elsevier Ltd. All rights reserved.					Li, Jiaxin/ABA-8425-2021; Wang, Zhipeng/GWM-8211-2022														0360-3199	1879-3487				OCT 1	2022	47	83					35203	35214		10.1016/j.ijhydene.2022.08.099	http://dx.doi.org/10.1016/j.ijhydene.2022.08.099		OCT 2022											WOS:000884348100008
J	Li, RP; Li, YQ; Yang, PX; Ren, PH; Wang, D; Lu, XY; Zhang, HL; Zhang, ZF; Yan, PF; Zhang, JQ; An, MZ; Wang, B; Liu, HK; Dou, SX				Li, Ruopeng; Li, Yaqiang; Yang, Peixia; Ren, Penghui; Wang, Dan; Lu, Xiangyu; Zhang, Huiling; Zhang, Zhengfeng; Yan, Pengfei; Zhang, Jinqiu; An, Maozhong; Wang, Bo; Liu, Huakun; Dou, Shixue			Key Roles of Interfacial OH<SUP>-</SUP> ion Distribution on Proton Coupled Electron Transfer Kinetics Toward Urea Oxidation Reaction	SMALL												Enhancing alkaline urea oxidation reaction (UOR) activity is essential to upgrade renewable electrolysis systems. As a core step of UOR, proton-coupled electron transfer (PCET) determines the overall performance, and accelerating its kinetic remains a challenge. In this work, a newly raised electrocatalyst of NiCoMoCuOxHy with derived multi-metal co-doping (oxy)hydroxide species during electrochemical oxidation states is reported, which ensures considerable alkaline UOR activity (10/500 mA cm(-2) at 1.32/1.52 V vs RHE, respectively). Impressively, comprehensive studies elucidate the correlation between the electrode-electrolyte interfacial microenvironment and the electrocatalytic urea oxidation behavior. Specifically, NiCoMoCuOxHy featured with dendritic nanostructure creates a strengthened electric field distribution. This structural factor prompts the local OH- enrichment in electrical double layer (EDL), so that the dehydrogenative oxidation of the catalyst is directly reinforced to facilitate the subsequent PCET kinetics of nucleophilic urea, resulting in high UOR performance. In practical utilization, NiCoMoCuOxHy-driven UOR coupled cathodic hydrogen evolution reaction (HER) and carbon dioxide reduction reaction (CO2RR), and harvested high value-added products of H-2 and C2H4, respectively. This work clarifies a novel mechanism to improve electrocatalytic UOR performance through structure-induced interfacial microenvironment modulation.					lu, xiangyu/GWV-0402-2022; Chen, Xin/JDN-2017-2023; Li, Yaqiang/JDW-6591-2023; Wang, Bo/LIG-5404-2024; Wen, Jing/KCL-6614-2024; Dou, Shi Xue/D-5179-2012; ZHANG, hui jie/HTN-1690-2023; Ren, Penghui/GXF-1278-2022														1613-6810	1613-6829				JUL	2023	19	30								10.1002/smll.202302151	http://dx.doi.org/10.1002/smll.202302151		MAY 2023						37191229					WOS:000987148200001
