PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Ghanbarlou, RM; Shirdel, SA; Jafarian, V; Khalifeh, K				Ghanbarlou, Roghayeh Mohammadi; Shirdel, Seyedeh Akram; Jafarian, Vahab; Khalifeh, Khosrow			Molecular mechanisms governing the evolutionary conservation of Glycine in the 6th position of loops III and IV in photoprotein mnemiopsin 2	JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY												Photoproteins in their functional form are complexed noncovalently with 2-hydroperoxycoelenterazine. A conformational change upon coordination of Ca+2 ions with their EF-hand loops leads to oxidation of substrate and emission of light. In all photoproteins, EF-hand loops I, III and IV have standard sequence for binding to Ca+2 ion, however the second one is not able for Ca+2 coordination. Sequence analysis of Mnemiopsin 2 and other known photoproteins shows that Glutamate (Glu) is occurred in the 6th position of its first EF-hand loop, but this position in other loops of mnemiopsin 2 and all functional loops of other photoproteins is occupied by Glycine (Gly). Here we designed and made single and double mutants where Gly residue at the 6th positions of loops III and IV of mnemiopsin 2 was replaced with Glu. According to the activity measurements, wild-type (WT) and G142E variants have more initial luminescence intensity than G176E and double mutants; while WT and G176E have higher values of half decay time when compared with G142E and double mutants. According to the isothermal denaturation experiments, all protein variants are structurally more stable than WT mnemiopsin 2 and that the stabilizing effects of single mutants are paired resulting in more stability of double mutant against urea denaturation. We concluded that simultaneous occurrence of Gly in the 6th position of loops III and IV is essential for evolutionary adjustment of initial intensity and decay rate of luminescence emission via affecting the interaction of the core structure of photoprotein with coelenteramide and binding affinity of Ca+2 to the corresponding loops, respectively.					jafarian, vahab/V-2078-2019; khalifeh, khosrow/N-4400-2018	Jafarian, vahab/0000-0002-8396-3894; khalifeh, khosrow/0000-0003-1758-0745; Shirdel, Akram/0000-0002-3820-8953													1011-1344	1873-2682				OCT	2018	187						18	24		10.1016/j.jphotobiol.2018.08.002	http://dx.doi.org/10.1016/j.jphotobiol.2018.08.002													WOS:000447110500003
J	Tao, SB; Guo, F; Ren, Q; Liu, J; Wei, TT; Li, LZ; Ma, L; Fu, P				Tao, Sibei; Guo, Fan; Ren, Qian; Liu, Jing; Wei, Tiantian; Li, Lingzhi; Ma, Liang; Fu, Ping			Activation of aryl hydrocarbon receptor by 6-formylindolo[3,2-b]carbazole alleviated acute kidney injury by repressing inflammation and apoptosis	JOURNAL OF CELLULAR AND MOLECULAR MEDICINE												Acute kidney injury (AKI) is a multifactorial disease of various aetiologies. Aryl hydrocarbon receptor (AhR) is a ligand-activated transcription factor that responds to ligands to induce or repress gene expressions, thereby regulating a diverse spectrum of biological or pathophysiologic effects. However, the effect of AhR on AKI remains unknown. A single intraperitoneal injection of 50% glycerol was performed to induce rhabdomyolysis in C57BL/6J mice. The bilateral renal pedicles were occluded for 30 minutes and then removed to stimulate renal I/R injury. 6-formylindolo[3,2-b]carbazole (FICZ), a photo-oxidation product of tryptophan with a high affinity for AhR, was used. The in vitro study was performed on HK-2 cells. Ferrous myoglobin and FICZ was dissolved in the medium in different cell groups. Treatment with AhR agonist FICZ significantly alleviated the elevation of serum creatinine and urea in AKI. AKI modelling-induced renal damage was attenuated by FICZ. AhR mainly expressed in proximal tubular cells and could be activated by FICZ administration. Meanwhile, AKI triggered the production of pro-inflammatory cytokines in injured kidneys, while FICZ inhibited their expressions. Furthermore, FICZ effectively reversed cell apoptosis in AKI models. Mechanistically, AKI stimulated the activation of NF-kappa B and JNK pathways in the kidneys, while FICZ significantly suppressed these corresponding protein expressions. For the in vitro study, FICZ also inhibited inflammation and apoptosis in myoglobin or H/R-stimulated HK-2 cells. In summary, agonism of AhR by FICZ alleviated rhabdomyolysis and I/R-induced AKI. FICZ inhibited inflammation and apoptosis via suppressing NF-kappa B and JNK pathways in proximal tubular cells.					Li, Lingzhi/K-9055-2016; guo, fan/HGA-0720-2022; Wei, tiantian/HOC-9486-2023; Ma, Liang/AGS-5714-2022	Ma, Liang/0000-0001-8327-7969													1582-1838	1582-4934				JAN	2021	25	2					1035	1047		10.1111/jcmm.16168	http://dx.doi.org/10.1111/jcmm.16168		DEC 2020						33280241					WOS:000595797700001
J	Kalayci, R; Bingül, I; Soluk-Tekkesin, M; Olgaç, V; Bekpinar, S; Uysal, M				Kalayci, Rivaze; Bingul, Ilknur; Soluk-Tekkesin, Merva; Olgac, Vakur; Bekpinar, Seldag; Uysal, Mujdat			The effect of glycine on oxidative stress, inflammation and renin-angiotensin system in kidneys and aorta of cyclosporine-administered rats	DRUG AND CHEMICAL TOXICOLOGY												Cyclosporine A (CsA) is an immunosuppressive drug, used in organ transplantations. Oxidative stress, inflammation and renin-angiotensin system (RAS) activation play an important role in CsA-toxicity. Glycine (Gly) has antioxidant and anti-inflammatory effects. In this study, Gly was investigated for its protective role against CsA-induced toxicity. CsA (20 mg/kg/day; subcutaneously) was administered to rats along with Gly injection (250 or 1000 mg/kg; intraperitoneally) for 21 days. Renal function markers [serum urea and creatinine and urinary protein and kidney injury molecule levels and creatinine clearance values] together with histopathological examinations were performed. Oxidative stress (reactive oxygen species, thiobarbutiric acid reactive substances, advanced oxidation products of protein, glutathione, ferric reducing anti-oxidant power and 4-hydroxynonenal levels), and inflammation (myeloperoxidase activity) were determined in kidney tissue. The RAS system [angiotensin II (Ang II) levels, and mRNA expressions of angiotensin converting enzyme (ACE), angiotensin II type-I receptor (AT1R)] and NADPH-oxidase 4 (NOX4) were measured in kidney and aorta. CsA caused significant disturbances in renal function markers, increases in oxidative stress and inflammation parameters and renal damage. Serum angiotensin II levels and mRNA expressions of ACE, AT1R and NOX4 elevated in the aorta and kidney of CsA-rats. Gly, especially its high-dose, alleviated renal function markers, oxidative stress, inflammation and renal damage in CsA-rats. Moreover, serum Ang II levels and mRNA expressions of ACE, AT1R and NOX4 decreased significantly in aorta and kidney in CsA-rats due to Gly treatment. Our results indicate that Gly may be useful for the prevention of CsA-induced renal and vascular toxicity.					Soluk-Tekkesin, Merva/AAA-2126-2020; Bingul, Ilknur/AAD-9926-2020; Kalayci, Rivaze/K-6330-2018	Olgac, Vakur/0000-0003-0497-0314; Soluk Tekkesin, Merva/0000-0002-7178-3335; Kalayci, Rivaze/0000-0002-7061-4863													0148-0545	1525-6014				JUL 3	2024	47	4					473	482		10.1080/01480545.2023.2219036	http://dx.doi.org/10.1080/01480545.2023.2219036		JUN 2023						37338155					WOS:001009966300001
J	Stejskal, K; Jeff, OD; Matzinger, M; Dürnberger, G; Boychenko, A; Jacobs, P; Mechtler, K				Stejskal, Karel; Jeff, Op de Beeck; Matzinger, Manuel; Durnberger, Gerhard; Boychenko, Alexander; Jacobs, Paul; Mechtler, Karl			Deep Proteome Profiling with Reduced Carryover Using Superficially Porous Microfabricated nanoLC Columns	ANALYTICAL CHEMISTRY												In the field of liquid chromatography-mass spectrometry (LC-MS)-based proteomics, increases in the sampling depth and proteome coverage have mainly been accomplished by rapid advances in mass spectrometer technology. The comprehensiveness and quality of the data that can be generated do, however, also depend on the performance provided by nano-liquid chromatography (nanoLC) separations. Proper selection of reversed-phase separation columns can be important to provide the MS instrument with peptides at the highest possible concentration and separated at the highest possible resolution. In the current contribution, we evaluate the use of the prototype generation 2 mu PAC nanoLC columns, which use C18-function-alized superficially porous micropillars as a stationary phase. When compared to traditionally used fully porous silica stationary phases, more precursors could be characterized when performing single shot data-dependent LC-MS/MS analyses of a human cell line tryptic digest. Up to 30% more protein groups and 60% more unique peptides were identified for short gradients (10 min) and limited sample amounts (10-100 ng of cell lysate digest). With LC-MS gradient times of 10, 60, 120, and 180 min, respectively, we identified 2252, 6513, 7382, and 8174 protein groups with 25, 500, 1000, and 2000 ng of the sample loaded on the column. Reduction of sample carryover to the next run (up to 2 to 3%) and decreased levels of methionine oxidation (up to 3-fold) were identified as additional figures of merit. When analyzing a disuccinimidyl dibutyric urea-crosslinked synthetic library, 29 to 59 more unique crosslinked peptides could be identified at an experimentally validated false discovery rate of 1-2%.					Boichenko, Alexander/B-2549-2016; Mechtler, Karl/AAF-2717-2019; Boychenko, Alexander/E-5671-2010	Op de Beeck, Jeff/0000-0003-4529-3276; Matzinger, Manuel/0000-0002-9765-7951; Mechtler, Karl/0000-0002-3392-9946; Boychenko, Alexander/0000-0003-1765-170X													0003-2700	1520-6882				NOV 22	2022	94	46					15930	15938		10.1021/acs.analchem.2c01196	http://dx.doi.org/10.1021/acs.analchem.2c01196		NOV 2022						36356180					WOS:000885495500001
J	Banerjee, S; Chaturvedi, CM				Banerjee, Somanshu; Chaturvedi, Chandra Mohini			Migratory preparation associated alterations in pectoralis muscle biochemistry and proteome in Palearctic-Indian emberizid migratory finch, red-headed bunting, Emberiza bruniceps	COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY D-GENOMICS & PROTEOMICS												Avian migration is an exceptionally high-energy-demanding process, which is met by the accumulation and utilization of fuel stores as well as the alterations in muscle physiology prior to their flight. Pre-migratory fattening coupled with changes in flight muscle metabolic enzymes and proteome is required to provide the necessary fuel and muscle performance required for migration. We studied how the serum metabolites (urea, uric acid, and creatinine), pectoralis muscle metabolites (glycogen, glucose, and cholesterol), muscle metabolic enzymes (CPT, HOAD, CS, MDH, CCO, CK, LDH, PFK, MLPL, and PK), liver lipogenic enzyme (FAS), and pectoralis muscle proteins get altered in pre-migratory and non-migratory buntings. Significantly increased pectoralis muscle fatty add oxidation (CPT and HOAD activity), aerobic/anaerobic capacity (CS, CCO, and MDH activity), glycolytic capacity (PFK and PK activity), lipolysis (muscle LPL), and burst power (CK activity) were observed prior to the spring migration in pre-migratory buntings, whereas significantly increased pectoralis muscle anaerobic capacity (LDH activity) was observed in non-migratory buntings. Significant increase in the liver FAS showed profound lipogenesis prior to the spring migration. In this study, we have also investigated whether muscle has differential protein content during the pre-migratory and non-migratory phases of the annual migratory cycle. Twenty-nine proteins are identified and well characterized varying in expression significantly during the pre-migratory and non-migratory phases. These findings indicate that significant pre-migratory fattening and alterations in flight (pectoralis) muscle biochemistry and proteome in between the non- and pre-migratory phases may play a significant role in pre-migratory flight muscle preparation in these long-route migrants. (C) 2015 Elsevier Inc. All rights reserved.						BANERJEE, SOMANSHU/0000-0002-8043-2457													1744-117X	1878-0407				MAR	2016	17						9	25		10.1016/j.cbd.2015.11.001	http://dx.doi.org/10.1016/j.cbd.2015.11.001								26656601					WOS:000370894500002
J	El-Ashmawy, IM; Bayad, AE				El-Ashmawy, Ibrahim M.; Bayad, Aida E.			Folic Acid and Grape Seed Extract Prevent Azathioprine-induced Fetal Malformations and Renal Toxicity in Rats	PHYTOTHERAPY RESEARCH												Azathioprine (AZA) is an important drug commonly used in the therapy of the autoimmune system disorders. It induces many hazard effects that restrict its use. The present study was designed to investigate the influence of AZA on the fetal development and renal function and its co-administration with either folic acid (FA) or grape seed extract (GSE). The effects of administration of GSE or FA on AZA toxicity by gavage simultaneously for 4 weeks were studied by determining the changes in kidney histology, the glutathione level (GSH), and lipid per oxidation content as malondialdehyde in the kidney tissue. Additionally, their effects on the fetal development were investigated. Azathioprine induced a renal damage as indicated from the pronounced changes in histological structure, a significant increase in serum urea and creatinine, and malondialdehyde content in the kidney tissue. Meanwhile, the GSH activity was significantly decreased. Co-treatment with GSE significantly minimized the previously mentioned hazard effects of AZA by ameliorating the antioxidant activity. At this point, FA induced a nonsignificant protective activity. The results also revealed that administration of FA or GSE at 6th to 15th day of gestation did not altered fetal development. While, AZA administration clearly disturbed fetal development as indicated from a significant decrease in fetal weights. Furthermore, co-administration of both drugs significantly minimized similarly the hazards of AZA on the fetal development. It may be concluded that GSE and FA are a useful remedies. Maternal administrations of either both are protective agents against AZA-induced fetal malformations. Grape seed extract was more active than FA in potentiating the antioxidative defenses for controlling AZA-induced oxidative renal damages. Copyright (C) 2016 John Wiley & Sons, Ltd.						el-ashmawy, ibrahim/0000-0002-7723-0387													0951-418X	1099-1573				DEC	2016	30	12					2027	2035		10.1002/ptr.5709	http://dx.doi.org/10.1002/ptr.5709								27561814					WOS:000389204700013
J	Göbel, G; Beltran, ML; Mundhenk, J; Heinlein, T; Schneider, J; Lisdat, F				Goebel, Gero; Beltran, Matias Lara; Mundhenk, Jennifer; Heinlein, Thorsten; Schneider, Joerg; Lisdat, Fred			Operation of a carbon nanotube-based glucose/oxygen biofuel cell in human body liquids-Performance factors and characteristics	ELECTROCHIMICA ACTA												The performance of an enzymatic biofuel cell in physiological media depends not only on the electrode architecture but is also influenced by substances in these media which can be directly oxidized or reduced at the anode and/or cathode or have an impact on the biocatalytic processes. For the anode construction carbon nanotubes are modified with a polyaniline film onto which pyrroloquinoline quinone dependent glucose dehydrogenase (PQQ-GDH) from Acinetobacter calcoaceticus is covalently coupled. The cathode is based on bilirubin oxidase (BOD) from Myrothecium verrucaria which is coupled to a PQQ-modified carbon nanotube electrode. The resulting biofuel cell achieves power maxima of more than 100 mu W/cm(2). Galvanodynamic performance measurements in urine and saliva show a significant loss of the maximum power density compared to an EBFC in 5 mM glucose containing buffer. The EBFC achieves 12% in urine and 18% in saliva. The initial open cell potential of about 710 mV for the EBFC is reduced to 400 mV in urine and to 665 mV in saliva. To elucidate the effect of potential interfering substances in the real media the individual electrodes are investigated by cyclic voltammetry in human urine and saliva and also in the presence of urea, uric acid and ascorbic acid. Reasons for the low power output in the both body liquids are the very low glucose concentrations. In urine the cell potential is significantly decreased because of the strong influence of an oxidation process at the cathode. The low anode performance in saliva can be attributed to the diminished biochemical catalysis. (C) 2016 Elsevier Ltd. All rights reserved.					Schneider, Jörg/C-6308-2013														0013-4686	1873-3859				NOV 10	2016	218						278	284		10.1016/j.electacta.2016.09.128	http://dx.doi.org/10.1016/j.electacta.2016.09.128													WOS:000385840100034
J	Sugimoto, Y; Kawai, S; Kitazumi, Y; Shirai, O; Kano, K				Sugimoto, Yu; Kawai, Shota; Kitazumi, Yuki; Shirai, Osamu; Kano, Kenji			Function of C-terminal hydrophobic region in fructose dehydrogenase	ELECTROCHIMICA ACTA												Fructose dehydrogenase (FDH) catalyzes oxidation of D-fructose into 2-keto-D-fructose and is one of the enzymes allowing a direct electron transfer (DET)-type bioelectrocatalysis. FDH is a heterotrimeric membrane-bound enzyme (subunit I, II, and III) and subunit II has a C terminal hydrophobic region (CHR), which was expected to play a role in anchoring to membranes from the amino acid sequence. We have constructed a mutated FDH lacking of CHR (DchrFDH). Contrary to the expected function of CHR, DchrFDH is expressed in the membrane fraction, and subunit I/III subcomplex (DcFDH) is also expressed in a similar activity level but in the soluble fraction. In addition, the enzyme activity of the purified DchrFDH is about one twentieth of the native FDH. These results indicate that CHR is concerned with the binding between subunit I(/III) and subunit II and then with the enzyme activity. DchrFDH has clear DET activity that is larger than that expected from the solution activity, and the characteristics of the catalytic wave of DchrFDH are very similar to those of FDH. The deletion of CHR seems to increase the amounts of the enzyme with the proper orientation for the DET reaction at electrode surfaces. Gel filtration chromatography coupled with urea treatment shows that the binding in DchrFDH is stronger than that in FDH. It can be considered that the rigid binding between subunit I(/III) and II without CHR results in a conformation different from the native one, which leads to the decrease in the enzyme activity in solution. (C) 2015 Elsevier Ltd. All rights reserved.						Kitazumi, Yuki/0000-0001-6171-6457													0013-4686	1873-3859				SEP 10	2015	176						976	981		10.1016/j.electacta.2015.07.142	http://dx.doi.org/10.1016/j.electacta.2015.07.142													WOS:000360918000118
J	Cheng, Z; Ma, ZF; Wu, Y; Yang, TX; Cui, J; Wu, DS; Li, JL				Cheng, Zian; Ma, Zhifei; Wu, Yang; Yang, Tianxue; Cui, Jun; Wu, Daishe; Li, Jianlong			Tangyuan-like structure N-doped C shell Fe0 as an efficient catalyst for organic degradation in groundwater: N-Fe synergistic strengthening effect, and activation mechanism	APPLIED SURFACE SCIENCE												Zero valent iron (Fe0)-based biochar prepared using Fe salts as the Fe source has low yield and is readily oxidized, which limit its practical applications. In this study, a Tangyuan-like structure N-doped C shell Fe0 composite (Fe0@NC-0.8-0.6-800) was prepared via a "hydrothermal coating-pyrolysis reduction" strategy using glucose, ferroferric oxide (Fe3O4), and urea as raw materials to activate persulfate (PS) for organic contaminant degradation. The results revealed that Fe0@NC-0.8-0.6-800, prepared by pyrolyzing 0.8 g Fe3O4 and 0.6 g urea at 800 degrees C, removed 100% phenol within 20 min with 0.204 min-1 reaction rate constant (kobs), which was 2.4 times higher than that of Fe0@C-0.8-0-800 without N-doping (0.0866 min-1). The primary Fe0@NC-0.8-0.6-800 facilitation mechanisms include enhanced adsorption capacity, increased number of active sites on the C surface, electron transfer, and Fe2+ regeneration. Moreover, the synergistic effect between Fe0 and N defects (graphitic N and pyridinic N) in Fe0@NC-0.8-0.6-800 is the main reason for promoting non-radical pathway (1O2) generation. Based on the intermediates detected, five possible phenol degradation pathways were identified. The toxicity of phenol and degradation byproducts was evaluated by ECOSAR program. Through recycling experiments, and application in real groundwater, Fe0@NC-0.8-0.6-800 was found to show promising potential and offers a new strategy for treating organic matter-contaminated groundwater.					杨, 杨/JTT-9837-2023; Cui, Junya/GZB-1016-2022														0169-4332	1873-5584				SEP 15	2023	631								157552	10.1016/j.apsusc.2023.157552	http://dx.doi.org/10.1016/j.apsusc.2023.157552		MAY 2023											WOS:001010706600001
J	Kumar, S; Mohapatra, P; Joshi, RK; Warburton, M; Fan, LS				Kumar, Sonu; Mohapatra, Pinak; Joshi, Rushikesh K.; Warburton, Matthew; Fan, Liang-Shih			Synergistic Chemical Looping Process Coupling Natural Gas Conversion and NOx Purification	ENERGY & FUELS												We present a novel low-temperature chemical looping combustion scheme for simultaneous natural gas conversion into a sequestration-ready CO2 stream and NOx purification. The scheme employs nickel oxide (NiO) supported on ZrO2 as the oxygen carrier. In the process, CH4 reduces the oxidized carrier to Ni/ZrO2 in a co-current moving bed reactor, which is then oxidized back to NiO/ZrO2 by the NOx-laden flue gas in a fluidized bed reactor, completing the oxygen carrier loop. Thermodynamic studies demonstrate that the presence of CO2 does not significantly affect NOx purification performance at different flue gas flow rates. The operating temperatures of the reactors are selected based on NOx- temperature programmed oxidation (TPO) and CH4-temperature programmed reduction (TPR) experiments. Results show that the process can optimally operate at temperatures close to the combustion plants' flue gas temperature of 400-500 degrees C, reducing the need for hot utilities. The study conducts comprehensive isothermal and autothermal analyses of the process to evaluate the effects of temperature and carrier flow rate on CH4 conversion, CO2 selectivity, carbon deposition, and NOx conversion. For the autothermal analysis, the CH4 reactor operates adiabatically, while the NOx reactor operates isothermally. Comparative studies with the conventional NOx selective catalytic reduction (SCR) process indicate an exergy efficiency and effective thermal efficiency (ETE) improvement of 9 and 18 percentage points, respectively. The findings suggest that this low-temperature chemical looping process is a promising solution for flue gas NOx treatment, utilizing cheaper natural gas as the reductant and eliminating environmental concerns, such as ammonia or urea slippage. Overall, this study contributes to the development of more efficient and sustainable methods for reducing NOx emissions.					Mohapatra, Pinak/JZS-9074-2024	Mohapatra, Pinak/0000-0003-2843-3492; JOSHI, RUSHIKESH K./0000-0001-5762-8972; Kumar, Sonu/0000-0001-6895-479X													0887-0624	1520-5029				MAY 2	2023	37	10					7268	7279		10.1021/acs.energyfuels.3c00254	http://dx.doi.org/10.1021/acs.energyfuels.3c00254		MAY 2023											WOS:000984301300001
J	Contreras-Aguilar, MD; López-Arjona, M; Martínez-Miró, S; Escribano, D; Hernández-Ruipérez, F; Cerón, JJ; Tecles, F				Contreras-Aguilar, M. D.; Lopez-Arjona, M.; Martinez-Miro, S.; Escribano, D.; Hernandez-Ruiperez, F.; Ceron, J. J.; Tecles, F.			Changes in saliva analytes during pregnancy, farrowing and lactation in sows: A sialochemistry approach	VETERINARY JOURNAL												Salivary biomarkers were studied in 17 healthy Large White sows from early gestation to the end of lactation. Saliva samples were obtained at 34 +/- 3 days from insemination (G30), 24 +/- 4 days before farrowing (G90), within the first 24 h after farrowing (L1) and at the end of a lactation period of 21 days (L21). The measurements in saliva included stress-related biomarkers (cortisol, chromogranin A, alpha-camylase, butyrylcholinesterase [BChE] and lipase [Lip]), inflammatory biomarkers (adenosine deaminase isoenzymes 1 [ADA1] and 2 [ADA2], and haptoglobin [Hp]) and oxidative stress biomarkers (cupric reducing antioxidant capacity, trolox equivalent antioxidant capacity, ferric reducing ability, uric acid, advanced oxidation protein products [AOPP] and hydrogen peroxide [H2O2]), as well as routine biochemistry analytes (aspartate aminotransferase [AST], alkaline phosphatase [ALP], gamma-glutamine transferase [GGT], lactate dehydrogenase [LDH], creatine kinase [CK], urea, creatinine, triglycerides, lactate, calcium and phosphorus). The main changes were observed at farrowing, with increases in biomarkers of stress (cortisol and BChE), inflammation (ADA isoenzymes and Hp) and oxidative stress (AOPP and H2O2), as well as muscle and hepatic enzymes (CK, AST, ALP, GGT and LDH). Lactate and triglycerides increased at the end of gestation and remained at high concentrations until the end of lactation. Lip was higher in gestation than at lactation. Thus, changes in biomarkers of stress, immune function, oxidative stress, hepatic and muscle integrity, and energy mobilization occur in sow saliva during pregnancy, farrowing and lactation. These changes, caused by physiological conditions, should be taken into consideration when these biomarkers are used for the evaluation of sow health and welfare. (C) 2021 Elsevier Ltd. All rights reserved.					Tecles, Fernando/Z-4602-2019; Contreras-Aguilar, María/AAG-6239-2019; Martínez, Silvia/I-3194-2015; Tortosa, Damian/AAG-1780-2019; Escribano Tortosa, Damian/L-6138-2017; Hernandez Ruiperez, Fuensanta/F-3014-2016	Escribano Tortosa, Damian/0000-0001-9439-6779; Hernandez Ruiperez, Fuensanta/0000-0002-8795-416X; Tecles, Fernando/0000-0002-7635-533X													1090-0233	1532-2971				JUL	2021	273								105679	10.1016/j.tvjl.2021.105679	http://dx.doi.org/10.1016/j.tvjl.2021.105679		APR 2021						34148602					WOS:000663787100010
J	Kim, J; Beak, S; Ahn, S; Moon, BS; Kim, BS; Lee, SJ; Oh, SJ; Park, HY; Kwon, SH; Shin, CH; Lim, K; Lee, KP				Kim, Jisu; Beak, Suji; Ahn, Sanghyun; Moon, Byung Seok; Kim, Bom Sahn; Lee, Sang Ju; Oh, Seung Jun; Park, Hun-Young; Kwon, Seung Hae; Shin, Chul Ho; Lim, Kiwon; Lee, Kang Pa			Effects of taurine and ginseng extracts on energy metabolism during exercise and their anti-fatigue properties in mice	NUTRITION RESEARCH AND PRACTICE												BACKGROUND/OBJECTIVES: Ginseng extract (GSE) and taurine (TR) are widely used antifatigue resources in functional foods. However, the mechanism underlying the antifatigue effects of GSE and TR are still unclear. Hence, we investigated whether GSE and TR have synergistic effects against fatigue in mice. MATERIALS/METHODS: L6 cells were treated with different concentrations of TR and GSE, and cell viability was determined using 2-(4-iodophenyl)-3-(4-nitrophenyl)-5-(2,4disulfophenyl)-2H-tetrazolium. Oxidative stress was analyzed by immunocytochemistry using MitoTrackerTM Red FM and an anti-8-oxoguanine antibody. Respiratory gas analysis was performed to investigate metabolism. Expression of an activated protein kinase was analyzed using immunohistochemistry. Gene expression of cluster of differentiation 36 and pyruvate dehydrogenase lipoamide kinase isozyme 4 was measured using reverse transcription- polymerase chain reaction. Mice were orally administered TR, GSE, or their combination for 30 days, and then fatigue-related parameters, including lactate, blood urea nitrogen, and glycogen, were measured after forced swimming. RESULTS: TR and GSE reduced oxidative stress levels in hydrogen peroxide-stimulated L6 cells and enhanced the oxygen uptake and lipid metabolism in mice after acute exercise. After oral administration of TR or GSE for 30 days, the fatigue-related parameters did not change in mice. However, the mice administered GSE (400 mg/kg/day) alone for 30 days could swim longer than those from the other groups. Further, no synergistic effect was observed after the swimming exercise in mice treated with the TR and GSE combination for 30 days. CONCLUSIONS: Taken together, our data suggest that TR and GSE may exert antifatigue effects in mice after acute exercise by enhancing oxygen uptake and lipid oxidation.					Park, Hun-Young/J-2934-2019; Kim, Sehyun/KDN-3343-2024; Kim, Mi-Jeong/AAK-3053-2021	Kim, Bom Sahn/0000-0003-2520-7182; Moon, Byung Seok/0000-0002-8749-1337; Kim, Jisu/0000-0003-2344-6235													1976-1457	2005-6168				FEB	2022	16	1					33	45		10.4162/nrp.2022.16.1.33	http://dx.doi.org/10.4162/nrp.2022.16.1.33								35116126					WOS:000753337100002
J	Xu, WQ; Lv, YD; Kong, MQ; Huang, YJ; Li, GX				Xu, Wen-qing; Lv, Ya-dong; Kong, Mi-qiu; Huang, Ya-jiang; Li, Guang-xian			Study on Properties of Waterborne Polyurethane/Polydopamine Nanoparticles Prepared by in situ Polymerization	ACTA POLYMERICA SINICA												Waterborne polyurethane (WPU)/polydopamine (PDA) nanoparticle composites were successfully fabricated via in situ polymerization and effects of PDA nanoparticles on thermal properties, mechanical properties and anti-ultraviolet aging properties of WPU were investigated. Firstly, PDA nanoparticles with an average size of 150 nm were synthesized through spontaneous oxidation polymerization of dopamine hydrochloride in sodium hydroxide (NaOH) solution at 50 degrees C for 5 h under stirring. And it was retained in aqueous dispersion. Then, isophoeone diisocyanate (IPDI), polytetrahydrofuran diol (PTMG-1000), 2,2-dimethylol propionic acid (DMPA) were reacted to prepare the hydrophilic poliurethane prepolymer at 80 degrees C for 2 h under stirring, and then PDA nanoparticles in aqueous dispersion were added into the prepolymer to emulsify simultaneously for 30 min. Finally, 1,4-butanediol (BDO) was used as a small molecule chain extender to prepare WPU/PDA composites. It was found that both the thermostability and mechanical properties of WPU is enchanted by the addition of PDA nanoparticles. Especially when the concentration of PDA nanoparticles is 0.5 wt%, the initial degradation temperature of WPU/PDA composites is enhanced by 22.7 degrees C, and the tensile strength and Young's modulus is increased by 37% and 78%, respectively, compared with pure WPU. Meanwhile, with the addition of PDA nanoparticles, the formation of cracks on the surface of WPU after ultraviolet irradiation is obviously hindered, and the decline of thermostability caused by ultraviolet irradiation is effectively suppressed. This can be mainly attributed to the impediment of the bond breakage during the ultraviolet irradiation due to the interaction of PDA nanoparticles with the urethane bonds and urea bonds of the hard segment of WPU.					Huang, Yajiang/C-2946-2011; Kong, Miqiu/P-7429-2019; Lyu, Yadong/ACF-0291-2022; Xu, Wenqing/MBV-8578-2025															1000-3304				JUL	2019	50	7					710	720		10.11777/j.issn1000-3304.2018.18250	http://dx.doi.org/10.11777/j.issn1000-3304.2018.18250													WOS:000485666300006
