PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Cheng, PW; Chen, CY; Ichibayashi, T; Chang, TFM; Sone, M; Nishimura, S				Cheng, Po-Wei; Chen, Chun-Yi; Ichibayashi, Taku; Chang, Tso-Fu Mark; Sone, Masato; Nishimura, Suzushi			Supercritical carbon dioxide-assisted functionalization of polyethylene terephthalate (PET) toward flexible catalytic electrodes	JOURNAL OF SUPERCRITICAL FLUIDS												Flexible catalytic electrodes for oxidation of biomolecules were realized by a supercritical carbon dioxide (scCO2)-assisted functionalization process. The flexible catalytic electrode was a composite of Au/Ni-P/ polyethylene terephthalate (PET). ScCO2 was used as the solvent in the catalyzation step of an electroless plating process. Palladium bis-hexafluoroacetylacetonate was used as the source of the palladium catalyst for the high solubility in scCO2. After the catalyzation step, Ni-P was firstly deposited on the catalyzed PET as the sacrificial layer for the later gold deposition. Electrical resistance of the Ni-P/PET composite was 0.27 0 and maintained at 0.30 0 after a tape adhesion test, which revealed the positive contribution of the scCO2 catalyzation on reliability of the metallized PET. After deposition of the gold layer, the flexible Au/Ni-P/PET composite was evaluated as the catalytic electrode in oxidation of urea, ascorbic acid and glucose to demonstrate the applicability in flexible biosensors.					Chen, ChunYi/KEJ-3276-2024; Nishimura, Suzushi/LKN-4967-2024; Chang, Tso-Fu Mark/D-3154-2014	Chang, Tso-Fu Mark/0000-0003-0221-8882													0896-8446	1872-8162				FEB	2022	180								105455	10.1016/j.supflu.2021.105455	http://dx.doi.org/10.1016/j.supflu.2021.105455		NOV 2021											WOS:000718044700005
J	Palomo, A; Pedersen, AG; Fowler, SJ; Dechesne, A; Sicheritz-Pontén, T; Smets, BF				Palomo, Alejandro; Pedersen, Anders G.; Fowler, S. Jane; Dechesne, Arnaud; Sicheritz-Ponten, Thomas; Smets, Barth F.			Comparative genomics sheds light on niche differentiation and the evolutionary history of comammox Nitrospira	ISME JOURNAL												The description of comammox Nitrospira spp., performing complete ammonia-to-nitrate oxidation, and their co-occurrence with canonical beta-proteobacterial ammonia oxidizing bacteria (beta-AOB) in the environment, calls into question the metabolic potential of comammox Nitrospira and the evolutionary history of their ammonia oxidation pathway. We report four new comammox Nitrospira genomes, constituting two novel species, and the first comparative genomic analysis on comammox Nitrospira. Unlike canonical Nitrospira, comammox Nitrospira genomes lack genes for assimilatory nitrite reduction, suggesting that they have lost the potential to use external nitrite nitrogen sources. By contrast, compared to canonical Nitrospira, comammox Nitrospira harbor a higher diversity of urea transporters and copper homeostasis genes and lack cyanate hydratase genes. Additionally, the two comammox clades differ in their ammonium uptake systems. Contrary to beta-AOB, comammox Nitrospira genomes have single copies of the two central ammonia oxidation pathway operons. Similar to ammonia oxidizing archaea and some oligotrophic AOB strains, they lack genes involved in nitric oxide reduction. Furthermore, comammox Nitrospira genomes encode genes that might allow efficient growth at low oxygen concentrations. Regarding the evolutionary history of comammox Nitrospira, our analyses indicate that several genes belonging to the ammonia oxidation pathway could have been laterally transferred from beta-AOB to comammox Nitrospira. We postulate that the absence of comammox genes in other sublineage II Nitrospira genomes is the result of subsequent loss.					Dechesne, Arnaud/AAE-7169-2019; Fowler, Jane/A-7635-2015; Sicheritz-Ponten, Thomas/A-4325-2017; Smets, Barth F./A-5076-2014	Fowler, Jane/0000-0003-3178-0743; Sicheritz-Ponten, Thomas/0000-0001-6615-1141; Dechesne, Arnaud/0000-0002-6638-2158; Pedersen, Anders Gorm/0000-0001-9650-8965; Palomo, Alejandro/0000-0003-4940-0059; Smets, Barth F./0000-0003-4119-6292													1751-7362	1751-7370				JUL	2018	12	7					1779	1793		10.1038/s41396-018-0083-3	http://dx.doi.org/10.1038/s41396-018-0083-3								29515170					WOS:000436623600013
J	Wang, XX; Wang, Y; Zhang, J; Duanmu, PB; Zheng, LS; Hasson, SU; Baldwin, A; Wong, I; Zhao, C				Wang, Xuxu; Wang, Ying; Zhang, Jian; Duanmu, Pengbo; Zheng, Liushi; Hasson, Shabi Ui; Baldwin, Andrew; Wong, Irene; Zhao, Chun			Degradation of Diclofenac in Urine by Electro-Permanganate Process Driven by Microbial Fuel Cells	WATER												A novel microbial fuel cell-assisted electro-permanganate process (MFC-PM) was proposed for enhanced diclofenac degradation compared to that of the permanganate oxidation process. By utilizing eco-friendly bio-electricity in situ, the MFC-PM process could activate the simultaneous anodic biological metabolism of urea and the cathodic electro-permanganate process. Density functional analysis and experimental evidence revealed the reactive manganese species (Mn(VII)(aq), Mn(VI)(aq), Mn(V)(aq), and Mn(III)(aq)), generated via single electron transfer, contributed to diclofenac degradation in the cathodic chamber. The sites of diclofenac with a high Fukui index were preferable to be attacked by reactive manganese species, and diclofenac degradation was mainly accomplished through the ring hydroxylation, ring opening, and decarboxylation processes. Biological detection revealed clostridia were the primary electron donor in the anode chamber in an anaerobic environment. Furthermore, maximum output power density of 1.49 W m(-3) and the optimal removal of 94.75% diclofenac were obtained within 20 min under the conditions of pH = 3.0, [DCF](0) = 60 mu M, and [PM](0) = 30 mu M. Diclofenac removal efficiency increased with external resistance, higher PM dosage, and lower catholyte pH. In addition, the MFC-PM process displayed excellent applicability in urine and other background substances. The MFC-PM process provided an efficient and energy-free bio-electricity catalytic permanganate oxidation technology for enhancing diclofenac degradation.					ZHAO, Chun/U-9765-2019; 张, 键/HDM-1566-2022; Wang, Xuxu/AGG-1065-2022	Xuxu, Wang/0000-0001-9766-3318; Ying, Wang/0000-0002-9126-0582; zhang, jian/0000-0002-9027-6857														2073-4441				AUG	2021	13	15							2047	10.3390/w13152047	http://dx.doi.org/10.3390/w13152047													WOS:000682275000001
J	Kim, YJ; Kim, PS; Kim, CH				Kim, Young Jin; Kim, Pyung Soon; Kim, Chang Hwan			Deactivation mechanism of Cu/Zeolite SCR catalyst under high-temperature rich operation condition	APPLIED CATALYSIS A-GENERAL												Selective catalytic reduction of NOx by urea (urea/SCR) and Lean NOx Trap (LNT) are two leading technologies for NOx reduction under lean condition. To quickly warm up SCR catalysts, considerable efforts have been made in integrating SCR onto a diesel particulate filter, so called SDPF. With the fact that the real driving emission test has taken effect, SDPF coupled with LNT might be one of most viable solutions to meet stringent emission regulations. However, desulfation process for LNT may result in a severe deactivation of SDPF in downstream. Here, we investigated the tolerance of Cu/zeolite SCR catalysts against periodic lean/rich operation condition simulating desulfation over LNT in front of SDPF. The lean/rich aging at 620 degrees C has led a severe deterioration of NOx conversion over Cu/SSZ-13 hydrothermally aged 800 degrees C, especially in high-temperature region above 400 degrees C. The accelerated NH3 oxidation to NO was the primary cause for the poor NOx removal activity, originated from the alteration of Cu state. Cu ions turned out to be converted to CuOx cluster upon their exposure to rich condition, which could partly be re-dispersed as Cu2+ ion after the post-treatment at 700 degrees C under lean condition. Cu/SSZ-13 with low Cu content revealed better activity maintenance under the high-temperature rich condition compared to higher Cu loading counterpart. Cu/LTA recently developed showed superior tolerance against rich feed due to less reducible nature of Cu+ ion therein compared to that in Cu/SSZ-13 leading to less CuOx formation.					Kim, Chang/E-7752-2010	Kim, Young Jin/0000-0002-1593-7678; Kim, Chang/0000-0001-5729-0967													0926-860X	1873-3875				JAN 5	2019	569				SI		175	180		10.1016/j.apcata.2018.10.032	http://dx.doi.org/10.1016/j.apcata.2018.10.032													WOS:000451493400021
J	Saad, M; Szymaszek, A; Bialas, A; Samojeden, B; Motak, M				Saad, Marwa; Szymaszek, Agnieszka; Bialas, Anna; Samojeden, Bogdan; Motak, Monika			The Enhanced Performance of N-Modified Activated Carbon Promoted with Ce in Selective Catalytic Reduction of NOx with NH3	CATALYSTS												The goal of the study was to modify activated carbon (AC) with nitrogen groups and ceria and to test the obtained materials in low temperature selective catalytic reduction of nitrogen oxides. For that purpose, the starting AC was oxidized with HNO3 of various concentrations, modified with urea and doped with 0.5 wt.% of Ce. It was observed that the increased concentration of acid influenced the catalytic activity, since textural and surface chemistry of activated carbon was changed. The most active sample was that modified with 14 M HNO3 and it reached 96% of NO conversion at 300 degrees C. Additionally, the addition of Ce improved the catalytic performance of modified AC, and NO was reduced according to oxidation-reduction mechanism, characteristic for supported metal oxides. Nevertheless, the samples promoted with Ce emitted significantly higher amount of CO2 comparing to the non-promoted ones.					Szymaszek, Agnieszka/AAH-2476-2021; Motak, Monika/F-9776-2016; Samojeden, Bogdan/F-9890-2016	Szymaszek-Wawryca, Agnieszka/0000-0002-3782-8763; Samojeden, Bogdan/0000-0002-7244-2102; Saad, marwa/0000-0002-2323-3291; Bialas, Anna/0000-0002-8564-3165; Motak, Monika/0000-0002-6769-2895														2073-4344				DEC	2020	10	12							1423	10.3390/catal10121423	http://dx.doi.org/10.3390/catal10121423													WOS:000602260200001
J	Hamed, EO; Assy, MG; Shalaby, AM; Sayed, RE				Hamed, E. O.; Assy, M. G.; Shalaby, A. M.; Sayed, R. E.			Heterocyclization of Cyanoacetamide Derivatives: Synthesis and Biological Activity of Novel Azoles and Azines	RUSSIAN JOURNAL OF ORGANIC CHEMISTRY												The intermolecular cyclization of N-benzyl-2-cyanoacetamide with carbon disulfide followed by intramolecular cyclization gave thioxothiazinone 3. This compound was used to synthesize a series of novel fused furopyrrole, pyridine, pyrimidine and other azine and azole derivatives. The Michael-type reaction of compound 3 with maleic anhydride followed by pyrrole and furan cyclizations and aromatization yielded polycyclic compound 7. The [3+3]-cycloaddition of benzylidene malononitrile and its derivative to compound 3 gave pyridothiazines 10-12. The ring opening in compound 3 under the action of urea or thiourea followed by pyrimidine cyclization and subsequent air oxidation resulted in the synthesis of oxa- and thiadiazolopyrimidinones 15 and 16, respectively. The reaction of compound 3 with H2O2 in a basic medium provided pyrimidine derivative 17. The oxidation of compound 3 with Br-2 in an acid medium led to bromo derivative 19. The synthesized novel compounds were characterized by elemental analysis and IR and H-1 and C-13 NMR spectroscopy and tested antibacterial and anticancer activities.																			1070-4280	1608-3393				DEC	2020	56	11					2005	2013		10.1134/S1070428020110159	http://dx.doi.org/10.1134/S1070428020110159													WOS:000607144000015
J	Li, RP; Yuan, Y; Gui, HL; Liu, YQ; Li, HY; Li, YQ; Wen, SZ; Liu, AM; Zhang, JQ; Yang, PX; An, MZ				Li, Ruopeng; Yuan, Yang; Gui, Haoliang; Liu, Yaqi; Li, Haoyu; Li, Yaqiang; Wen, Shizheng; Liu, Anmin; Zhang, Jinqiu; Yang, Peixia; An, Maozhong			Synergistic doping and structural engineering over dendritic NiMoCu electrocatalyst enabling highly efficient hydrogen production	NANOSCALE												The development of non-precious metal electrocatalysts with remarkable activity is a major objective for achieving high-efficiency hydrogen generation. Here, a trimetallic electrocatalyst with a dendritic nanostructure, which is denoted as NiMoCu-NF, was fabricated on nickel foam via a gas-template electrodeposition strategy. By virtue of the metallic doping and structural optimization, NiMoCu-NF exhibits superior HER electrocatalytic activity with an overpotential of 52 mV at 10 mA cm(-2). Additionally, the NiMoCu-NF-derived nickel-based (oxy)hydroxide species in the oxidation operating state deliver considerable electrocatalytic urea oxidation reaction (UOR) performance to match the efficient H-2 generation, with a low voltage of 1.54 V to realize overall electrolysis at 50 mA cm(-2). Impressively, combined experimental and simulation analysis demonstrate that the NiMoCu-NF with a favorable 3D nanostructure feature effectively regulates the heterogeneous interface states, inducing a "Gas Microfluidic Pumping" (GMP) effect that improved electron-mass transfer properties to accelerate the electrocatalytic reaction kinetics of either the HER or UOR.					Li, Haoyu/GWQ-5907-2022; xiaoer, guo/JNE-9713-2023; Liu, Ya-qi/JLL-1583-2023; Li, Yaqiang/JDW-6591-2023; Wen, Shizheng/H-4955-2011														2040-3364	2040-3372				OCT 6	2022	14	38					14297	14304		10.1039/d2nr03984b	http://dx.doi.org/10.1039/d2nr03984b		SEP 2022						36148517					WOS:000859673000001
J	Duncan, EG; O'Sullivan, CA; Simonsen, AK; Roper, MM; Treble, K; Whisson, K				Duncan, Elliott G.; O'Sullivan, Cathryn A.; Simonsen, Anna K.; Roper, Margaret M.; Treble, Karen; Whisson, Kelley			A composite guanyl thiourea (GTU), dicyandiamide (DCD) inhibitor improves the efficacy of nitrification inhibition in soil	CHEMOSPHERE												This study investigated whether applying dicyandiamide (DCD) and guanyl thiourea (GTU) in conjunction with urea improves the efficacy of nitrification inhibition relative to traditional fertiliser application of urea or urea + DCD. Urea at a rate of 100 mg N kg(-1) soil was applied to soil microcosms (high nutrient tenosol and low nutrient hydrosol) which were treated with either no inhibitor (urea-only); 15 mg DCD kg(-1) soil or 15 mg DCD kg(-1) soil plus 21 mg GTU kg soil(-1). Mineral N (NH4+ & NO3-) concentrations, potential nitrification rates (PNR) and abundances of ammonia oxidising bacteria (AOB) were measured over time. After 100-days incubation, similar to 73 mg N kg(-1) soil was found as NH4+ when urea + DCD + GTU were applied to the tenosol. NH4+ concentrations were lower (11-32 mg N kg(-1) soil) when urea or urea + DCD were applied. This suggests that the application of GTU in conjunction with DCD elongated the effects of nitrification inhibition. In both soils, PNRs were faster and AOB abundances (gene copies g(-1) soil) were higher when urea was applied without nitrification inhibitors. There were, however, no differences in PNR or AOB abundances in either soil type when 'urea + DCD' or 'urea + DCD + GTU' were applied. The results indicate that the application of GTU with DCD may extend nitrification inhibition in certain soil types. This finding has the potential to improve the efficacy of commercially available and widely used inhibitors such as DCD. (C) 2016 Published by Elsevier Ltd.					Roper, Margaret/A-6616-2008; O'Sullivan, Cathryn/B-5133-2011; Simonsen, Anna/S-5542-2016; Duncan, Elliott/J-5585-2013	Simonsen, Anna/0000-0002-5091-261X; Duncan, Elliott/0000-0003-3655-1122; O'Sullivan, Cathryn/0000-0001-6319-2028; Treble, Karen/0000-0003-1917-4556													0045-6535	1879-1298				NOV	2016	163						1	5		10.1016/j.chemosphere.2016.07.103	http://dx.doi.org/10.1016/j.chemosphere.2016.07.103								27517126					WOS:000384776800001
J	Jiang, XJ; Hou, XY; Zhou, X; Xin, XP; Wright, A; Ji, ZJ				Jiang, Xianjun; Hou, Xueyan; Zhou, Xue; Xin, Xiaoping; Wright, Alan; Ji, Zhongjun			pH regulates key players of nitrification in paddy soils	SOIL BIOLOGY & BIOCHEMISTRY												Increasing lines of evidence have suggested the functional importance of ammonia-oxidizing archaea (AOA) rather than bacteria (AOB) for nitrification in upland soils with low pH. However, it remains unclear whether niche specialization of AOA and AOB occurs in rice paddy wetlands constrained by oxygen availability. Using DNA-based stable isotope probing, we conclude that AOA dominated nitrification activity in acidic paddy soils (pH 5.6) while AOB dominated in alkaline soils (pH 8.2). Nitrification activity was stimulated by urea fertilization and accompanied by a significant increase of AOA in acid soils and AOB in alkaline soils. DNA-based stable isotope probing indicated significant assimilation of (CO2)-C-13 for AOA only in acidic paddy soil, while AOB was the solely responsible for ammonia oxidation in the alkaline paddy soil. Phylogenetic analysis further indicated that AOA members within the soil group 1.1b lineage dominated nitrification in acid soils. Ammonia oxidation in the alkaline soil was catalyzed by Nitrosospira cluster 3-like AOB, suggesting that the physiological diversity of AOA is more complicated than previously thought, and soil pH plays important roles in shaping the community structures of ammonia oxidizers in paddy field. (C) 2014 Elsevier Ltd. All rights reserved.					Jia, Zhongjun/B-9770-2011; Xin, Xiaoping/ACJ-8703-2022; ZHOU, XUE/F-6129-2013	Xin, Xiaoping/0000-0002-7260-647X													0038-0717					FEB	2015	81						9	16		10.1016/j.soilbio.2014.10.025	http://dx.doi.org/10.1016/j.soilbio.2014.10.025													WOS:000350524700002
J	Li, YH; Huang, WS				Li, Yaohua; Huang, Wensheng			Electrode modified with porous alumina microfibers as a highly sensitive electrochemical sensor for quercetin	ANALYTICAL METHODS												Porous alumina microfibers were prepared via a hydrothermal reaction using Al(NO3) and urea as the precursors. The resulting alumina microfibers were used to modify a carbon paste electrode and to construct a new electrochemical sensor for quercetin. The modified alumina microfibers greatly increased the oxidation signals of quercetin, showing strong signal enhancement effects. The influence of pH, the amount of alumina microfibers, the accumulation potential and the accumulation time on the oxidation peak currents of quercetin were examined. A highly sensitive, rapid and reliable electrochemical method was developed for the determination of quercetin. The linear range was from 25 nM to 1.5 mu M and the detection limit was 10 nM (3.02 mu g L-1) after 1 min of accumulation time. The proposed method was used to determine quercetin in different samples of tea and honeysuckle and the obtained results were in good agreement with those obtained by high-performance liquid chromatography.					Liu, Ying/JDM-9837-2023														1759-9660	1759-9679					2015	7	6					2537	2541		10.1039/c5ay00206k	http://dx.doi.org/10.1039/c5ay00206k													WOS:000351391800041
J	Mao, XY; Ying, P; Xu, XJ				Mao, Xiaoyu; Ying, Piao; Xu, Xiaojun			TOTAL GLUCOSIDES OF PAEONY ALLEVIATED EARLY RENAL DAMAGE IN DIABETIC RATS BY TLR/MYD88 AND JAK/STAT SIGNALLING PATHWAYS	ACTA MEDICA MEDITERRANEA												Objective: To analyse the mechanism of total glucosides of paeony on early renal damage in diabetic rats. Methods: Ninety clean, healthy male SD rats were randomly selected as control group, model group, TGP low-dose group (low-dose group), TGP high-dose group (high-dose group), TLR/MyD88 signal pathway inhibitor group (TAK242 group) and JAK/STAT signal pathway inhibitor group (AG490 group). The general conditions, 24-hr urinary albumin, endogenous creatinine clearance, urea nitrogen level, renal histopathological changes, oxidation factor level and pathway-related factor level were observed for the rats in each group. Results: Compared with the control group, the levels of fasting blood glucose and renal weight/body weight in the model group were significantly higher (P<0.05). Compared with the model group, with the increase of drug dose and concentration, the levels of fasting blood glucose, renal weight/body weight, 24-hr urinary albumin, urea nitrogen, malondialdehyde (MDA), toll-like receptor 4 (p-TLR4), myeloid differentiation factor (p-MyD88), Janus kinase (p-JAK2) and signal transduction nuclear transcription activating factor (p-STAT3) decreased significantly, endogenous creatinine clearance and superoxide dismutase (SOD) After inhibiting the TLR/MyD88 and JAK/STAT signalling pathways, the levels of fasting blood glucose, renal weight/body weight, 24-hr urinary albumin, urea nitrogen, MDA, p-TLR4, p-MyD88, p-JAK2 and p-STAT3 decreased significantly, and the endogenous creatinine clearance rate and SOD level increased significantly. Compared with the control group, the renal tissue of the model group showed obvious glomerular mesangial matrix expansion and glomerular oedema. The capsule narrowed and the positive areas of Schiff's periodate staining increased significantly. The renal tissue of rats in the low-dose and high-dose groups improved in varying degrees, and the improvement was obvious in the high-dose group; after inhibiting TLR/MyD88 and JAK/STAT signal pathway, the renal tissue of the rats improved significantly. Conclusion: Total glucosides of paeony can inhibit the increase of blood glucose and inhibit the level of oxidation factor in rats, which may improve the early renal damage in diabetic rats. The mechanism may be related to the inhibition of TLR/MyD88 and JAK/STAT signalling pathway.																			0393-6384	2283-9720					2022	38	4					2459	2465		10.19193/0393-6384_2022_4_373	http://dx.doi.org/10.19193/0393-6384_2022_4_373													WOS:000884059600038
J	Pan, JH; Kim, JH; Kim, HM; Lee, ES; Shin, DH; Kim, S; Shin, M; Kim, SH; Lee, JH; Kim, YJ				Pan, Jeong Hoon; Kim, Jun Ho; Kim, Hyung Min; Lee, Eui Seop; Shin, Dong-Hoon; Kim, Seongpil; Shin, Minkyeong; Kim, Sang Ho; Lee, Jin Hyup; Kim, Young Jun			Acetic acid enhances endurance capacity of exercise-trained mice by increasing skeletal muscle oxidative properties	BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY												Acetic acid has been shown to promote glycogen replenishment in skeletal muscle during exercise training. In this study, we investigated the effects of acetic acid on endurance capacity and muscle oxidative metabolism in the exercise training using in vivo mice model. In exercised mice, acetic acid induced a significant increase in endurance capacity accompanying a reduction in visceral adipose depots. Serum levels of non-esterified fatty acid and urea nitrogen were significantly lower in acetic acid-fed mice in the exercised mice. Importantly, in the mice, acetic acid significantly increased the muscle expression of key enzymes involved in fatty acid oxidation and glycolytic-to-oxidative fiber-type transformation. Taken together, these findings suggest that acetic acid improves endurance exercise capacity by promoting muscle oxidative properties, in part through the AMPK-mediated fatty acid oxidation and provide an important basis for the application of acetic acid as a major component of novel ergogenic aids.					Kim, Sung-Wook/B-9818-2011; Kim, Kyoungmi/AEP-3965-2022; Kim, Joo/X-7562-2019; Kim, Jun/L-3946-2019														0916-8451	1347-6947				SEP 2	2015	79	9					1535	1541		10.1080/09168451.2015.1034652	http://dx.doi.org/10.1080/09168451.2015.1034652								26000971					WOS:000359843100019
J	Wang, QG; Zhao, RN; Wang, SM; Guo, H; Li, JH; Zhou, HW; Wang, XH; Wu, XM; Wang, Y; Chen, WX; Zhang, WZ				Wang, Qiguan; Zhao, Rongna; Wang, Sumin; Guo, Hao; Li, Jinhua; Zhou, Hongwei; Wang, Xinhai; Wu, Xinming; Wang, Yan; Chen, Weixing; Zhang, Wenzhi			A highly selective electrochemical sensor for nifedipine based on layer-by-layer assembly films from polyaniline and multiwalled carbon nanotube	JOURNAL OF APPLIED POLYMER SCIENCE												An uniformly distributed film consisting of polyaniline (PANI) nanoparticles and carboxylic acid functionalized multiwalled carbon nanotubes (MWNTs-COOH) was successfully assembled on ITO plates from a layer-by-layer (LBL) method by using electrostatic interactions as the main driving force. The good conjugation between PANI nanoparticles and MWNTs-COOH resulted in significant electrochemical performance variation of the obtained films. In addition, the assembled MWNT-COOH/PANI/ITO showed synergistic effect to the electrochemical oxidation of nifedipine (NIF) when used as a sensor. Compared with bare ITO, the oxidation potential of NIF can be decreased about 170 mV on MWNT-COOH/PANI/ITO, and the lower detection limit of NIF was as low as 1.0 x 10(-6) mol/L. In addition, the assembled electrode gave no responses to interferences such as glucose, urea, ascorbic acid, and trisodium citrate, which showed high selectivity for recognition and quantification of NIF. (c) 2016 Wiley Periodicals, Inc. J. Appl. Polym. Sci. 2016, 133, 43452.					Chen, Weixing/JBJ-5861-2023; Zhou, Hongwei/N-6825-2019; wang, xinhai/MTC-4175-2025; Zhou, Hongwei/K-4572-2018; Zhang, Wenzhi/S-3658-2018	Zhou, Hongwei/0000-0002-7518-9464; wang, xinhai/0009-0000-2204-6139; Zhang, Wenzhi/0000-0001-7961-8708													0021-8995	1097-4628				JUN 5	2016	133	21							43452	10.1002/app.43452	http://dx.doi.org/10.1002/app.43452													WOS:000371249800008
J	Inglefield, DL; Bodnar, RJ; Long, TE				Inglefield, David L.; Bodnar, Robert J.; Long, Timothy E.			Hydrogen bond containing multiwalled carbon nanotubes in polyurethane composites	POLYMER COMPOSITES												Introduction of hydrogen bonding sites onto multi-walled carbon nanotubes (MWCNTs) included carboxylic acid, amide-amine, and novel amide-urea MWCNTs for the formation of homogenous polyurethane composites. Acid oxidation and subsequent derivatization introduced hydrogen bonding functionality onto MWCNTs to reveal the effect of surface functionalization on mechanical properties in a 45 wt% hard segment polyurethane matrix. Raman spectroscopy showed an increase in the D/G peak ratio, which indicated successful oxidation, and X-ray photoelectron spectroscopy also revealed elemental compositions that supported each step of the functionalization strategy. Thermogravimetric analysis supported functionalization with an increase in percent weight loss for each functionalization, and the MWCNT surface functionalization determined pH-dependent dispersibility. The nonfunctionalized MWCNT composites showed poor dispersion with transmission electron microscopy, and in sharp contrast, the functionalized composites displayed homogenous dispersions. Tensile testing revealed improved stress at break in the functionalized MWCNT composites at low loadings due to homogenous dispersion. POLYM. COMPOS., 37:1425-1434, 2016. (c) 2014 Society of Plastics Engineers					Bodnar, Robert/A-1916-2009														0272-8397	1548-0569				MAY	2016	37	5					1425	1434		10.1002/pc.23311	http://dx.doi.org/10.1002/pc.23311													WOS:000374496500016
J	Pan, Y; Sun, KA; Lin, Y; Cao, X; Cheng, YS; Liu, SJ; Zeng, LY; Cheong, WC; Zhao, D; Wu, KL; Liu, Z; Liu, YQ; Wang, DS; Peng, Q; Chen, C; Li, YD				Pan, Yuan; Sun, Kaian; Lin, Yan; Cao, Xing; Cheng, Yuansheng; Liu, Shoujie; Zeng, Lingyou; Cheong, Weng-Chon; Zhao, Di; Wu, Konglin; Liu, Zhi; Liu, Yunqi; Wang, Dingsheng; Peng, Qing; Chen, Chen; Li, Yadong			Electronic structure and d-band center control engineering over M-doped CoP (M = Ni, Mn, Fe) hollow polyhedron frames for boosting hydrogen production	NANO ENERGY												The practical application of hydrogen evolution reaction (HER) through water splitting depends on the development of low cost and efficient non-noble-metal catalysts. As a potential electrocatalyst, the improvement of HER performance catalyzed by nanostructured transition metal phosphides still remains a great challenge. Tuning the novel nanostructure, morphology, and electronic state from nanoscale is of great important to achieve highly efficient HER electrocatalysts. Herein, we first developed an electronic structure and d-band center control engineering for accelerating the HER process in both acid and alkaline media over M-doped CoP (M = Ni, Mn, Fe) hollow polyhedron frames (HPFs), which were synthesized by a self-templating transformation (STT) strategy. Impressively, the HER electrocatalytic activity can be maximumly promoted and maintained at least 21 h for Ni-CoP/HPFs catalyst. Synchrotron-based X-ray absorption near-edge structure, X-ray photoelectron spectroscopy, auger electron spectroscopy, ultraviolet photoemission spectroscopy and density functional theory calculations consistently reveal the improved performance is attributed to the changes of the electronic structure and the downshift of d-band center after metal doping. The Ni-CoP/HPFs catalyst also indicates excellent activity with a cell voltage of 1.43 V to achieve the current density of 10 mA cm(-2) and superior stability when it was employed as a cathode for HER and an anode for urea oxidation in 1 M KOH with 0.5 M urea. The success modulation of HER performance in current SIT strategy will provide a promising pathway for designing various transition metal-doped compounds for energy-related catalysis processes.					Wu, Kong-Lin/A-5942-2014; Cheng, Yuan-Sheng/AAM-3222-2021; Wang, Dingsheng/F-4648-2011; Pan, Yuan/M-7508-2019; Cheong, Weng-Chon/O-9709-2015; Chen, Chen/G-3772-2015	Cao, Xing/0000-0002-6193-1023; Pan, Yuan/0000-0002-2284-236X; Cheong, Weng-Chon/0000-0002-7684-2808; Wu, Kong-Lin/0000-0002-7023-4852; Chen, Chen/0000-0001-5902-3037													2211-2855	2211-3282				FEB	2019	56						411	419		10.1016/j.nanoen.2018.11.034	http://dx.doi.org/10.1016/j.nanoen.2018.11.034													WOS:000455264600043
J	Abo-Hamad, A; AlSaadi, MA; Hashim, MA				Abo-Hamad, Ali; AlSaadi, Mohammed AbdulHakim; Hashim, Mohd Ali			Eutectic mixture-functionalized carbon nanomaterials for selective amperometric detection of nitrite using modified glassy carbon electrode	JOURNAL OF ELECTROANALYTICAL CHEMISTRY												Choline chloride-urea (CU) (1:2 M ratio) was used to functionalize two types of carbon nanomaterials (CNMs); multiwall carbon nanotube (MWCNT) and graphene (Gr). A composite of both components was used to modify the surface of glassy carbon electrode (GCE) designated as (CU/MWCNT/Gr/GCE). CU-functionalized CNMs modified GCs have shown higher catalytic activity towards the oxidation of nitrite (NO2-) compared to bare and pristine CNM modified electrodes. However, the highest performance was found for a mixture of Gr and MWCNT (50% w/w). CU-functionalized CNMs were characterized by scanning electron microscope, Raman spectroscopy and X-ray diffraction. It has been hypothesized that covalent functionalization and exfoliation were responsible for the improvement in electrocatalytic activity of the modified electrode. CU/MWCNT/Gr/GCE presented a good stability, reproducibility with a detection limit 0.30 mu M and a linear range between 5 mu M-360 mu M.					HASHIM, MOHD/B-9065-2010; AlSaadi, Mohammed/ABG-7333-2020; Abo-Hamad, Ali/D-3326-2016; AlSaadi, Mohammed/C-4540-2016	AlSaadi, Mohammed/0000-0001-9278-6490													1572-6657	1873-2569				MAR 1	2018	812						107	114		10.1016/j.jelechem.2018.01.052	http://dx.doi.org/10.1016/j.jelechem.2018.01.052													WOS:000428495800015
