record_id,candidate,dimension,independent_source_id,source_packet_id,DOI,UT,publication_year,scenario_id,source_profile,traceability_profile,entailment_profile,gate_profile,combination_rule,source_m_R,source_m_NR,source_m_U,collapsed_claim_rows,max_alpha,minimum_r_semantic,semantic_review_statuses
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,wet_chemical_synthesis,doi:10.1039/d3ta01967e,source_packet_403b83b1820dfc33,10.1039/d3ta01967e,WOS:001063921500001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.09,0.0,0.91,1,0.09,1.0,human_accepted
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,nominal,nominal,nominal,nominal,nominal,yager,0.15236573086998245,0.0,0.8476342691300176,3,0.15236573086998245,0.9674014658411585,machine_unreviewed
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,nominal,nominal,nominal,nominal,nominal,yager,0.15236573086998245,0.0,0.8476342691300176,6,0.15236573086998245,0.9674014658411585,machine_unreviewed
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,3,0.0,0.9674014658411585,machine_unreviewed
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,wet_chemical_synthesis,wos:WOS_A7A85EDE9F6153F4,source_packet_74299412b244b2f5,,,,nominal,nominal,nominal,nominal,nominal,yager,0.15236573086998245,0.0,0.8476342691300176,1,0.15236573086998245,0.9674014658411585,machine_unreviewed
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,nominal,nominal,nominal,nominal,nominal,yager,0.05925333978277095,0.0,0.9407466602172291,3,0.05925333978277095,0.9674014658411585,machine_unreviewed
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,nominal,nominal,nominal,nominal,nominal,yager,0.05925333978277095,0.0,0.9407466602172291,6,0.05925333978277095,0.9674014658411585,machine_unreviewed
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,3,0.0,0.9674014658411585,machine_unreviewed
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,wet_chemical_synthesis,doi:10.101,source_packet_a0b46f6d1f5fc6c3,10.101,,2020,nominal,nominal,nominal,nominal,nominal,yager,0.05925333978277095,0.0,0.9407466602172291,1,0.05925333978277095,0.9674014658411585,machine_unreviewed
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1021/acs.jpcc.3c04283,source_packet_e9fc695c1074c76c,10.1021/acs.jpcc.3c04283,WOS:001040362600001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.348264527702817,0.0,0.651735472297183,6,0.348264527702817,0.9674014658411585,machine_unreviewed
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,doi:10.1021/acs.jpcc.3c04283,source_packet_e9fc695c1074c76c,10.1021/acs.jpcc.3c04283,WOS:001040362600001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,3,0.0,0.9674014658411585,machine_unreviewed
run_f320e51e82599883,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,doi:10.1021/acs.jpcc.3c04283,source_packet_e9fc695c1074c76c,10.1021/acs.jpcc.3c04283,WOS:001040362600001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.1625234462613146,0.0,0.8374765537386855,3,0.1625234462613146,0.9674014658411585,machine_unreviewed
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,nominal,nominal,nominal,nominal,nominal,yager,0.1575,0.0,0.8425,6,0.1575,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,nominal,nominal,nominal,nominal,nominal,yager,0.1575,0.0,0.8425,4,0.1575,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,2,0.0,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,3,0.0,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,wet_chemical_synthesis,wos:WOS_1ADC2FB558D8F030,source_packet_3c60ba14dd69a6e6,,,,nominal,nominal,nominal,nominal,nominal,yager,0.1575,0.0,0.8425,1,0.1575,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.54,0.0,0.45999999999999996,6,0.54,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.252,0.0,0.748,4,0.252,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,2,0.0,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,3,0.0,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,wet_chemical_synthesis,doi:10.1021/acs.inorgchem.3c01701,source_packet_60e4a231b92a3a86,10.1021/acs.inorgchem.3c01701,WOS:001016562800001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.54,0.0,0.45999999999999996,1,0.54,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,wos:WOS_A7A85EDE9F6153F4,source_packet_cddc6a8f2d4af6fb,,,,nominal,nominal,nominal,nominal,nominal,yager,0.1575,0.0,0.8425,6,0.1575,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,wos:WOS_A7A85EDE9F6153F4,source_packet_cddc6a8f2d4af6fb,,,,nominal,nominal,nominal,nominal,nominal,yager,0.1575,0.0,0.8425,4,0.1575,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,wos:WOS_A7A85EDE9F6153F4,source_packet_cddc6a8f2d4af6fb,,,,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,2,0.0,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,wet_chemical_synthesis,wos:WOS_A7A85EDE9F6153F4,source_packet_cddc6a8f2d4af6fb,,,,nominal,nominal,nominal,nominal,nominal,yager,0.27,0.0,0.73,1,0.27,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1016/j.ijhydene.2024.09.267,source_packet_e5cff389af613934,10.1016/j.ijhydene.2024.09.267,WOS:001347191200001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.2902204397523475,0.0,0.7097795602476524,1,0.2902204397523475,0.9674014658411585,machine_unreviewed
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,doi:10.1016/j.ijhydene.2024.09.267,source_packet_e5cff389af613934,10.1016/j.ijhydene.2024.09.267,WOS:001347191200001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,4,0.0,0.9674014658411585,machine_unreviewed
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,doi:10.1016/j.ijhydene.2024.09.267,source_packet_e5cff389af613934,10.1016/j.ijhydene.2024.09.267,WOS:001347191200001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.13543620521776217,0.0,0.8645637947822378,2,0.13543620521776217,0.9674014658411585,machine_unreviewed
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,doi:10.1016/j.ijhydene.2024.09.267,source_packet_e5cff389af613934,10.1016/j.ijhydene.2024.09.267,WOS:001347191200001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,3,0.0,0.9674014658411585,machine_unreviewed
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,wet_chemical_synthesis,doi:10.1016/j.ijhydene.2024.09.267,source_packet_e5cff389af613934,10.1016/j.ijhydene.2024.09.267,WOS:001347191200001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.13543620521776217,0.0,0.8645637947822378,1,0.13543620521776217,0.9674014658411585,machine_unreviewed
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,uor_activity,doi:10.1016/j.cej.2024.156767,source_packet_f609ec05eb1029cd,10.1016/j.cej.2024.156767,WOS:001341552700001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.09,0.0,0.91,6,0.09,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,doi:10.1016/j.cej.2024.156767,source_packet_f609ec05eb1029cd,10.1016/j.cej.2024.156767,WOS:001341552700001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.36,0.0,0.64,4,0.36,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,substitution_and_synergy,doi:10.1016/j.cej.2024.156767,source_packet_f609ec05eb1029cd,10.1016/j.cej.2024.156767,WOS:001341552700001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.16799999999999998,0.0,0.8320000000000001,2,0.16799999999999998,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,doi:10.1016/j.cej.2024.156767,source_packet_f609ec05eb1029cd,10.1016/j.cej.2024.156767,WOS:001341552700001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.36,0.0,0.64,3,0.36,1.0,human_accepted
run_e78a48b951b2ee6e,Fe-Co-Ni-Cu-Zn,wet_chemical_synthesis,doi:10.1016/j.cej.2024.156767,source_packet_f609ec05eb1029cd,10.1016/j.cej.2024.156767,WOS:001341552700001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,1,0.0,1.0,human_accepted
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,pba_structural_compatibility,doi:10.1016/j.ijhydene.2024.09.267,source_packet_3bcd2152b2784cd7,10.1016/j.ijhydene.2024.09.267,WOS:001347191200001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,2,0.0,0.9674014658411585,machine_unreviewed
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,substitution_and_synergy,doi:10.1016/j.ijhydene.2024.09.267,source_packet_3bcd2152b2784cd7,10.1016/j.ijhydene.2024.09.267,WOS:001347191200001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.13543620521776217,0.0,0.8645637947822378,2,0.13543620521776217,0.9674014658411585,machine_unreviewed
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,uor_activity,doi:10.1016/j.ijhydene.2024.09.267,source_packet_3bcd2152b2784cd7,10.1016/j.ijhydene.2024.09.267,WOS:001347191200001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.2902204397523475,0.0,0.7097795602476524,3,0.2902204397523475,0.9674014658411585,machine_unreviewed
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,wet_chemical_synthesis,doi:10.1016/j.ijhydene.2024.09.267,source_packet_3bcd2152b2784cd7,10.1016/j.ijhydene.2024.09.267,WOS:001347191200001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.13543620521776217,0.0,0.8645637947822378,2,0.13543620521776217,0.9674014658411585,machine_unreviewed
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,alkaline_stability_corrosion,doi:10.1016/j.ijhydene.2024.09.267,source_packet_3bcd2152b2784cd7,10.1016/j.ijhydene.2024.09.267,WOS:001347191200001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,2,0.0,0.9674014658411585,machine_unreviewed
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,substitution_and_synergy,doi:10.1016/j.matchemphys.2023.128834,source_packet_467d481d9f424829,10.1016/j.matchemphys.2023.128834,WOS:001149146100001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,2,0.0,0.9674014658411585,machine_unreviewed
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,uor_activity,doi:10.1016/j.matchemphys.2023.128834,source_packet_467d481d9f424829,10.1016/j.matchemphys.2023.128834,WOS:001149146100001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.580440879504695,0.0,0.41955912049530497,3,0.580440879504695,0.9674014658411585,machine_unreviewed
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,alkaline_stability_corrosion,doi:10.1016/j.matchemphys.2023.128834,source_packet_467d481d9f424829,10.1016/j.matchemphys.2023.128834,WOS:001149146100001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.1625234462613146,0.0,0.8374765537386855,1,0.1625234462613146,0.9674014658411585,machine_unreviewed
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,pba_structural_compatibility,wos:WOS_A7A85EDE9F6153F4,source_packet_6f5332464c01cf7d,,,,nominal,nominal,nominal,nominal,nominal,yager,0.15236573086998245,0.0,0.8476342691300176,2,0.15236573086998245,0.9674014658411585,machine_unreviewed
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,substitution_and_synergy,wos:WOS_A7A85EDE9F6153F4,source_packet_6f5332464c01cf7d,,,,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,2,0.0,0.9674014658411585,machine_unreviewed
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,uor_activity,wos:WOS_A7A85EDE9F6153F4,source_packet_6f5332464c01cf7d,,,,nominal,nominal,nominal,nominal,nominal,yager,0.15236573086998245,0.0,0.8476342691300176,6,0.15236573086998245,0.9674014658411585,machine_unreviewed
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,wet_chemical_synthesis,wos:WOS_A7A85EDE9F6153F4,source_packet_6f5332464c01cf7d,,,,nominal,nominal,nominal,nominal,nominal,yager,0.15236573086998245,0.0,0.8476342691300176,2,0.15236573086998245,0.9674014658411585,machine_unreviewed
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,pba_structural_compatibility,doi:10.1039/d3ta01967e,source_packet_78ee6ca06dbf563f,10.1039/d3ta01967e,WOS:001063921500001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.16799999999999998,0.0,0.8320000000000001,2,0.16799999999999998,1.0,human_accepted
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,substitution_and_synergy,doi:10.1039/d3ta01967e,source_packet_78ee6ca06dbf563f,10.1039/d3ta01967e,WOS:001063921500001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.16799999999999998,0.0,0.8320000000000001,2,0.16799999999999998,1.0,human_accepted
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,uor_activity,doi:10.1039/d3ta01967e,source_packet_78ee6ca06dbf563f,10.1039/d3ta01967e,WOS:001063921500001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.6,0.0,0.4,6,0.6,1.0,human_accepted
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,alkaline_stability_corrosion,doi:10.1039/d3ta01967e,source_packet_78ee6ca06dbf563f,10.1039/d3ta01967e,WOS:001063921500001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.16799999999999998,0.0,0.8320000000000001,2,0.16799999999999998,1.0,human_accepted
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,wet_chemical_synthesis,doi:10.1039/d3ta01967e,source_packet_78ee6ca06dbf563f,10.1039/d3ta01967e,WOS:001063921500001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.09,0.0,0.91,1,0.09,1.0,human_accepted
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,wet_chemical_synthesis,doi:10.1007/s12274-023-5517-1,source_packet_cd121ac705d0814d,10.1007/s12274-023-5517-1,WOS:000988490300002,2023,nominal,nominal,nominal,nominal,nominal,yager,0.16929525652220273,0.0,0.8307047434777972,2,0.16929525652220273,0.9674014658411585,machine_unreviewed
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,pba_structural_compatibility,doi:10.1016/j.colsurfa.2022.130592,source_packet_fad44a695c43c1ff,10.1016/j.colsurfa.2022.130592,WOS:001015593400001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,2,0.0,0.9674014658411585,machine_unreviewed
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,substitution_and_synergy,doi:10.1016/j.colsurfa.2022.130592,source_packet_fad44a695c43c1ff,10.1016/j.colsurfa.2022.130592,WOS:001015593400001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.16929525652220273,0.0,0.8307047434777972,1,0.16929525652220273,0.9674014658411585,machine_unreviewed
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,uor_activity,doi:10.1016/j.colsurfa.2022.130592,source_packet_fad44a695c43c1ff,10.1016/j.colsurfa.2022.130592,WOS:001015593400001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.16929525652220273,0.0,0.8307047434777972,1,0.16929525652220273,0.9674014658411585,machine_unreviewed
run_e031b877f070eb35,Fe-Co-Ni-Mn-Cu,alkaline_stability_corrosion,doi:10.1016/j.colsurfa.2022.130592,source_packet_fad44a695c43c1ff,10.1016/j.colsurfa.2022.130592,WOS:001015593400001,2023,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,2,0.0,0.9674014658411585,machine_unreviewed
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,uor_activity,doi:10.1016/j.ijhydene.2024.08.380,source_packet_004bc9d699fd70e3,10.1016/j.ijhydene.2024.08.380,WOS:001312879900001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.36,0.0,0.64,2,0.36,1.0,human_accepted
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,substitution_and_synergy,doi:10.1016/j.ijhydene.2024.08.380,source_packet_004bc9d699fd70e3,10.1016/j.ijhydene.2024.08.380,WOS:001312879900001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.36,0.0,0.64,1,0.36,1.0,human_accepted
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,pba_structural_compatibility,doi:10.1016/j.ijhydene.2024.08.380,source_packet_004bc9d699fd70e3,10.1016/j.ijhydene.2024.08.380,WOS:001312879900001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,2,0.0,1.0,human_accepted
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,wet_chemical_synthesis,doi:10.1016/j.ijhydene.2024.08.380,source_packet_004bc9d699fd70e3,10.1016/j.ijhydene.2024.08.380,WOS:001312879900001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,1,0.0,1.0,human_accepted
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,alkaline_stability_corrosion,wos:WOS_BC7A3E899D5FCB65,source_packet_458698bbe12c868b,,,,nominal,nominal,nominal,nominal,nominal,yager,0.1741322638514085,0.0,0.8258677361485915,3,0.1741322638514085,0.9674014658411585,machine_unreviewed
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,uor_activity,wos:WOS_BC7A3E899D5FCB65,source_packet_458698bbe12c868b,,,,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,6,0.0,0.9674014658411585,machine_unreviewed
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,substitution_and_synergy,wos:WOS_BC7A3E899D5FCB65,source_packet_458698bbe12c868b,,,,nominal,nominal,nominal,nominal,nominal,yager,0.10157715391332164,0.0,0.8984228460866783,1,0.10157715391332164,0.9674014658411585,machine_unreviewed
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,pba_structural_compatibility,wos:WOS_BC7A3E899D5FCB65,source_packet_458698bbe12c868b,,,,nominal,nominal,nominal,nominal,nominal,yager,0.10157715391332164,0.0,0.8984228460866783,2,0.10157715391332164,0.9674014658411585,machine_unreviewed
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,wet_chemical_synthesis,wos:WOS_BC7A3E899D5FCB65,source_packet_458698bbe12c868b,,,,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,1,0.0,0.9674014658411585,machine_unreviewed
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,alkaline_stability_corrosion,doi:10.1149/1945-7111/ad6d93,source_packet_da4c1b8662373104,10.1149/1945-7111/ad6d93,WOS:001296648000001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.1625234462613146,0.0,0.8374765537386855,4,0.1625234462613146,0.9674014658411585,machine_unreviewed
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,uor_activity,doi:10.1149/1945-7111/ad6d93,source_packet_da4c1b8662373104,10.1149/1945-7111/ad6d93,WOS:001296648000001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,6,0.0,0.9674014658411585,machine_unreviewed
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,substitution_and_synergy,doi:10.1149/1945-7111/ad6d93,source_packet_da4c1b8662373104,10.1149/1945-7111/ad6d93,WOS:001296648000001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.1625234462613146,0.0,0.8374765537386855,1,0.1625234462613146,0.9674014658411585,machine_unreviewed
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,pba_structural_compatibility,doi:10.1149/1945-7111/ad6d93,source_packet_da4c1b8662373104,10.1149/1945-7111/ad6d93,WOS:001296648000001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.348264527702817,0.0,0.651735472297183,2,0.348264527702817,0.9674014658411585,machine_unreviewed
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,wet_chemical_synthesis,doi:10.1149/1945-7111/ad6d93,source_packet_da4c1b8662373104,10.1149/1945-7111/ad6d93,WOS:001296648000001,2024,nominal,nominal,nominal,nominal,nominal,yager,0.1625234462613146,0.0,0.8374765537386855,1,0.1625234462613146,0.9674014658411585,machine_unreviewed
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,uor_activity,wos:WOS_72656B9E9245BA6C,source_packet_f3841eaf15a6cd99,,,,nominal,nominal,nominal,nominal,nominal,yager,0.15236573086998245,0.0,0.8476342691300176,6,0.15236573086998245,0.9674014658411585,machine_unreviewed
run_ed4997cc40ec46a3,Fe-Co-Ni-Mn-Cu,substitution_and_synergy,wos:WOS_72656B9E9245BA6C,source_packet_f3841eaf15a6cd99,,,,nominal,nominal,nominal,nominal,nominal,yager,0.0,0.0,1.0,1,0.0,0.9674014658411585,machine_unreviewed
