record_id,model,candidate,dimension,yager_R,yager_NR,yager_U,yager_K,yager_dimension_label,dempster_R,dempster_NR,dempster_U,dempster_K,dempster_dimension_label,dimension_label_changed,yager_run_label,dempster_run_label,run_label_changed
run_0b5d48cea00b1796,deepseek,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.3544976908390945,0.0,0.6455023091609056,0.0,insufficient,0.3544976908390945,0.0,0.6455023091609056,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_0b5d48cea00b1796,deepseek,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.15236573086998245,0.0,0.8476342691300176,0.0,insufficient,0.15236573086998245,0.0,0.8476342691300176,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_0b5d48cea00b1796,deepseek,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.0,0.0,1.0,0.0,insufficient,0.0,0.0,1.0,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_910853e06b9095bf,deepseek,Fe-Co-Ni-Mn-Zn,uor_activity,0.9113151475788727,0.0,0.08868485242112731,0.0,supported,0.9113151475788727,0.0,0.08868485242112731,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_910853e06b9095bf,deepseek,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.36980999999999997,0.0,0.63019,0.0,insufficient,0.36980999999999997,0.0,0.63019,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_910853e06b9095bf,deepseek,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.6642,0.0,0.3358,0.0,supported,0.6642,0.0,0.3358,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_910853e06b9095bf,deepseek,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.44213181960533954,0.0,0.5578681803946605,0.0,insufficient,0.44213181960533954,0.0,0.5578681803946605,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_e7c1abb4133eacd1,deepseek,Fe-Ni-Mn-Cu-Zn,uor_activity,0.0,0.0,1.0,0.0,insufficient,0.0,0.0,1.0,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_e7c1abb4133eacd1,deepseek,Fe-Ni-Mn-Cu-Zn,pba_structural_compatibility,0.0,0.0,1.0,0.0,insufficient,0.0,0.0,1.0,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_e7c1abb4133eacd1,deepseek,Fe-Ni-Mn-Cu-Zn,wet_chemical_synthesis,0.0,0.0,1.0,0.0,insufficient,0.0,0.0,1.0,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_e7c1abb4133eacd1,deepseek,Fe-Ni-Mn-Cu-Zn,alkaline_stability_corrosion,0.0,0.0,1.0,0.0,insufficient,0.0,0.0,1.0,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_dfe4e7ab7feb5520,gemini,Fe-Co-Ni-Mn-Zn,uor_activity,0.7933530037743224,0.0,0.20664699622567748,0.0,supported,0.7933530037743224,0.0,0.20664699622567748,0.0,supported,no,supported,supported,no
run_dfe4e7ab7feb5520,gemini,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.8686962536115576,0.0,0.13130374638844247,0.0,supported,0.8686962536115576,0.0,0.13130374638844247,0.0,supported,no,supported,supported,no
run_dfe4e7ab7feb5520,gemini,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.74030113451653,0.0,0.2596988654834701,0.0,supported,0.74030113451653,0.0,0.2596988654834701,0.0,supported,no,supported,supported,no
run_dfe4e7ab7feb5520,gemini,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.647744,0.0,0.35225600000000007,0.0,supported,0.647744,0.0,0.35225600000000007,0.0,supported,no,supported,supported,no
run_ff292d61b6376df8,gemini,Fe-Co-Ni-Mn-Zn,uor_activity,0.8312002639230345,0.0,0.16879973607696558,0.0,supported,0.8312002639230345,0.0,0.16879973607696558,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_ff292d61b6376df8,gemini,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.681375936,0.0,0.31862406400000004,0.0,supported,0.681375936,0.0,0.31862406400000004,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_ff292d61b6376df8,gemini,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.4608,0.0,0.5392,0.0,insufficient,0.4608,0.0,0.5392,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_ff292d61b6376df8,gemini,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.6906339117820148,0.0,0.3093660882179852,0.0,supported,0.6906339117820148,0.0,0.3093660882179852,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_9750be7218796f0e,gemini,Fe-Co-Ni-Mn-Zn,uor_activity,0.6473295,0.0,0.3526705,0.0,supported,0.6473295,0.0,0.3526705,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_9750be7218796f0e,gemini,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.83867136,0.0,0.16132864000000002,0.0,supported,0.83867136,0.0,0.16132864000000002,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_9750be7218796f0e,gemini,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.6944220000000001,0.0,0.30557799999999996,0.0,supported,0.6944220000000001,0.0,0.30557799999999996,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_9750be7218796f0e,gemini,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.46752,0.0,0.5324800000000001,0.0,insufficient,0.46752,0.0,0.5324800000000001,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_7fd29e5e06251830,gemini,Fe-Co-Ni-Mn-Zn,uor_activity,0.15236573086998245,0.0,0.8476342691300176,0.0,insufficient,0.15236573086998245,0.0,0.8476342691300176,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_7fd29e5e06251830,gemini,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.15236573086998245,0.0,0.8476342691300176,0.0,insufficient,0.15236573086998245,0.0,0.8476342691300176,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_7fd29e5e06251830,gemini,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.2611983957771128,0.0,0.7388016042228872,0.0,insufficient,0.2611983957771128,0.0,0.7388016042228872,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_7fd29e5e06251830,gemini,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.0,0.0,1.0,0.0,insufficient,0.0,0.0,1.0,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_af7ea8733bc97d35,gemini,Fe-Co-Ni-Mn-Zn,uor_activity,0.8820202916479992,0.0,0.11797970835200089,0.0,supported,0.8820202916479992,0.0,0.11797970835200089,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_af7ea8733bc97d35,gemini,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.5892828227130382,0.0,0.4107171772869618,0.0,insufficient,0.5892828227130382,0.0,0.4107171772869618,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_af7ea8733bc97d35,gemini,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.6642,0.0,0.3358,0.0,supported,0.6642,0.0,0.3358,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_af7ea8733bc97d35,gemini,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.5033076974257252,0.0,0.4966923025742748,0.0,insufficient,0.5033076974257252,0.0,0.4966923025742748,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_09cb718c41fd3a33,gemini,Fe-Co-Ni-Mn-Zn,uor_activity,0.6473295,0.0,0.3526705,0.0,supported,0.6473295,0.0,0.3526705,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_09cb718c41fd3a33,gemini,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.8788566263252866,0.0,0.12114337367471328,0.0,supported,0.8788566263252866,0.0,0.12114337367471328,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_09cb718c41fd3a33,gemini,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.781147228402606,0.0,0.21885277159739402,0.0,supported,0.781147228402606,0.0,0.21885277159739402,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_09cb718c41fd3a33,gemini,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.557347286071237,0.0,0.44265271392876315,0.0,insufficient,0.557347286071237,0.0,0.44265271392876315,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_020148402fc4a275,gemini,Fe-Co-Ni-Mn-Zn,uor_activity,0.0,0.0,1.0,0.0,insufficient,0.0,0.0,1.0,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_020148402fc4a275,gemini,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.0,0.0,1.0,0.0,insufficient,0.0,0.0,1.0,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_020148402fc4a275,gemini,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.0,0.0,1.0,0.0,insufficient,0.0,0.0,1.0,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_020148402fc4a275,gemini,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.1185066795655419,0.0,0.8814933204344582,0.0,insufficient,0.1185066795655419,0.0,0.8814933204344582,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_5bd3e94ad1b2be23,gemini,Fe-Co-Ni-Mn-Zn,uor_activity,0.6754359615985726,0.0,0.32456403840142756,0.0,supported,0.6754359615985726,0.0,0.32456403840142756,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_5bd3e94ad1b2be23,gemini,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.252,0.0,0.748,0.0,insufficient,0.252,0.0,0.748,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_5bd3e94ad1b2be23,gemini,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.6642,0.0,0.3358,0.0,supported,0.6642,0.0,0.3358,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_5bd3e94ad1b2be23,gemini,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.0,0.0,1.0,0.0,insufficient,0.0,0.0,1.0,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_94b6811a613c1128,gemini,Fe-Co-Ni-Mn-Zn,uor_activity,0.6473295,0.0,0.3526705,0.0,supported,0.6473295,0.0,0.3526705,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_94b6811a613c1128,gemini,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.8779286383559343,0.0,0.12207136164406579,0.0,supported,0.8779286383559343,0.0,0.12207136164406579,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_94b6811a613c1128,gemini,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.36980999999999997,0.0,0.63019,0.0,insufficient,0.36980999999999997,0.0,0.63019,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_94b6811a613c1128,gemini,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.5511251340403038,0.0,0.4488748659596962,0.0,insufficient,0.5511251340403038,0.0,0.4488748659596962,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_9a1f52cb9067d9cb,gemini,Fe-Co-Ni-Mn-Zn,uor_activity,0.851676864,0.0,0.148323136,0.0,supported,0.851676864,0.0,0.148323136,0.0,supported,no,supported,supported,no
run_9a1f52cb9067d9cb,gemini,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.87932617728,0.0,0.12067382272000003,0.0,supported,0.87932617728,0.0,0.12067382272000003,0.0,supported,no,supported,supported,no
run_9a1f52cb9067d9cb,gemini,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.6642,0.0,0.3358,0.0,supported,0.6642,0.0,0.3358,0.0,supported,no,supported,supported,no
run_9a1f52cb9067d9cb,gemini,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.60170496,0.0,0.39829504000000004,0.0,supported,0.60170496,0.0,0.39829504000000004,0.0,supported,no,supported,supported,no
run_cb003639c449e5af,gpt,Fe-Co-Ni-Cu-Zn,uor_activity,0.8304166719741691,0.0,0.16958332802583082,0.0,supported,0.8304166719741691,0.0,0.16958332802583082,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_cb003639c449e5af,gpt,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,0.9261223898600587,0.0013194984339561576,0.07255811170598515,0.02493050156604384,supported,0.9498014155375483,0.0013532352679223208,0.0488453491945295,0.02493050156604384,supported,no,flagged_insufficient,flagged_insufficient,no
run_cb003639c449e5af,gpt,Fe-Co-Ni-Cu-Zn,wet_chemical_synthesis,0.5560899230675487,0.0,0.4439100769324514,0.0,insufficient,0.5560899230675487,0.0,0.4439100769324514,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_cb003639c449e5af,gpt,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,0.8167254179611279,0.004350285254375084,0.17892429678449706,0.02189971474562491,supported,0.8350119412844477,0.004447688360753011,0.16054037035479923,0.02189971474562491,supported,no,flagged_insufficient,flagged_insufficient,no
run_6e30d5d8c6193e21,gpt,Fe-Co-Ni-Cu-Zn,uor_activity,0.61245,0.0,0.38755,0.0,supported,0.61245,0.0,0.38755,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_6e30d5d8c6193e21,gpt,Fe-Co-Ni-Cu-Zn,pba_structural_compatibility,0.5892828227130382,0.0,0.4107171772869618,0.0,insufficient,0.5892828227130382,0.0,0.4107171772869618,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_6e30d5d8c6193e21,gpt,Fe-Co-Ni-Cu-Zn,wet_chemical_synthesis,0.1575,0.0,0.8425,0.0,insufficient,0.1575,0.0,0.8425,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_6e30d5d8c6193e21,gpt,Fe-Co-Ni-Cu-Zn,alkaline_stability_corrosion,0.5125018667217072,0.0,0.4874981332782929,0.0,insufficient,0.5125018667217072,0.0,0.4874981332782929,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_bcaadea5c838c750,gpt,Fe-Co-Ni-Mn-Zn,uor_activity,0.6020141946318014,0.0,0.39798580536819866,0.0,supported,0.6020141946318014,0.0,0.39798580536819866,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_bcaadea5c838c750,gpt,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.8134384360727247,0.0,0.18656156392727527,0.0,supported,0.8134384360727247,0.0,0.18656156392727527,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_bcaadea5c838c750,gpt,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.5227262775,0.0,0.47727372250000005,0.0,insufficient,0.5227262775,0.0,0.47727372250000005,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_bcaadea5c838c750,gpt,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.7283146199854419,0.019941078294280757,0.2517443017202773,0.07005892170571923,supported,0.7831836198927068,0.021443378252369645,0.19537300185492348,0.07005892170571923,supported,no,flagged_insufficient,flagged_insufficient,no
run_51a24a9a75df8a5a,gpt,Fe-Co-Ni-Mn-Zn,uor_activity,0.9571453821744611,0.0,0.042854617825538906,0.0,supported,0.9571453821744611,0.0,0.042854617825538906,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_51a24a9a75df8a5a,gpt,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.6562448915640581,0.0,0.343755108435942,0.0,supported,0.6562448915640581,0.0,0.343755108435942,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_51a24a9a75df8a5a,gpt,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.37804123499110587,0.0,0.6219587650088942,0.0,insufficient,0.37804123499110587,0.0,0.6219587650088942,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_51a24a9a75df8a5a,gpt,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.7005454390271918,0.0,0.2994545609728082,0.0,supported,0.7005454390271918,0.0,0.2994545609728082,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_792c4b213139c5a4,gpt,Fe-Co-Ni-Mn-Zn,uor_activity,0.5736129419151368,0.0,0.4263870580848633,0.0,insufficient,0.5736129419151368,0.0,0.4263870580848633,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_792c4b213139c5a4,gpt,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.6124399290239183,0.01693978372958646,0.3706202872464953,0.028060216270413538,supported,0.630121268082912,0.01742884077096226,0.35244989114612574,0.028060216270413538,supported,no,flagged_insufficient,flagged_insufficient,no
run_792c4b213139c5a4,gpt,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.6327951819410156,0.0,0.3672048180589844,0.0,supported,0.6327951819410156,0.0,0.3672048180589844,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_792c4b213139c5a4,gpt,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.2806159817100325,0.0,0.7193840182899675,0.0,insufficient,0.2806159817100325,0.0,0.7193840182899675,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_c0e9ba95a285f559,gpt,Fe-Co-Ni-Mn-Zn,uor_activity,0.7118712642124794,0.0,0.2881287357875206,0.0,supported,0.7118712642124794,0.0,0.2881287357875206,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_c0e9ba95a285f559,gpt,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.13999999999999999,0.0,0.86,0.0,insufficient,0.13999999999999999,0.0,0.86,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_c0e9ba95a285f559,gpt,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.28447999999999996,0.0,0.71552,0.0,insufficient,0.28447999999999996,0.0,0.71552,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_c0e9ba95a285f559,gpt,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.2525121920558836,0.0,0.7474878079441164,0.0,insufficient,0.2525121920558836,0.0,0.7474878079441164,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_1edd3c414c7f50b3,gpt,Fe-Co-Ni-Mn-Zn,uor_activity,0.6557544600204478,0.0,0.34424553997955226,0.0,supported,0.6557544600204478,0.0,0.34424553997955226,0.0,supported,no,flagged_insufficient,flagged_insufficient,no
run_1edd3c414c7f50b3,gpt,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.5268803835524668,0.021170750263889003,0.45194886618364416,0.023829249736110995,insufficient,0.5397420312071785,0.021687548267724573,0.4385704205250969,0.023829249736110995,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_1edd3c414c7f50b3,gpt,Fe-Co-Ni-Mn-Zn,wet_chemical_synthesis,0.322788456358155,0.0,0.6772115436418451,0.0,insufficient,0.322788456358155,0.0,0.6772115436418451,0.0,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_1edd3c414c7f50b3,gpt,Fe-Co-Ni-Mn-Zn,alkaline_stability_corrosion,0.5031476018836211,0.06955296544018076,0.4272994326761983,0.11044703455981923,insufficient,0.5656184863985548,0.07818867244826012,0.35619284115318506,0.11044703455981923,insufficient,no,flagged_insufficient,flagged_insufficient,no
run_052fbddb7e7b0390,gpt,Fe-Co-Ni-Mn-Zn,uor_activity,0.766144179916486,0.0157890534238003,0.21806676665971358,0.0742109465761997,supported,0.827558045845425,0.017054698762540364,0.1553872553920345,0.0742109465761997,supported,no,supported,supported,no
run_052fbddb7e7b0390,gpt,Fe-Co-Ni-Mn-Zn,pba_structural_compatibility,0.8010716621084218,0.007611840884748374,0.19131649700682984,0.03738815911525163,supported,0.8321855477823199,0.00790748727727288,0.15990696494040713,0.03738815911525163,supported,no,supported,supported,no
