PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Zakaria, MB; Chikyow, T				Zakaria, Mohamed B.; Chikyow, Toyohiro			Recent advances in Prussian blue and Prussian blue analogues: synthesis and thermal treatments	COORDINATION CHEMISTRY REVIEWS												Coordination polymers (CPs) have gained a great deal of attention over the years because of their beneficial uses in catalysis, drug-delivery, and energy storage and separation. Recent research efforts have been devoted to architecting CPs that satisfy the needs of applications that have recently been developed. Herein, we announce a survey of the latest developments in the synthesis of Prussian blue (PB) and Prussian blue analogues (PBAs) cyano-bridged CPs. The recent synthetic concepts and the modest control over the shape and size of particles are demonstrated to the present. Various ways have been taken to construct nanostructured inorganic materials from PB and PBAs. We surveyed one such example: the thermal decomposition of these materials in different environments. The regulated thermal treatment of their nanostructures as precursors, in air or inert atmosphere, yields nanoporous metal oxides and carbides or alloys, respectively. The resulting metal frameworks participate as metal sources, and the organic components, which can be removed by a simple process of calcination, produce pores. The original morphologies are almost retained, even after the thermal treatments. This strategy has proved to be a promising solid-state chemistry for the fabrication of nanoporous metal oxides and carbides or alloys with the similar morphology. (C) 2017 Elsevier B.V. All rights reserved.					Chikyow, Toyohiro/H-2705-2011; Zakaria, Mohamed Barakat/B-1731-2016	Zakaria, Mohamed Barakat/0000-0003-2525-0092													0010-8545	1873-3840				DEC 1	2017	352						328	345		10.1016/j.ccr.2017.09.014	http://dx.doi.org/10.1016/j.ccr.2017.09.014													WOS:000417551400013
J	Du, GY; Pang, H				Du, Guangyu; Pang, Huan			Recent advancements in Prussian blue analogues: Preparation and application in batteries	ENERGY STORAGE MATERIALS												Prussian blue (PB) analogues, as an advanced type of inorganics, have garnered significant attention in various fields of electrochemical energy storage, such as sodium-, zinc-, and aluminum-ion batteries. Recent studies mostly concentrate on the structural analysis, morphological improvement of the materials, and electrochemical properties improvement of PB analogues when employed as electrodes for batteries. This paper summarizes the current process of PB analogues and their composites with other materials such as graphene or three-dimensional carbon sheets. The synthesis methods, structures, and morphologies of these composites are introduced and analyzed. Thereafter, we discuss their applications in sodium-, zinc-, and aluminum-ion batteries, as well as some corresponding flexible batteries. Finally, we provide their personal perspectives about some bottlenecks that existed in modern research and the challenges facing future advancements in this field.																			2405-8297	2405-8289				APR	2021	36						387	408		10.1016/j.ensm.2021.01.006	http://dx.doi.org/10.1016/j.ensm.2021.01.006		JAN 2021											WOS:000697583100013
J	Kholina, Y; Dössegger, J; Weber, MC; Simonov, A				Kholina, Yevheniia; Doessegger, Janine; Weber, Mads C.; Simonov, Arkadiy			Metastable disordered phase in flash-frozen Prussian Blue analogues	ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE CRYSTAL ENGINEERING AND MATERIALS												A new metastable phase in flash-frozen disordered Prussian blue analogues is reported. The phase is characterised by the appearance of diffuse scattering clouds and the reduction of the local structure symmetry: from cubic to a tetragonal or lower space group. The phase transition is characterised by the translational modulation of the structure and is likely caused by the freezing of the water confined in the pores of the structure.					Weber, Maria-Christina/LCS-9155-2024	Weber, Mads C./0000-0002-8837-145X; Zemp-Dossegger, Janine/0000-0001-6314-558X; Kholina, Yevheniia/0000-0002-2556-5492														2052-5206				JUN	2022	78		3		SI		369	+		10.1107/S2052520622001275	http://dx.doi.org/10.1107/S2052520622001275								35695110					WOS:000817800700013
J	Jiang, H; Lu, XC; Wu, SQ; Li, SL; Lin, FX; Qi, YY; Li, YH; Huang, QL				Jiang, Hua; Lu, Xingchen; Wu, Shiqin; Li, Suli; Lin, Fuxing; Qi, Yuanyuan; Li, Yuanhong; Huang, Qingli			Construction and synthesis of Prussian blue analogues@Prussian blue (PBA@PB) nano-heterojunctions for enhanced antibacterial activity	MATERIALS & DESIGN												Novel nano-heterojunctions with excellent antibacterial properties are regarded as effective alternatives to antibiotics for bacterial disinfection. Herein, we have developed a universal strategy to synthesize a series of urchin-shaped Prussian blue analogues@Prussian blue (PBA@PB) nano-heterojunctions via a facile coprecipitation route for efficient bacterial disinfection, for the first time, which could overcome the disadvantages of singe PBA or PB. The optimized PBA@PB nano-heterojunctions showed remarkable bactericidal efficiency ability against multi drug-resistant (MDR) Escherichia coli (E.coli) and methicillin-resistant Staphylococcus aureus (MRSA), (99.4% and 98.8% bactericidal ratios, respectively), attributed to their outstanding photothermal and catalytic performance. It should be emphasized that the as-prepared nano-heterojunctions also showed amazing bacterial elimination efficiency in sewage. The antibacterial mechanism was also investigated using a variety of spectroscopic and microscopic techniques. It can be attributed to the formation of unique nanoheterojunctions between PB and PBA, which improves the absorption of NIR light and facilitates the separation of generated electron-hole pairs. Therefore, the urchin-shaped PBA@PB nano-heterojunctions may be promising candidates for rapidly bacterial elimination in environmental remedy and wastewater treatment.					Qi, Yuanyuan/F-9935-2018	Li, Yuanhong/0000-0001-5526-4706													0264-1275	1873-4197				JUN	2024	242								113022	10.1016/j.matdes.2024.113022	http://dx.doi.org/10.1016/j.matdes.2024.113022		MAY 2024											WOS:001244176100001
J	Sas, W; Pacanowska, A; Fitta, M				Sas, W.; Pacanowska, A.; Fitta, M.			Magnetic Properties of the Thin Films of Prussian Blue Analogues Obtained by Ion-Exchange Synthesis	ACTA PHYSICA POLONICA A												The Prussian blue analogues attract great attention due to their interesting properties and tunability. The cyanido bridging ligands allow for effective magnetic coupling. Due to the highly symmetrical structure of the Prussian blue analogue, its properties can be tuned by changing the metal centres involved in the cyano-bridging. Herein, a study of a new dimensionally -reduced system based on nickel hexacyanoferrate/chromate is presented. Thin films were obtained by ion -exchange synthesis. The primary aim of this work was to tune the physical properties of Prussian blue analogues by adapting the strategy of incorporating the three types of metal ions. A comprehensive analysis of the magnetic properties of the resulting compound and a detailed investigation of the evolution of the material's microstructure induced by the change in its chemical composition is presented.																			0587-4246	1898-794X				FEB	2024	145	2								10.12693/APhysPolA.145.109	http://dx.doi.org/10.12693/APhysPolA.145.109													WOS:001207538400012
J	Li, WJ; Han, C; Cheng, G; Chou, SL; Liu, HK; Dou, SX				Li, Wei-Jie; Han, Chao; Cheng, Gang; Chou, Shu-Lei; Liu, Hua-Kun; Dou, Shi-Xue			Chemical Properties, Structural Properties, and Energy Storage Applications of Prussian Blue Analogues	SMALL					1st International Conference of Novel Function Materials (ICNFM)	SEP 16-18, 2018	Anshan, PEOPLES R CHINA					Prussian blue analogues (PBAs, A(2)T[M(CN)(6)], A = Li, K, Na; T = Fe, Co, Ni, Mn, Cu, etc.; M = Fe, Mn, Co, etc.) are a large family of materials with an open framework structure. In recent years, they have been intensively investigated as active materials in the field of energy conversion and storage, such as for alkaline-ion batteries (lithium-ion, LIBs; sodium-ion, NIB; and potassium-ion, KIBs), and as electrochemical catalysts. Nevertheless, few review papers have focused on the intrinsic chemical and structural properties of Prussian blue (PB) and its analogues. In this Review, a comprehensive insight into the PBAs in terms of their structural and chemical properties, and the effects of these properties on their materials synthesis and corresponding performance is provided.					Dou, Shi Xue/D-5179-2012; Li, Weijie/A-2297-2019; Liu, Hua/G-1349-2012; Cheng, Gang/J-3552-2019; chao, han/JDD-4292-2023; Chou, Shulei/D-9895-2011	Chou, Shulei/0000-0003-1155-6082; Han, Chao/0000-0002-1132-2051; Li, Weijie/0000-0001-5605-9579													1613-6810	1613-6829				AUG	2019	15	32			SI				1900470	10.1002/smll.201900470	http://dx.doi.org/10.1002/smll.201900470								30977287					WOS:000480331100021
J	Ma, F; Li, Q; Wang, TY; Zhang, HG; Wu, G				Ma, Feng; Li, Qing; Wang, Tanyuan; Zhang, Hanguang; Wu, Gang			Energy storage materials derived from Prussian blue analogues	SCIENCE BULLETIN												Prussian blue analogues (PBAs) with open frameworks have drawn much attention in energy storage fields due to their tridimensional ionic diffusion path, easy preparation, and low cost. This review summarizes the recent progress of using PBAs and their derivatives as energy storage materials in alkali ions, multi-valent ions, and metal-air batteries. The key factors to improve the electrochemical performance of PBAs as cathode materials in rechargeable batteries were firstly discussed. Several approaches for performance enhancement such as controlling the amounts of vacancies and coordinated water, optimizing morphologies, and depositing carbon coating are described in details. Then, we highlighted the significance of their diverse architectures and morphologies in anode materials for lithium/sodium ion batteries. Finally, the applications of Prussian blue derivatives as catalysts in metal-air batteries are also reviewed, providing insights into the origin of favorable morphologies and structures of catalyst for the optimal performance. (C) 2017 Science China Press. Published by Elsevier B.V. and Science China Press. All rights reserved.					Li, Qing/AAD-4962-2019; Wang, Tanyuan/B-4652-2019; Wu, Gang/E-8536-2010; Li, Qing/G-4502-2011	Wu, Gang/0000-0003-0885-6172; Wang, Tanyuan/0000-0003-4374-5400; Li, Qing/0000-0003-4807-030X													2095-9273	2095-9281				MAR 1	2017	62	5					358	368		10.1016/j.scib.2017.01.030	http://dx.doi.org/10.1016/j.scib.2017.01.030								36659421					WOS:000396759500011
J	Hof, S; Kioumourtzoglou, S; Nováková, J; Görlin, M; Sá, J				Hof, Sebastian; Kioumourtzoglou, Stylianos; Novakova, Jaroslava; Gorlin, Mikaela; Sa, Jacinto			Continuous Flow Synthesis of Prussian Blue and Analogues Assisted by AI	ADVANCED MATERIALS TECHNOLOGIES												Prussian blue and its analogs are promising materials for numerous applications. Interest in this class of materials arises from their broad pore distribution, redox properties, high biocompatibility, low-cost components, straightforward manufacturability, and adaptability through analog development. A key challenge is the synthesis of well-defined, small-dimensioned materials using machine learning approaches. This study presents a strategy to address this limitation via machine learning-driven microfluidic synthesis. Employing unsupervised Bayesian optimization with Gaussian processes effectively reduces optimization time and minimizes the need for prior knowledge. As a proof of concept, Prussian blue, and cobalt-based analogs are synthesized, with UV-vis spectroscopy providing feedback for the machine learning algorithm. The optimized protocols are subsequently applied to larger-scale preparations, demonstrating that the standardized methods have the potential for the commercial production of high-quality materials. Comprehensive characterization of the materials confirms their cubic morphology, small dimensionality, and mixed-valency of the metal elements.					Görlin, Mikaela/AAI-2772-2020; van den Hof, Susan/MVX-9218-2025; Novakova, Jaroslava/Q-5335-2017; Sa, Jacinto/B-5658-2017	Novakova, Jaroslava/0000-0003-3524-1675; Sa, Jacinto/0000-0003-2124-9510													2365-709X					APR	2025	10	7								10.1002/admt.202401566	http://dx.doi.org/10.1002/admt.202401566		DEC 2024											WOS:001368363200001
J	Zhu, PY; Li, XX; Yao, H; Pang, H				Zhu, Peiyao; Li, Xiaxia; Yao, Hang; Pang, Huan			Hollow cobalt-iron prussian blue analogue nanocubes for high-performance supercapacitors	JOURNAL OF ENERGY STORAGE												The hollow cobalt-iron Prussian blue analogue (Co2HCFe) is fabricated via simple co-precipitation at room temperature through a way of dominating the molar mass of transition metal cobalt. The hollow structure nanomaterials have more active sites, larger area in contact with electrolyte, and good electrical conductivity. These advantages make Co2HCFe exhibit excellent electrochemical performance as the electrode material of supercapacitor. At the current density of 0.5 A g(-1), the specific capacitance of Co2HCFe even reaches 2526 F g(-1) under alkaline conditions, while remaining a capacity retention rate of 90.25% after 2000 cycles.																				2352-152X				OCT	2020	31								101544	10.1016/j.est.2020.101544	http://dx.doi.org/10.1016/j.est.2020.101544													WOS:000582468300001
J	Guo, RS; Yang, HY; Jin, LH; Wang, RB; Zhang, Y				Guo, Rongshuo; Yang, Huiyuan; Jin, Linghua; Wang, Ruibin; Zhang, Ye			MnO2 decorated Prussian blue analogues as high-performance supercapacitor electrodes	MATERIALS LETTERS												A composite supercapacitor electrode material, MnO2 decorated cobalt-iron Prussian blue analogue (CoPBA), has been rationally designed and fabricated through a facile precipitation method. The surface encapsulation of MnO2 onto CoPBA can result in improved electrochemical performances, because the uniformly covered MnO2 increases not only the electrical conductivity for faster ion transport but also the specific capacitance by providing more active sites. A maximum specific capacitance of 945F g(-1) at 1 A/g is observed for CoPBA@MnO2, which is 3.2-fold and 6.7-fold of those of pure CoPBA and MnO2, respectively. This study is expected to provide a good reference for designing high performance electrode materials with ease and low cost.					Yang, Huiyuan/AAX-5521-2021; Jin, Linghua/S-3161-2016	Jin, Linghua/0000-0001-6036-6969													0167-577X	1873-4979				JAN 1	2023	330								133341	10.1016/j.matlet.2022.133341	http://dx.doi.org/10.1016/j.matlet.2022.133341		OCT 2022											WOS:000909545300005
J	Singh, B; Indra, A				Singh, Baghendra; Indra, Arindam			Prussian blue- and Prussian blue analogue-derived materials: progress and prospects for electrochemical energy conversion	MATERIALS TODAY ENERGY												Electrochemical energy conversion with efficient catalyst systems can be utilized for the production of clean and sustainable energy. Extensive studies have been carried out in last two decades to replace state-of-the-art noble metal catalysts by efficient transition metal based materials. Transition metal salts, organometallic compounds, metal organic frameworks (MOFs), polyoxometallates (POMs) etc. have been explored as the precursors for the materials synthesis. In this respect, Prussian blue (PB) and Prussian blue analogues (PBAs) attain special interest as the precursors of the materials due to their facile, robust and cost effective synthesis, highly porous structure and designed morphology. Moreover, PBAs can be prepared with multi-metal system, core-shell and hollow structure. A series of materials have been synthesized by employing PB or PBA with tailorable properties like exposed facets, porous structure, high electrochemical surface area, improved electron transport and accessible catalytic sites. These materials are found to produce excellent electrochemical activity for oxygen evolution, hydrogen evolution, oxygen reduction as well as overall water splitting. In this review, we have focused on the recent progress in PB and PBA derived materials describing their synthesis, diverse architecture, morphology and enhanced electrochemical performances. The major achievements and challenges related to PB and PBA derived materials for the energy conversion have been discussed with the direction of possible future advancement. (C) 2020 Elsevier Ltd. All rights reserved.					Singh, Baghendra/LMN-0182-2024; Indra, Arindam/HGU-8237-2022	Singh, Baghendra/0000-0003-3606-5562; INDRA, ARINDAM/0000-0002-8572-0423													2468-6069					JUN	2020	16								100404	10.1016/j.mtener.2020.100404	http://dx.doi.org/10.1016/j.mtener.2020.100404													WOS:000539083500039
