PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Tripathy, RK; Padhy, A; Sahu, N; Behera, JN				Tripathy, Rajat K.; Padhy, Abhisek; Sahu, Nachiketa; Behera, J. N.			Prussian blue analogue (PBA) derived cobalt telluride nano-granules: an efficient catalyst for energy conversion and storage	SUSTAINABLE ENERGY & FUELS												The quest for an efficient and inexpensive electrocatalyst via a convenient procedure is pivotal for the development of reliable energy conversion and storage devices. Herein, for the first time, we designed a strategy and tailored a Prussian blue analogue (PBA) derived cobalt telluride (Co0.63Te) electrocatalyst meant for both the oxygen evolution reaction and supercapacitor. The as-synthesized electrocatalyst exhibits remarkable catalytic performance towards the oxygen evolution reaction (OER) and needed only 317 mV overpotential at a current density of 10 mA cm(-2) in 1 M KOH electrolyte. Similarly, Co0.63Te exhibits a specific capacitance of 680 F g(-1) at 5 mV s(-1) in 5 M KOH electrolyte with remarkable capacitive retention and a noteworthy 97% coulombic efficiency after 5000 CV cycles. This work provides a distinct route to design an efficient noble-metal-free catalyst through a conventional hydrothermal method for both energy conversion and storage.						Padhy, Abhisek/0000-0002-1601-4250													2398-4902					SEP 13	2022	6	18					4146	4152		10.1039/d2se00665k	http://dx.doi.org/10.1039/d2se00665k		JUL 2022											WOS:000827760300001
J	Han, QS; Li, YQ; Han, L; Lu, ZC; Liu, LK				Han, Qingshan; Li, Yueqin; Han, Lin; Lu, Zichun; Liu, Lingke			In-situ polymerization of polypyrrole on Prussian blue analogue for high capacity and flexible zinc-ion batteries	SYNTHETIC METALS												Prussian blue analogues (PBAs) have been considered as promising cathode materials for zinc-ion batteries. However, severe capacity decay issues hamper their deployment. Herein, Mn-ion-substituted zinc hexacyanoferrate (MZHCF) cathode materials were coated with polypyrrole (PPy) by in situ polymerization. The prepared MZHCF@PPy composites have exhibited significant ionic absorption affinity and great structural stability. Benefiting from the PPy coating, the ZIBs based on MZHCF@PPy cathodes and a conductive poly(acrylamide) (PAAM) hydrogel electrode exhibit enhanced capacities, which reach a maximum value of 190.1 mAh g- 1 at 0.5 A g-1, three times higher than that of the device based on MZHCF electrodes. The flexible ZIBs not only present outstanding cyclic performance but also retain stable energy storage capability under various deformations. The presented method is a promising technology for the practical application of rechargeable ZIBs with high safety and flexibility.																			0379-6779					JAN-FEB	2024	301								117510	10.1016/j.synthmet.2023.117510	http://dx.doi.org/10.1016/j.synthmet.2023.117510		NOV 2023											WOS:001164340300001
J	Beitia, J; Ahedo, I; Paredes, JI; Goikolea, E; de Larramendi, IR				Beitia, Julen; Ahedo, Isabel; Paredes, Juan Ignacio; Goikolea, Eider; de Larramendi, Idoia Ruiz			Exploring Zinc-Doped Manganese Hexacyanoferrate as Cathode for Aqueous Zinc-Ion Batteries	NANOMATERIALS												Aqueous zinc-ion batteries (AZiBs) have emerged as a promising alternative to lithium-ion batteries as energy storage systems from renewable sources. Manganese hexacyanoferrate (MnHCF) is a Prussian Blue analogue that exhibits the ability to insert divalent ions such as Zn2+. However, in an aqueous environment, MnHCF presents weak structural stability and suffers from manganese dissolution. In this work, zinc doping is explored as a strategy to provide the structure with higher stability. Thus, through a simple and easy-to-implement approach, it has been possible to improve the stability and capacity retention of the cathode, although at the expense of reducing the specific capacity of the system. By correctly balancing the amount of zinc introduced into the MnHCF it is possible to reach a compromise in which the loss of capacity is not critical, while better cycling stability is obtained.					Goikolea, Eider/L-6919-2014; Ruiz de Larramendi, Idoia/B-6668-2015	Paredes, Juan Ignacio/0000-0002-0044-9153; Ruiz de Larramendi, Idoia/0000-0002-4179-7357; Beitia Elorriaga, Julen/0009-0009-8502-7387														2079-4991				JUL	2024	14	13							1092	10.3390/nano14131092	http://dx.doi.org/10.3390/nano14131092								38998697					WOS:001269618400001
J	Ni, CH; Hao, C; Tan, JZ; Cai, X; Ling, GY; Wu, QQ; Wu, JB; Wang, XH				Ni, Chenghao; Hao, Chen; Tan, Jizheng; Cai, Xing; Ling, Guoyan; Wu, Qianqian; Wu, Jingbo; Wang, Xiaohong			Fabrication of Co1.5Ni1.5S4 and Prussian blue analogues composites with yolk-shell heterostructures as cathode and biomass derived carbon as anode for asymmetric supercapacitors	JOURNAL OF CLEANER PRODUCTION												As highly efficient electrode materials for supercapacitors, the clean production of transition metal sulfide and biomass -derived carbon played an important role in promoting the practical process. In this work, Prussian blue analogues were grown in situ on glycerate precursors through a simple ion -exchange process, followed by sulfidation to obtain the Co1.5Ni1.5S4 and Prussian blue analogues composite microspheres with yolk -shell structures. Thanks to the unique micro -nano structure and multi -element synergy, composites exhibited excellent specific capacitance (up to 2388.7 F g-1 at 1 A g-1), rate performance (55.0 % capacitance retention at 30 A g-1), and cycling stability (capacitance maintained at 81.5 % after 5000 cycles). In addition, Nitrogen -doped sunflower seed shell derived carbon, prepared by two pyrolysis and salt -activation processes, could attain a specific capacitance of 347.1 F g-1 at 1 A g-1 and an almost undiminished capacity of 5000 cycles. With Co1.5Ni1.5S4 and Prussian blue analogues composites as cathode and derived carbon as anode, the assembled hybrid supercapacitor exhibited an eminent energy density of 82.2 Wh kg- 1 (at a power density of 904.9 W kg - 1) and stable cycling characteristics (only 16.7 % loss of capacitance after 10,000 cycles). This work provided a feasible scheme for the structure regulation of sulfides and the defect construction of porous carbon.																			0959-6526	1879-1786				AUG 10	2024	466								142844	10.1016/j.jclepro.2024.142844	http://dx.doi.org/10.1016/j.jclepro.2024.142844		JUN 2024											WOS:001257613300001
J	Seriani, N				Seriani, Nicola			An Ab Initio Study of Clusters as Building Blocks for Crystals: From Prussian Blue Analogs to Hybrid Perovskites	PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS												Cluster-based crystals containing the (Nb6Cl12)(2+) or (Ta6Cl12)(2+) clusters, including the well-known Nb6Cl14, K4Nb6Cl18, and the Prussian blue analog (Me4N)(2) [MnNb6Cl12(CN)(6)], have been investigated by density functional theory. The electronic structure of the cluster is the same for all compounds, with a semiconducting gap of around 1 eV between occupied and empty states, in the range of interest for solar energy applications. Calculations suggest that these clusters could be used as cations in hybrid organic-inorganic perovskites, as a substitute for toxic Pb2+. Moreover, bandgaps, band alignment, and hydrogen adsorption calculations show that the designed cluster-based hybrid perovskites have potential as intermediate band materials for photovoltaics, and as photocatalysts for the hydrogen evolution reaction.																			0370-1972	1521-3951				OCT	2022	259	10							2200045	10.1002/pssb.202200045	http://dx.doi.org/10.1002/pssb.202200045		MAY 2022											WOS:000799538200001
J	Vega-Moreno, J; Lemus-Santana, AA; Reguera, E; Andrio, A; Compan, V				Vega-Moreno, J.; Lemus-Santana, A. A.; Reguera, E.; Andrio, A.; Compan, V			High proton conductivity at low and moderate temperature in a simple family of Prussian blue analogs, divalent transition metal hexacyanocobaltates (III)	ELECTROCHIMICA ACTA												Proton conductivity behavior was studied in a family of hexacyanocobaltates with divalent transition metals (II), HCCMs. The HCCMs, with molecular formula M-3[Co(CN)(6)](2)center dot xH(2)O (where M = Ni, Co, Fe, Mn and Cd), had cubic crystal structures and similar cell parameters. The number of water molecules per formula unit (x) present in each HCCMs was determined from thermogravimetric analysis data. Differences in conductivity values were evaluated by running dielectric impedance experiments. The values of the permittivity and conductivity real and imaginary parts were obtained for each material. The actual conductivity part was analyzed as a temperature and frequency function. Mobilities, diffusivities, and ion charge densities were derived from the electrode polarization model that appropriately fits the loss tangent curves. The measurement conditions for all the samples were relative humidity of 99% and temperature ranging from 25 to 105 degrees C. The conductivity values obtained for the HCCMs varied from 10(-4) to 10(-2) S cm(-1). At low temperatures, proton conductivity values for the nickel hexacyanocobaltate (HCCNi) stood out (from 10(-3) and 10(-2) S cm(-1), at 25 and 45 degrees C, respectively), followed by Fe, Cd, Co and Mn. In addition to the results stated above, activation energies were determined using the Arrhenius model, where the obtained values were below 21.1 kJ mol(-1). The proton transport activation energies suggest that the transport through the HCCM porous framework was achieved by the Grotthuss mechanism. The diffusivity in the porous framework increased with temperature for all the samples except for HCCNi, following the trend D-HCCFe > D-HCCMn > D-HCCCo > D-HCCCd. The variability observed between the samples could be related to the ion-binding energies (E-b). These results indicate that hexacyanocobaltates can be useful as mixed matrix membrane (MMM) fillers, providing excellent conductivity and diffusivity when the medium contains a sufficient amount of ionic components depending on the involved transition metal. (C) 2020 Elsevier Ltd. All rights reserved.					Vicente, Compañ/I-4523-2017; Andrio, Andreu/H-6149-2015	Andrio, Andreu/0000-0003-2805-103X													0013-4686	1873-3859				NOV 10	2020	360								136959	10.1016/j.electacta.2020.136959	http://dx.doi.org/10.1016/j.electacta.2020.136959													WOS:000576817900011
J	Akilarasan, M; Kogularasu, S; Chen, SM; Govindasamy, M; Chen, TW; Ali, MA; Al-Hemaid, FMA; Elshikh, MS; Abul Farah, M				Akilarasan, Muthumariappan; Kogularasu, Sakthivel; Chen, Shen-Ming; Govindasamy, Mani; Chen, Tse-Wei; Ali, M. Ajmal; Al-Hemaid, Fahad M. A.; Elshikh, M. S.; Abul Farah, M.			A Green Approach to the Synthesis of Well-structured Prussian Blue Cubes for the Effective Electrocatalytic Reduction of Antiprotozoal Agent Coccidiostat Nicarbazin	ELECTROANALYSIS												For the first time, a robust electrochemical sensor to detect the coccidiostat nicarbazin (NCZ) is developed through the green synthesis of Prussian blue cubes from Volvariella volvacea (paddy straw mushroom) extract. Recently, numerous articles were reported about the issue that the prophylactic drugs were injected excessively as a feed additive for fattening the chickens in short period. It is a significant concern that the level of coccidiostat NCZ exceeds the residue limits in the tissues of the meat; mainly, in chicken and eggs. Therefore, it is crucial to develop a sensitive, reproducible and long-lasting sensor for the real-time detection of NCZ. Thus, we have generated an electrochemical sensor through the economic screen-printed carbon electrode (SPCE) modification method. Eco-friendly Prussian blue cubes are fabricated on the carbon film of SPCE. As a result, the modified electrode showed exceptional electrocatalytic ability towards NCZ and the reduction peak currents are correlated to the concentrations of NCZ. It retains the more extensive working range between 1.25x10(-7) to 1.53x10(-3)molL(-1), and it possesses a very low limit of detection as well as the appreciable sensitivity. This method is successfully applied to the recognition of NCZ in the samples of chicken meat and eggs.					Elshikh, Mohamed/R-6046-2016; Muthumariappan, Akilarasan/AAL-1046-2021; chen, shen-ming/F-1633-2014; Ali, Mohammad/AAF-1285-2020; Natarajan, Karikalan/H-4844-2016; Sakthivel, Kogularasu/C-3395-2019; Farah, Mohammad/F-7972-2010; Govindasamy, Mani/C-7592-2016	Natarajan, Karikalan/0000-0002-2707-8890; Chen, Shen-Ming/0000-0002-0132-9161; Sakthivel, Kogularasu/0000-0002-4606-3846; S Elshikh, Mohamed/0000-0002-6710-0458; Muthumariappan, Akilarasan/0000-0001-8344-4181; Farah, Mohammad/0000-0001-7616-7542; Govindasamy, Mani/0000-0001-6701-6507													1040-0397	1521-4109				AUG	2018	30	8					1661	1669		10.1002/elan.201700750	http://dx.doi.org/10.1002/elan.201700750													WOS:000441127900011
J	Robinson, DA; Foster, ME; Bennett, CH; Bhandarkar, A; Webster, ER; Celebi, A; Celebi, N; Fuller, EJ; Stavila, V; Spataru, CD; Ashby, DS; Marinella, MJ; Krishnakumar, R; Allendorf, MD; Talin, AA				Robinson, Donald A.; Foster, Michael E.; Bennett, Christopher H.; Bhandarkar, Austin; Webster, Elizabeth R.; Celebi, Aleyna; Celebi, Nisa; Fuller, Elliot J.; Stavila, Vitalie; Spataru, Catalin D.; Ashby, David S.; Marinella, Matthew J.; Krishnakumar, Raga; Allendorf, Mark D.; Talin, A. Alec			Tunable Intervalence Charge Transfer in Ruthenium Prussian Blue Analog Enables Stable and Efficient Biocompatible Artificial Synapses	ADVANCED MATERIALS												Emerging concepts for neuromorphic computing, bioelectronics, and brain-computer interfacing inspire new research avenues aimed at understanding the relationship between oxidation state and conductivity in unexplored materials. This report expands the materials playground for neuromorphic devices to include a mixed valence inorganic 3D coordination framework, a ruthenium Prussian blue analog (RuPBA), for flexible and biocompatible artificial synapses that reversibly switch conductance by more than four orders of magnitude based on electrochemically tunable oxidation state. The electrochemically tunable degree of mixed valency and electronic coupling between N-coordinated Ru sites controls the carrier concentration and mobility, as supported by density functional theory computations and application of electron transfer theory to in situ spectroscopy of intervalence charge transfer. Retention of programmed states is improved by nearly two orders of magnitude compared to extensively studied organic polymers, thus reducing the frequency, complexity, and energy costs associated with error correction schemes. This report demonstrates dopamine-mediated plasticity of RuPBA synapses and biocompatibility of RuPBA with neuronal cells, evoking prospective application for brain-computer interfacing.					Stavila, Vitalie/B-6464-2008; Robinson, Donald/C-6222-2018	Robinson, Donald/0000-0003-4531-0806; Celebi, Aleyna/0000-0002-9019-9919; Celebi, Nisa/0000-0001-8148-3005; Foster, Michael/0000-0002-4164-3526; Krishnakumar, Raga/0000-0002-2479-754X; Fuller, Elliot/0000-0001-7912-8688; Webster, Elizabeth/0000-0003-2764-1118													0935-9648	1521-4095				SEP	2023	35	37			SI					10.1002/adma.202207595	http://dx.doi.org/10.1002/adma.202207595		DEC 2022						36437049					WOS:000900763100001
J	Wang, F; Liu, Y; Wei, HJ; Li, TF; Xiong, XH; Wei, SZ; Ren, FZ; Volinsky, AA				Wang, Fei; Liu, Yong; Wei, Hui-Jie; Li, Teng-Fei; Xiong, Xun-Hui; Wei, Shi-Zhong; Ren, Feng-Zhang; Volinsky, Alex A.			Recent advances and perspective in metal coordination materials-based electrode materials for potassium-ion batteries	RARE METALS												Recently, to ameliorate the forthcoming energy crisis, sustainable energy conversion and storage devices have been extensively investigated. Potassium-ion batteries (KIBs) have aroused widespread attention in these very active research applications due to their earth abundance and similar low redox potential compared to Li-ion batteries (LIBs). It is critical to develop electrode materials with large ion diffusion channels and robust structures for long cycling performance in KIBs. Metal coordination materials, including metal-organic frameworks, Prussian blue, and Prussian blue analogue, as well as their composites and derivatives, are known as promising materials for high-performance KIBs due to their open frameworks, large interstitial voids, functionality and tailorability. In this review, we give an overview of the recent advances on the application of metal coordination materials in KIBs. In addition, the methods to enhance their K-ion storage properties are summarized and discussed, such as morphology engineering, doping, as well as compositing with other materials. Ultimately, some prospects for future research of metal coordination materials for KIBs are also proposed.					Wang, Fei/HCH-9634-2022; Wei, Huijie/MAH-3308-2025; Volinsky, Alex/B-8006-2013; zhao, weiwei/JUU-6585-2023; Liu, Yong/P-6931-2018	, Fei/0000-0002-2057-5130; Liu, Yong/0000-0002-2137-1404													1001-0521	1867-7185				FEB	2021	40	2					448	470		10.1007/s12598-020-01649-1	http://dx.doi.org/10.1007/s12598-020-01649-1		JAN 2021											WOS:000607727300003
J	Chen, YC; Woo, HJ; Rizwan, M; Yahya, RB; Cui, DH; Luo, D; Chen, L; Arof, AKM; Wang, F				Chen, Yuncai; Woo, Haw Jiunn; Rizwan, Muhammad; Yahya, Rosiyah Binti; Cui, Dehu; Luo, Dan; Chen, Lang; Arof, Abdul Kariem Mohd; Wang, Fei			Nanoscale Morphology Control of Na-Rich Prussian Blue Cathode Materials for Sodium Ion Batteries with Good Thermal Stability	ACS APPLIED ENERGY MATERIALS												Sodium-ion batteries (SIBs) are normally investigated at room temperature (RT). However, the application of electrical vehicles (EVs) may work at high/low temperatures in a harsh environment. Herein, Na-rich Prussian blue (PB) is synthesized by controlling the Na+ ion concentration during the synthesis process. TGA, XRD, IR, and SEM are used to investigate the transition of the nanoscale structure and the surface morphology of PB at various Na contents. The electrochemical properties have been investigated at RT, 40 degrees C, 60 degrees C, and the high temperature of 80 degrees C. PB-4M exhibits a specific capacity of 130 mAh/g at RT and 120 mAh/g at 80 degrees C. At 80 degrees C, PB-4M can still deliver a reversable specific capacity of 57 mAh/g at 2 C after 500 charge-discharge cycles, which makes it possible to utilize PB as a commercial cathode in future EVs at high temperature.					woo, haw jiunn/R-1072-2017; Rizwan, Muhammad/AAL-3375-2021; yahya, rosiyah/B-9604-2010; CHEN, LANG/M-7291-2019; Luo, Dan/M-7285-2017; Wang, Fei/B-9853-2009	Luo, Dan/0000-0001-8336-6339; Luo, Dan/0000-0003-2117-0570; Wang, Fei/0000-0003-1871-1022; WOO, HAW JIUNN/0000-0002-1126-0153													2574-0962					DEC	2019	2	12					8570	8579		10.1021/acsaem.9b01491	http://dx.doi.org/10.1021/acsaem.9b01491													WOS:000504953500026
J	Xu, H; Yang, LD; Wang, K; Jin, L; Liu, Y; He, GY; Chen, HQ				Xu, Hui; Yang, Lida; Wang, Kun; Jin, Lei; Liu, Yang; He, Guangyu; Chen, Haiqun			Etched High-Entropy Prussian Blue Analogues as Trifunctional Catalysts for Water, Ethanol, and Urea Electrooxidation	INORGANIC CHEMISTRY												NH3 & BULL;H2O-etchedhigh-entropy PBAsare constructed to function as a trifunctional catalyst toward electrocatalyticOER, EOR, and UOR. The introduction of high-entropy and high specific surfaceareainto Prussian blue analogues (PBAs) has yet to create interest inthe field of electrocatalytic small-molecule oxidation reactions.Herein, we synthesize a novel class of high-entropy (HE) PBAs witha high specific surface area via a simple NH3 & BULL;H2O-etching strategy and systematically investigate the electrocatalyticperformance of HE-PBA toward electrocatalytic water, ethanol, andurea oxidation reactions. Importantly, the NH3 & BULL;H2O-etched HE-PBA (denoted as HE-PBA-e) demonstrated enhancedelectrocatalytic performance toward small-molecule oxidation comparedto the pristine HE-PBA, reaching 10 mA cm(-2) withpotentials of 1.56, 1.41, and 1.37 V for the oxygen evolution reaction(OER), ethanol oxidation reaction (EOR), and urea oxidation reaction(UOR), respectively. Deep characterizations suggest that the NH3 & BULL;H2O etching treatment not only creates richnanopores to enlarge the surface area and boosts the mass transportand electron transfer but also facilitates the formation of high-valencemetal oxides to improve the intrinsic activity. This demonstrationof how systematically increasing the high oxidation state of metalswill serve as a governing principle for the rational design of moreadvanced HE-PBAs toward the electrooxidation of small molecules.					Wang, Kun/ABA-9714-2020; he, guangyu/CAA-8047-2022	Chen, Haiqun/0000-0001-7805-6395													0020-1669	1520-510X				JUN 29	2023	62	28					11271	11277		10.1021/acs.inorgchem.3c01701	http://dx.doi.org/10.1021/acs.inorgchem.3c01701		JUN 2023						37382591					WOS:001016562800001
J	Wang, MY; Zhong, JH; Zhu, ZH; Gao, AM; Yi, FY; Ling, JZ; Hao, JN; Shu, D				Wang, Mengyi; Zhong, Junhao; Zhu, Zhenhua; Gao, Aimei; Yi, Fenyun; Ling, Jingzhou; Hao, Junnan; Shu, Dong			Hollow NiCoP nanocubes derived from a Prussian blue analogue self-template for high-performance supercapacitors	JOURNAL OF ALLOYS AND COMPOUNDS												Transition metal phosphides (TMPs) have attracted great interest owing to the metallic properties and high specific capacities. Here, we designed hollow NiCoP nanocubes with increased specific surface area using a Ni-Co Prussian blue analogue as a self-template and NH3 center dot H2O as an etching agent. During the synthesis, both carbonization and phosphorization are completed in one step. The obtained hollow structure alleviates the volume variation of electrode material during reversible electrochemical reaction. Meanwhile, the residual carbon distributed uniformly in NiCoP at the molecular level, resulting in a high conductivity. DFT calculations further reveal that the electrical conductivity of NiCoP is superior to those of monometallic phosphide and metal oxide. Therefore, the optimized NiCoP-4-50 0 displays a high specific capacity (1590 F g(-1) at 1 A g(-1)) and outstanding cycling stability (78.2% retention after 12,000 cycles). Moreover, a prepared hybrid supercapacitor device delivers an energy density of 38.4 W h kg(-1) with a power density of 799.9 W kg(-1) at 1 A g(-1). The results indicate that the obtained high-performance TMPs with hollow structures have an application potential for energy storage devices. (C) 2021 Elsevier B.V. All rights reserved.					Zhong, Junhao/LGZ-4196-2024; Hao, Junnan/HNC-2109-2023	Hao, Junnan/0000-0002-5777-7844													0925-8388	1873-4669				FEB 10	2022	893								162344	10.1016/j.jallcom.2021.162344	http://dx.doi.org/10.1016/j.jallcom.2021.162344		OCT 2021											WOS:000711266500002
J	Xu, SL; Kong, T; Li, ZL; Zhang, M; Miao, YD; Feng, ZP; Qi, JQ; Wei, FX; Meng, QK; Ren, YJ; Zhu, L; Cao, P; Kang, ZS; Zhao, DY; Sui, YW				Xu, Shilin; Kong, Teng; Li, Zhanlei; Zhang, Man; Miao, Yidong; Feng, Zipeng; Qi, Jiqiu; Wei, Fuxiang; Meng, Qingkun; Ren, Yaojian; Zhu, Lei; Cao, Peng; Kang, Zhuangsu; Zhao, Danyang; Sui, Yanwei			Layered double hydroxides derived prussian blue analogue nanocage confining NiCoP nanoparticles as efficient bifunctional electrocatalyst	MATERIALS TODAY CHEMISTRY												Designing novel electrocatalysts with excellent catalytic activity for efficient water splitting is necessary to achieve the large-scale H-2/O-2 production from renewable resources. In this study, a facile hydrothermal method followed by low-temperature phosphorylation treatment was employed to fabricate a nanocage of prussian blue analogue encapsulating NiCoP nanoparticles (NiCoP@PBA), which was derived from the layered double hydroxide precursor. As a bifunctional non-precious metal electrocatalyst, NiCoP@PBA demonstrates superior performance in KOH electrolyte water splitting, with overpotentials of 59 mV for electrocatalytic hydrogen evolution reaction (HER) and 263 mV for oxygen evolution reaction (OER) at 10 mA cm(-2). The catalyst also exhibits low Tafel slopes of 54 mV dec(-1) for HER and 120 mV dec(-1) for OER, reflecting efficient charge transfer kinetics. DFT simulations show that the Co-N moieties at the heterogeneous interface of NiCoP@PBA can optimize the surface electron distribution and energy states, thus facilitating efficient electron-hole pair separation, significantly enhancing catalytic activity for both HER and OER process, and significantly extending the electrocatalyst's service life. Our approach can be extended to more non-precious metal electrocatalysts, which is significant for the design of efficient bifunctional water splitting electrocatalysts.					XU, SHILIN/ABF-1715-2020; Miao, Yidong/AAT-4735-2021; Cao, Peng/J-6178-2015	Cao, Peng/0000-0001-6390-6852													2468-5194					APR	2024	37								102027	10.1016/j.mtchem.2024.102027	http://dx.doi.org/10.1016/j.mtchem.2024.102027		APR 2024											WOS:001221815300001
J	Boras, D; Nielsen, I; Buckel, A; Ericsson, T; Haeggstroem, L; Younesi, R; Stabb, T; Brant, WR				Boras, Dominik; Nielsen, Ida; Buckel, Alexander; Ericsson, Tore; Haeggstroem, Lennart; Younesi, Reza; Stabb, Torsten; Brant, William R.			Determining internal porosity in Prussian blue analogue cathode materials using positron annihilation lifetime spectroscopy	JOURNAL OF MATERIALS SCIENCE												Prussian blue analogues (PBAs), A(x)M[M '(CN)(6)](1-y) center dot zH(2)O, are a highly functional class of materials with use in a broad range of applications, such as energy storage, due to their porous structure and tunable composition. The porosity is particularly important for the properties and is deeply coupled to the cation, water, and [M '(CN)(6)](n-) vacancy content. Determining internal porosity is especially challenging because the three compositional parameters are dependent on each other. In this work, we apply a new method, positron annihilation lifetime spectroscopy (PALS), which can be employed for the characterization of defects and structural changes in crystalline materials. Four samples were prepared to evaluate the method's ability to detect changes in internal porosity as a function of the cation, water, and [M '(CN)(6)](n-) vacancy content. Three of the samples have identical [M '(CN)(6)](n-) vacancy content and gradually decreasing sodium and water content, while one sample has no sodium and 25% [M '(CN)(6)](n-) vacancies. The samples were thoroughly characterized using inductively coupled plasma-optical emission spectroscopy (ICP-OES), thermogravimetric analysis (TGA), X-ray diffraction (XRD), and Mossbauer spectroscopy as well as applying the PALS method. Mossbauer spectroscopy, XRD, and TGA analysis revealed the sample compositions Na1.8(2)Fe0.64(6)2+Fe0.36(10)2.6+[Fe2+(CN)(6)] center dot 2.09(2)H2O, Na1.1(2)Fe0.24(6)2+ Fe-0.76(6)(2.8+)[Fe2.3+(CN)(6)] center dot 1.57(1)H2O, Fe[Fe(CN)(6)] center dot 0.807(9)H2O, and Fe[Fe(CN)(6)](0.75) center dot 1.5H(2)O, confirming the absence of vacancies in the three main samples. It was shown that the final composition of PBAs could only be unambiguously confirmed through the combination of ICP, XRD, TGA, and Mossbauer spectroscopy. Two positron lifetimes of 205 and 405 ps were observed with the 205 ps lifetime being independent of the sodium, water, and/or [Fe(CN)(6)](n-) vacancy content, while the lifetime around 405 ps changes with varying sodium and water content. However, the origin and nature of the 405 ps lifetime yet remains unclear. The method shows promise for characterizing changes in the internal porosity in PBAs as a function of the composition and further development work needs to be carried out to ensure the applicability to PBAs generally. [GRAPHICS] .					Younesi, Reza/K-9003-2012	Nielsen, Ida/0000-0002-6511-8291; Staab, Torsten E.M./0000-0002-6185-2974; Boras, Dominik/0009-0002-0324-7730													0022-2461	1573-4803				2023 NOV 2	2023										10.1007/s10853-023-09025-x	http://dx.doi.org/10.1007/s10853-023-09025-x		NOV 2023											WOS:001097715700002
J	Wang, YJ; Pang, ZB; Xu, H; Li, CP; Zhou, WJ; Jiang, XH; Yu, LM				Wang, Yanjian; Pang, Zhibin; Xu, Hao; Li, Cuiping; Zhou, Wenjun; Jiang, Xiaohui; Yu, Liangmin			High-performance electromagnetic wave absorption of NiCoFe/N-doped carbon composites with a Prussian blue analog (PBA) core at 2-18 GHz	JOURNAL OF COLLOID AND INTERFACE SCIENCE												Structure design and assembly control are the two key factors in designing new microwave absorbing materials and improving their electromagnetic wave absorption (EMWA) performance; however, balancing the coordination between these factors remains a great challenge. In this manuscript, a coprecipitation method and an in-situ polymerization method were used to construct nitrogen-carbon-doped popcorn-like porous nanocomposites (NiCoFe/N-C). The metallic particles were encapsulated in approximately 10 layers of graphite carbon shells, and a NiCoFe/N-C core-shell structure was formed. The EMWA properties of the NiCoFe/N-C composites were adjusted by varying the divinylbenzene (DVB) to acrylonitrile (AN) content. The optimized NiCoFe/N-C composite showed a minimum reflection loss of -57.5 dB and a maximum effective absorption bandwidth (EAB) of 5.44 GHz. The excellent EMWA properties of the NiCoFe/N-C composites can be attributed to the synergistic effect among the core-shell structure, popcorn-like structure, magnetic metal, carbon and nitrogen. This effect leads to enhanced impedance matching, interface polarization, dipole polarization, multiple reflection and scattering in the composites. In this paper, an effective strategy for the preparation of high-performance magnetic/dielectric composites is provided by carefully designing a new microstructure. (c) 2022 Elsevier Inc. All rights reserved.					Pang, Zhibin/W-9085-2019; Yang, Tian/JFB-1008-2023; liang, YU/IYT-4334-2023; Zhou, Wenjun/AAS-8897-2021	Pang, Zhibin/0000-0002-0896-4045; liang, YU/0009-0007-3922-3454; Zhou, Wenjun/0000-0003-4196-5370													0021-9797	1095-7103				AUG 15	2022	620						107	118		10.1016/j.jcis.2022.04.011	http://dx.doi.org/10.1016/j.jcis.2022.04.011		APR 2022						35421747					WOS:000793567600002
