PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Chen, Y; Kang, YH; Yang, HY; Hua, HM; Qin, JX; Liu, P; Zhang, YY; Zhang, YJ; Zhao, JB				Chen, Yu; Kang, Yuanhong; Yang, Huiya; Hua, Haiming; Qin, Jiaxiang; Liu, Peng; Zhang, Yiyong; Zhang, Yingjie; Zhao, Jinbao			Contribution of different metal nodes on stepwise electrocatalysis in lithium-sulfur batteries	ENERGY STORAGE MATERIALS												The mechanism of multifunctional sulfur-fixing materials on molecular / atomic level is important for selecting and designing effective electrocatalysts for lithium-sulfur batteries (LSBs). Therefore, metal coordination com-pounds (M = Co / Fe / CoFe) with unique catalytic behavior are selected as cathode additives to promote the sluggish reaction kinetics caused by multiphase conversion and focus on adsorption-catalysis mechanism. It is found that Co sites are conducive to promoting the generation of lithium sulfide that increase the specific discharge capacity, while Fe sites are beneficial for the adsorption of polysulfides that increase the capacity retention. The combination of Co and Fe sites can inhibit the polysulfides diffusion and induce the rapid and uniform deposition of lithium sulfide. Benefiting from the dual-anchoring of efficient Metal-S and Li-N bonds and special catalysis of Co sites, the CoFe PBA@S cells exhibit remarkable cyclability and capability. The cell delivers a small capacity fading rate (0.052% per cycle over 1000 cycles at 2 A g-1), excellent rate capability (811.86 mAh g-1 at 5 A g-1) and ultrahigh capability retention (1143.7 mAh g-1 after 100 cycles at 0.2 A g-1). Even with a high sulfur loading of 5 mg cm-2, it still shows reversible capacity of 789.7 mAh g-1 after 100 cycles at 0.2 A g-1. This work provides a rational direction to select and design effective electrocatalysts for LSBs.					Liu, Peng/ACH-0577-2022; Zhang, Yanjia/ITT-2082-2023; zhao, jin/LBH-0351-2024; Huang, Yuchen/HOH-2286-2023														2405-8297	2405-8289				JAN	2023	54						488	497		10.1016/j.ensm.2022.10.047	http://dx.doi.org/10.1016/j.ensm.2022.10.047		NOV 2022											WOS:000918361200001
J	Khairullina, E; Levshakova, A; Fatkullin, M; Tenevich, M; Shmalko, A; Panov, M; Manshina, A; Lobinsky, A; Rodriguez, RD; Kaneva, M				Khairullina, Evgeniia; Levshakova, Alexandra; Fatkullin, Maxim; Tenevich, Maxim; Shmalko, Alexandr; Panov, Maxim; Manshina, Alina; Lobinsky, Artem; Rodriguez, Raul D.; Kaneva, Maria			Flexible laser-induced graphene-based electrodes modified with cobalt-manganese hexacyanoferrate as cathode materials for asymmetric supercapacitors	SUSTAINABLE ENERGY & FUELS												The rapid progress in wearable electronics highlights the crucial need for advanced flexible energy storage solutions. This study presents a synergistic combination of laser-assisted polymer carbonization and ion deposition techniques to fabricate flexible electrode materials with outstanding electrochemical activity for energy storage applications. Flexible graphene-based electrodes fabricated through laser-assisted synthesis were modified with CoMnHCF nanocrystals using aqueous solutions of appropriate salts by a simple and environmentally friendly SILAR (Successive Ionic Layer Adsorption and Reaction) method. The CoMnHCF/laser-induced metal-polymer composite (LIMPc) electrode exhibited excellent electrochemical performance in an aqueous Na2SO4 electrolyte, achieving a high specific capacitance of 224.5 mF cm-2 (at 0.5 mF cm-2). Furthermore, CoMnHCF/LIMPc showed remarkable rate capability and maintained long-term cycling stability after 10 000 cycles. A flexible asymmetric supercapacitor was assembled based on CoMnHCF/LIMPc as the cathode and LIMP & scy; as the anode. This technique's versatility holds potential for fabricating other electrode materials with tailored compositions for diverse applications across multiple scientific and technological domains.					Kaneva, Maria/ABD-6404-2021; Manshina, Alina/IUQ-5771-2023; Lobinsky, Artem/Q-6895-2017; Tenevich, Maksim/AAN-4128-2021; Fatkullin, Maxim/AHA-9148-2022; Panov, Maxim/D-8636-2016; Khairullina, Evgeniia/H-4881-2013; Levshakova, Aleksandra/AAY-4264-2020; Rodriguez, Raul/AAA-8820-2020; Manshina, Alina/H-4719-2013	Manshina, Alina/0000-0002-1053-6410; Kaneva, Maria/0000-0003-2816-7059													2398-4902					DEC 3	2024	8	24					5906	5916		10.1039/d4se00976b	http://dx.doi.org/10.1039/d4se00976b		NOV 2024											WOS:001354888800001
J	Risset, ON; Brinzari, TV; Meisel, MW; Talham, DR				Risset, Olivia N.; Brinzari, Tatiana V.; Meisel, Mark W.; Talham, Daniel R.			Light Switchable Magnetism in a Coordination Polymer Heterostructure Combining the Magnetic Potassium Chromiumhexacyanochromate with the Light-Responsive Rubidium Cobalthexacyanoferrate	CHEMISTRY OF MATERIALS																		Meisel, Mark/0000-0003-4980-5427													0897-4756	1520-5002				SEP 22	2015	27	18					6185	6188		10.1021/acs.chemmater.5b02785	http://dx.doi.org/10.1021/acs.chemmater.5b02785													WOS:000361935000006
J	Shi, YX; Yang, B; Song, GJ; Li, Y; Li, WT; Guo, XT; Shakouri, M; Pang, H				Shi, Yuxin; Yang, Biao; Song, Gongjing; Li, Yong; Li, Wenting; Guo, Xiaotian; Shakouri, Mohsen; Pang, Huan			Rubik's cube PBA frameworks for optimizing the electrochemical performance in alkali metal-ion batteries	JOURNAL OF COLLOID AND INTERFACE SCIENCE												PBA frameworks have stood out among metal-organic frameworks because of their easy preparation, excellent stability, porous structures, and rich redox properties. Unfortunately, their non-ideal conductivity and significant volume expansion during cycling prevent more widespread application in alkali-metal-ion (Li+, Na+, and K+) batteries. By changing the type and molar ratio of metal ions, Rubik's PBA frameworks with infinite structural variations were obtained in this study, just like the Rubik's cube undergoes infinite changes during the rotation. X-ray adsorption fine structure measurements have documented the existence and determined the coordination environment of the metal ions in the Rubik's PBA framework. Benefiting from the more stable Rubik's cube structures with diverse composition, enhanced conductivity, and greater adsorption capacity, the obtained Rubik's cubes CoM-PBA anodes, especially CoZn-PBA deliver the enhanced cycling and rate performance in all the alkali-metal-ion batteries. The findings are supported by density functional theory calculations. Ex-situ X-ray photoelectron spectroscopy, and in-situ X-ray diffraction measurements were undertaken to explore the storage mechanism of CoZn-PBA anodes. Our results further demonstrate that the Rubik's cube PBA framework-based materials could be widely applied in the field of alkali-metal-ion batteries.					Guo, Xiaotian/O-5253-2016; YANG, BIAO/LDG-4382-2024; Shi, Yuxin/MGT-0925-2025	Shi, Yuxin/0009-0005-0391-8698													0021-9797	1095-7103				NOV	2024	673						807	816		10.1016/j.jcis.2024.06.032	http://dx.doi.org/10.1016/j.jcis.2024.06.032		JUN 2024						38906002					WOS:001362299700001
J	Kulkarni, A; Padwal, C; Macleod, J; Sonar, P; Kim, T; Dubal, D				Kulkarni, Abhishek; Padwal, Chinmayee; Macleod, Jennifer; Sonar, Prashant; Kim, Taeyoung; Dubal, Deepak			Toward Safe and Reliable Aqueous Ammonium Ion Energy Storage Systems	ADVANCED ENERGY MATERIALS												Aqueous batteries using non-metallic charge carriers like proton (H+) and ammonium (NH4+) ions are becoming more popular compared to traditional metal-ion batteries, owing to their enhanced safety, high performance, and sustainability (they are ecofriendly and derived from abundant resources). Ammonium ion energy storage systems (AIBs), which use NH4+ ions with tetrahedral geometry, a small hydrated ionic radius, and relatively low ionic weight, are emerging as strong candidates in non-metal ion battery chemistry. Various electrode materials (both inorganic and organic) are investigated as hosts for NH4+ ions, however, a comprehensive understanding of these mechanisms is still lacking. This gap limits the ability to optimize performance and identify further research opportunities in AIBs. In this review, the charge storage mechanisms in AIBs are discussed, offering insights into the interactions between NH4+ ions and different electrode materials. Additionally, existing literature on electrode materials, highlighting key structural, and electrochemical achievements are summarized. The review also outlines various electrolytes and examines how their properties influence AIB performance. Finally, the shortcomings of current research are discussed and potential solutions are suggested to advance AIB technology, with the goal of inspiring researchers to explore real-world applications for ammonium ion batteries. The article focuses on the ammonium ion energy storage with a discussion on the charge storage mechanism of the ammonium ion in different host materials. Further, the performance of the electrode materials and the electrolytes that are used in the application of ammonium ion energy storage is elucidated. image					Sonar, Prashant/E-8827-2011; Dubal, Deepak/I-1927-2015	Dubal, Deepak/0000-0002-2337-676X													1614-6832	1614-6840				AUG	2024	14	31								10.1002/aenm.202400702	http://dx.doi.org/10.1002/aenm.202400702		MAY 2024											WOS:001227856200001
J	Kple, J; Albayrak, E; Hontinfinde, F				Kple, J.; Albayrak, E.; Hontinfinde, F.			The thermal properties of the mixed spin-1/2, 1, 3/2 Ising model on the Bethe lattice	MODERN PHYSICS LETTERS B												A triple mixed-spin Ising system defined on the Bethe lattice is numerically investigated by means of exact recursion relations (ERRs) calculations. The lattice is constituted by three types of magnetic atoms A, B, C with spins 1/2, 1, 3/2 respectively arranged in the form ABCABC. The effects of bilinear exchange and crystal-field interactions as well as those of thermal fluctuations on the order parameters and phase diagrams are thoroughly studied and specified. First-order transitions and tricritical points are present for the coordination number q = 4 whereas at q = 3 they are absent. Global compensation phenomena are absent for the magnetic system. Instead, it is shown that it can only occur between the sublattice magnetizations B and C of the system. Several novel kinds of reentrance of the phase boundaries while varying the values of model parameters have been reported.					Felix, HONTINFINDE/AGH-5035-2022; Albayrak, Erhan/AAL-8085-2021	Albayrak, Erhan/0000-0003-2695-0912													0217-9849	1793-6640				FEB 10	2021	35	4							2150079	10.1142/S0217984921500792	http://dx.doi.org/10.1142/S0217984921500792													WOS:000617332000010
J	Ma, XH; Wei, YY; Wu, YD; Wang, J; Jia, W; Zhou, JH; Zi, ZF; Dai, JM				Ma, Xiao-Hang; Wei, Yi-Yong; Wu, Yao-Dong; Wang, Jiao; Jia, Wei; Zhou, Jia-Hao; Zi, Zhen-Fa; Dai, Jian-Ming			High crystalline Na2Ni[Fe(CN)6] particles for a high-stability and low-temperature sodium-ion batteries cathode	ELECTROCHIMICA ACTA												High crystalline Na2Ni[Fe(CN)(6)] particles are synthesized by a new electrostatic spray assisted coprecipitation method. Their structures and electrochemical properties are analyzed by X-ray powder diffraction, scanning electron microscopy and galvanostatic cell cycling and so on. Given its highly stable structure, the optimized Na2Ni[Fe(CN)(6)] cathode shows impressive cycling performance with high retention capacity of 89% after 440 cycles at 1 C and excellent rate capability of 56 mAh g(-1) at 25 C. In addition, the optimized Na2Ni[Fe(CN)(6)] cathode achieves superior low temperature performances with retains 87% capacity after 440 cycles at 0 degrees C and a stable capacity of 54 mAh g(-1) can be delivered even at -25 degrees C after 440 cycles. Such a Na2Ni[Fe(CN)(6)] sample provides a promising cathode for sodium-ion batteries in large-scale storage systems. (C) 2018 Elsevier Ltd. All rights reserved.					Dai, Jianming/D-2106-2009	Zi, Zhenfa/0000-0003-0159-8967													0013-4686	1873-3859				FEB 20	2019	297						392	397		10.1016/j.electacta.2018.11.063	http://dx.doi.org/10.1016/j.electacta.2018.11.063													WOS:000455642500044
J	Li, SK; Xie, M; Zhang, X; Wang, NA; Wang, R; Xu, YC; Lin, HJ; Jiao, Y; Chen, JR				Li, Shuke; Xie, Meng; Zhang, Xiao; Wang, Nana; Wang, Ran; Xu, Yanchao; Lin, Hongjun; Jiao, Yang; Chen, Jianrong			In-situ introduction of CePO4 for stabilizing electrocatalytic activity of quasi-MOF with partially missing C≡N skeleton	CHEMICAL ENGINEERING JOURNAL												Hydrogen (H-2) is considered one of the most promising green energy sources due to its high combustion heat value and non-polluting byproducts after combusting. Electrolysis of water to product H-2 is a safe and stable way. Nevertheless, the current commercially available electrocatalysts suffer from high cost and slow reaction kinetics, hindering the widespread application of electrocatalytic water splitting. Metal-organic framework (MOF) have been concerned widespread as materials with high activity sites in the field of electrocatalyst. However, the presence of organic frameworks in MOF results in slow electron transfer rates and weak catalytic activity. To address this issue, this research has constructed a novel CePO4/quasi-MOF heterostructure with partial amorphous phase. The partial absence of organic frameworks in this heterostructure exposes more active metal sites, while the presence of the amorphous phase enhances the porosity of material. The overpotentials (eta(10)) of CePO4/ Ce-PBA-2 for the oxygen evolution reaction (OER) and hydrogen evolution reaction (HER) are 242 and 192 mV, respectively. The density functional theory (DFT) calculations demonstrate that constructing the CePO4/Ce-PBA-2 heterostructure with missing C equivalent to N frameworks partially accelerates the electron transfer between metal ions, improving the reaction kinetics of HER and OER effectively. On the other hand, CePO4/Ce-PBA-2 exhibited a specific capacitance of 1346.7F g(-1) at 1 A/g. The CePO4/quasi-MOF heterostructure achieves efficient electrocatalytic water splitting and energy storage in supercapacitors simultaneously. This study further paves the way for the application and development of MOF in the field of electrochemistry.					Xu, Yanchao/A-6031-2019; Jiao, Yang/AAA-7978-2020; Lin, Hongjun/G-8462-2011; Shen, Liguo/A-4051-2019	Shen, Liguo/0000-0001-9730-3451													1385-8947	1873-3212				NOV 1	2023	475								146172	10.1016/j.cej.2023.146172	http://dx.doi.org/10.1016/j.cej.2023.146172		SEP 2023											WOS:001091926600001
J	Zhou, ZM; Qian, YD; Chen, XM; Chen, J; Zhou, XZ; Kuang, WX; Shi, XY; Wu, XQ; Li, L; Wang, JZ; Chou, SL				Zhou, Zhiming; Qian, Yudan; Chen, Xiaomin; Chen, Jian; Zhou, Xunzhu; Kuang, Wenxi; Shi, Xiaoyan; Wu, Xingqiao; Li, Lin; Wang, Jiazhao; Chou, Shulei			Challenges and Strategies toward Manganese Hexacyanoferrate for High-Performance Sodium-Ion Batteries	ADVANCED FUNCTIONAL MATERIALS												Sodium-ion batteries (SIBs) are considered as a beneficial complement to lithium-ion batteries for large-scale energy storage systems because of the abundant sodium resources. However, the relatively large ionic radius of Na+ inevitably results in a huge volume change and sluggish electrochemical reaction kinetics, which put forward higher requirements for electrode materials. Among the reported cathode materials for SIBs, the manganese hexacyanoferrate (MnHCF) with the merits of large channels for fast sodium ion transport, high theoretical capacity and low cost has attracted extensive attention. In this review, the recent achievements of MnHCF for SIBs are focused. The key challenges of MnHCF limiting the practical application include the interstitial water, vacancies, low electronic conductivity, and the Jahn-Teller effect. Subsequently, the mainstream strategies to boost the sodium storage performance of MnHCF are summarized (such as structure regulation, surface coating, hybridization with carbon materials, and element substitution). Finally, the potential research directions are also proposed to promote the practical application of MnHCF for SIBs. This review is expected to provide a whole insight into exploring MnHCF cathode materials for SIBs.					Chen, Xiaomin/Z-2734-2019; zhou, xunzhu/GNO-9884-2022; Chou, Shulei/AFO-7750-2022; Wu, Xingqiao/HCI-6280-2022; Wang, Jiazhao/G-4972-2011; Li, Lin/ABB-2902-2021	zhou, zhiming/0009-0005-4586-7665; Wang, Jiazhao/0000-0002-1407-2166; Li, Lin/0000-0002-4342-6816													1616-301X	1616-3028				SEP	2024	34	39								10.1002/adfm.202404938	http://dx.doi.org/10.1002/adfm.202404938		JUL 2024											WOS:001276270300001
J	Azhar, A; Young, C; Kaneti, YV; Yamauchi, Y; Badjah, AY; Naushad, M; Habila, M; Wabaidur, S; Alothman, ZA; Kim, J				Azhar, Alowasheeir; Young, Christine; Kaneti, Yusuf Valentino; Yamauchi, Yusuke; Badjah, Ahmad Yacine; Naushad, Mu; Habila, Mohamed; Wabaidur, Saikh; Alothman, Zeid A.; Kim, Jeonghun			Cyano-Bridged Cu-Ni Coordination Polymer Nanoflakes and Their Thermal Conversion to Mixed Cu-Ni Oxides	NANOMATERIALS												Herein, we demonstrate the bottom-up synthesis of 2D cyano-bridged Cu-Ni coordination polymer (CP) nanoflakes through a controlled crystallization process and their conversion to Cu-Ni mixed oxides via a thermal treatment in air. The chelating effect of citrate anions effectively prevents the rapid coordination reaction between Cu2+ and K-2[Ni(CN)(4)], resulting in the deceleration of the crystallization process of CPs. Specifically, with addition of trisodium citrate dehydrate, the number of nuclei formed at the early stage of the reaction is decreased. Less nuclei undergo a crystal growth by interacting with [Ni(CN)(4)](2-), leading to the formation of larger Cu-Ni CP nanoflakes. Following heat treatment in air, the -CN- groups present within the CP nanoflakes are removed and nanoporous Cu-Ni mixed oxide nanoflakes are generated. When tested as an electrode material for supercapacitors using a three-electrode system, the optimum Cu-Ni mixed oxide sample shows a maximum specific capacitance of 158 F g(-1) at a current density of 1 A g(-1). It is expected that the proposed method will be useful for the preparation of other types of 2D and 3D CPs as precursors for the creation of various nanoporous metal oxides.					Kim, Jeonghun/I-7164-2015; ALOthman, Zeid/E-7333-2014; wabaidur, Saikh/Z-1450-2019; alowasheeir, azhar/HNQ-3333-2023; Kaneti, Yusuf Valentino/G-8108-2015; Habila, Mohamed/AAJ-4830-2020; /D-8006-2014; Yamauchi, Yusuke/D-2780-2015	ALOthman, Zeid/0000-0001-9970-2480; alowasheeir, azhar/0000-0002-4204-5245; Kaneti, Yusuf Valentino/0000-0003-2433-7305; Habila, Mohamed/0000-0003-1910-0311; /0000-0001-6056-587X; Wabaidur, Saikh Mohammad/0000-0002-3858-5556; Yamauchi, Yusuke/0000-0001-7854-927X													2079-4991					DEC	2018	8	12							968	10.3390/nano8120968	http://dx.doi.org/10.3390/nano8120968								30477166					WOS:000455323100006
J	Bao, T; Zou, YY; Zhang, CQ; Yu, CZ; Liu, C				Bao, Tong; Zou, Yingying; Zhang, Chaoqi; Yu, Chengzhong; Liu, Chao			Morphological Anisotropy in Metal-Organic Framework Micro/Nanostructures	ANGEWANDTE CHEMIE-INTERNATIONAL EDITION												Anisotropy plays a unique role in the structural regulation of metal-organic frameworks (MOFs) and their composites, especially at the micro- and nanoscale. However, there is a lack of a understanding of MOF micro/nanoparticles (MNPs) from the perspective of morphological anisotropy. In this Minireview, recent advances in anisotropic MOF MNPs are summarized, with a focus on how morphological anisotropy leads to innovative structures and modulates properties. First, anisotropic pristine MOF MNPs with diverse morphologies are introduced and classified by their morphology-dependent and morphology-independent anisotropy. Secondly, the anisotropy-enabled site-selective higher-order construction of MOF-based materials is highlighted. Finally, challenges and prospects for anisotropic MOFs are discussed, aiming to provide inspiration for further developments in this interesting research field.					Liu, Chao/CAF-2694-2022; ZHANG, CHAOQI/AGX-9654-2022; Yu, Chengzhong/I-8663-2012; Liu, Chao/H-1712-2019	Yu, Chengzhong/0000-0003-3707-0785; Liu, Chao/0000-0003-0316-4994													1433-7851	1521-3773				NOV 2	2022	61	44							e202209433	10.1002/anie.202209433	http://dx.doi.org/10.1002/anie.202209433		SEP 2022						35965238					WOS:000855971400001
J	Hosseini, P; Wolkersdörfer, K; Wark, M; Redel, E; Baumgart, H; Wittstock, G				Hosseini, Pouya; Wolkersdoerfer, Konrad; Wark, Michael; Redel, Engelbert; Baumgart, Helmut; Wittstock, Gunther			Morphology and Conductivity of Copper Hexacyanoferrate Films	JOURNAL OF PHYSICAL CHEMISTRY C												Films of conductive coordination network com-pounds are interesting as functional materials for charge storage, electrocatalysis, electrochromic switching, or conversion of light. The electrical conductivity depends on not only intrinsic material properties but also grain boundaries. Copper hexacyanoferrate shows a remarkable variation in film morphologies depending on the preparation route. Conductive films can only be obtained for continuous crystalline films that have been received by a combination of sonication-assisted casting and vapor-assisted conversion. Electrical conductivities of these films are higher than those of powder pellets with a similar crystal structure. Temperature-dependent and humidity-dependent measurements on powder pellets revealed the activation energies for charge transport. Thermogravimetric analysis, temperature-dependent X-ray diffraction data, and humidity-dependent measurements on powder pellets revealed the activation energies for charge transport and the role of proton conductivity.					Hosseini, Pouya/T-4535-2019; Wittstock, Gunther/H-1367-2011	Hosseini Yazdeli, Seyed Pouya/0000-0003-4492-0004; Wittstock, Gunther/0000-0002-6884-5515													1932-7447	1932-7455				AUG 6	2020	124	31					16849	16859		10.1021/acs.jpcc.0c06114	http://dx.doi.org/10.1021/acs.jpcc.0c06114													WOS:000562056100013
J	Li, M; Li, Y; Wang, CY; Sun, Q				Li, Meng; Li, Yuan; Wang, Chun-Yan; Sun, Qiang			Negative Thermal Expansion of GaFe(CN)6 and Effect of Na Insertion by First-Principles Calculations	CHINESE PHYSICS LETTERS												We study the negative thermal expansion (NTE) properties and effect of Na insertion on the NTE of the framework material GaFe(CN)(6) by first-principles calculations based on density functional theory within the quasi-harmonic approximation. The calculated results show that the material exhibits NTE due to the low transverse vibrational modes of the CN groups. The modes demonstrate larger negative values of the mode Gruneisen parameters. Once Na is introduced in the framework of the material, it prefers to locate at the center of the quadrates of the framework material and binds to the four N anions nearby. As a consequence, the transverse vibrational mode of the CN group is clearly hindered and the NTE of the material is weakened. Our theoretical calculations have clarified the mechanisms of NTE and the effect of the guest Na on the NTE of the framework material.					LI, YANQING/HKF-0151-2023; Li, Meng/N-4083-2019														0256-307X	1741-3540				JUN	2019	36	6							066301	10.1088/0256-307X/36/6/066301	http://dx.doi.org/10.1088/0256-307X/36/6/066301													WOS:000470208700010
J	Yang, YJ; Liu, MX; Jiang, CJ; Yang, PX; Wang, NY; Chen, SY; Cheng, Y				Yang, Yu Jun; Liu, Mengxiao; Jiang, Chenjia; Yang, Panxiang; Wang, Ningya; Chen, Songyang; Cheng, Yao			One-step hydrothermal growth of reduced graphene oxide/nickel hexacyanoferrate nanocomposite on Ni foam for binder-free supercapacitor electrode	JOURNAL OF ENERGY STORAGE												The in-situ growth of nickel hexacyanoferrate/reduced graphene oxide nanocomposite (Ni-HCF/rGO) on Ni foam was successfully achieved with a facile one-step hydrothermal method. Ni foam was not only used as the current collector but also the nickel source. By simply heating Ni foam in the aqueous solution containing graphene oxide (GO), potassium ferricyanide and P-toluenesulfonic acid (TSA), Ni-HCF/rGO nanocube arrays were synthesized on Ni foam. X-ray diffraction spectroscopy (XRD), X-ray photoelectron spectroscopy (XPS), scanning electron miscroscopy (SEM) and Raman spectroscopy were used to characterize the Ni-HCF/rGO. As the supercapacitor electrode, Ni-HCF/rGO/Ni foam exhibits high capacity, long cycling life and good rate capability in 2.0 M KOH aqueous solution. An asymmetrical supercapacitor device (ASC) was assembled with Ni-HCF/rGO/Ni foam and activated carbon (AC) as the positive and negative electrodes, respectively. The fabricated ASC presents a maximum energy density of 4.38 W h m(-2) at power density of 34 W m(-2), suggesting its potential in practical applications.					Yang, Yu Jun/GZH-3235-2022														2352-152X	2352-1538				DEC 15	2021	44		B						103462	10.1016/j.est.2021.103462	http://dx.doi.org/10.1016/j.est.2021.103462		NOV 2021											WOS:000719247300004
J	Zhang, B; Wang, L; Wang, B; Zhai, YJ; Zeng, SY; Zhang, M; Qian, YT; Xu, LQ				Zhang, Bo; Wang, Lu; Wang, Bin; Zhai, Yanjun; Zeng, Shuyuan; Zhang, Meng; Qian, Yitai; Xu, Liqiang			Petroleum coke derived porous carbon/NiCoP with efficient reviving catalytic and adsorptive activity as sulfur host for high performance lithium-sulfur batteries	NANO RESEARCH												Sulfur-host material with abundant pore structure and high catalysis plays an important role in development of high-energy-density lithium-sulfur (Li-S) batteries. Herein, we implanted NiCoP nanoparticles into the N,S co-doped porous carbon derived from petroleum coke (PCPC) to fabricate the sulfur-host of PCPC/NiCoP composites. The high specific surface area of PCPC provides abundant adsorption sites for capturing LiPSs and the NiCoP nanoparticles to improve the polarity and boost the LiPSs conversion kinetics of PCPC. The Li-S cells fabricated with PCPC/NiCoP as sulfur-host deliver high discharge capacity of 1,462.7 mAh.g(-1) lunder the current density of 0.1 C and exhibit ultralong lifespan over 800 cycles under the current density of 1, 2, and even 5 C. Additionally, the prepared composites cathodes deliver an outstanding discharge capacity of 932.5 and 826.4 mAh.g(-1) at 0.5 and 1 C with a high sulfur loading of over 3.90 mg.cm(-2), and remain stable about 60 cycles. Furthermore, the promoted adsorption-conversion process of polysulfides by introducing NiCoP nanoparticles into PCPC was investigated by experimental and theoretical calculation studies. This work offers a new light for tacking the obstacles of porous carbon-based sulfur-host and propelling the development of petroleum coke-based porous carbon for high performance Li-S batteries.					Qian, Yitai/F-9692-2010; Xu, Liqiang/AGX-6674-2022; wang, bin/JEP-7906-2023; Wang, Lu/JBJ-3676-2023	Wang, Lu/0009-0008-7019-138X													1998-0124	1998-0000				MAY	2022	15	5					4058	4067		10.1007/s12274-021-3996-5	http://dx.doi.org/10.1007/s12274-021-3996-5		JAN 2022											WOS:000743858600001
J	Peña, PA; Ortega, DR; Araque, DG; Gordillo, AH; Zanella, R; Reguera, E				Pena, Prospero Acevedo; Ortega, David Ramirez; Araque, Diana Guerrero; Gordillo, Agileo Hernandez; Zanella, Rodolfo; Reguera, Edilso			Boosting the photocatalytic hydrogen production of TiO2 by using copper hexacyanocobaltate as co-catalyst	INTERNATIONAL JOURNAL OF HYDROGEN ENERGY												The development of cheap and efficient co-catalysts is crucial to improve the performance of well-known photocatalysts towards the hydrogen evolution reaction. Here, copper hexacyanocobaltate was evaluated for the first time as a potential candidate to be used as co-catalyst coupled with conventional TiO2. Copper hexacyanocobaltate was formed by chemical precipitation in the presence of TiO2, without needing further treatments. The composite exhibited paramount performance towards hydrogen generation, surpassing by up to 16 times the behavior reached with bare TiO2. This composite also overcome the performance of conventional TiO2 modified with copper and cobalt oxides derived from copper hexacyanocobaltate. The enhanced behavior of TiO2/Cu3[Co(CN)(6)](2) composite was promoted by the efficient separation of photogenerated charge carries, and the faster charge transfer from photocatalyst towards species in solution, as it was proved by the photoelectrochemical characterization of the materials. Furthermore, the composite experienced a slight detriment (15%) in its hydrogen production rate after four consecutive photocatalyst tests. This variation was attributed to the slow leaching of copper in the co catalyst caused by its partial transformation into metal hydroxides, as it was suggested by the ex-situ XPS characterization. Nevertheless, the structural characterization evinced the presence of the Cu-3[Co(CN)(6)](2) in the composite after long-term use. This study should be considered a proof of concept on a reliable route to obtain appropriate composites for hydrogen production using light as primary energy source. (C) 2020 Hydrogen Energy Publications LLC. Published by Elsevier Ltd. All rights reserved.					Acevedo-Peña, Próspero/AFR-9868-2022; Zanella, Rodolfo/A-6982-2008; Hernandez-Gordillo, Agileo/I-7047-2013	Hernandez-Gordillo, Agileo/0000-0002-1237-0151; Zanella, Rodolfo/0000-0002-2118-5898; Ramirez-Ortega, David/0000-0002-3643-0710													0360-3199	1879-3487				MAR 8	2021	46	17					10312	10323		10.1016/j.ijhydene.2020.12.135	http://dx.doi.org/10.1016/j.ijhydene.2020.12.135		FEB 2021											WOS:000623883400014
J	Jiang, SP; Huang, CH; Cao, HJ; Feng, HB; Wang, KK; Chen, HC				Jiang, Sipeng; Huang, Chenghao; Cao, Haijie; Feng, Hongbin; Wang, Kuikui; Chen, Hai Chao			Citrate-mediated synthesis of highly crystalline transition metal hexacyanoferrates and their Na ion storage properties	APPLIED SURFACE SCIENCE												In this work, highly crystalline transition-metal hexacyanoferrates (MHCFs) have been synthesized in the presence of citrate, which is found not only to mediate the precipitation reaction rate but also prevent the MHCF crystals from aggregation. This method is applicable to a wide range of MHCFs with different transition metals (e.g., Co, Ni, Mn and Zn). The highly crystalline MHCFs with little Fe(CN)(6) vacancies and rich alkaline ions exhibited significantly improved electrochemical performance for Na ion storage in both aqueous and organic electrolytes. The effect of transition metals in MHCFs on the Na ion storage performance has been investigated in an aqueous electrolyte. Results showed that the CoHCF nanocube sample displayed the highest electrochemical performance than other MHCFs samples synthesized in this work. This CoHCF sample exhibits a specific capacity of 85 mAh g(-1) at 1 A g(-1). The CoHCF sample also displays a good cycling stability with capacity retentions of 92% after 12,000 cycles in aqueous electrolyte (0.5 M Na2SO4) and 78% after 10,000 cycles in organic electrolyte (NaClO4 in PC + EC with 5% FEC).					Chen, Hai-Chao/AAA-3769-2022	Chen, Hai-Chao/0000-0001-5973-1498													0169-4332	1873-5584				NOV 30	2020	531								147336	10.1016/j.apsusc.2020.147336	http://dx.doi.org/10.1016/j.apsusc.2020.147336													WOS:000566335800003
